seed_index	world_seed	mode	subject	run	reducer	Mphase	n_pairs_total	n_pairs_finite	pair_corrected_skewness	pair_positive_fraction	pair_zero_count
5	20860832	benchmark	CS43	R2	mean	0.000111612582978385	14	14	0.48097085492548	0.428571428571429	0
5	20860832	benchmark	CS44	R1	median	-6.20551463569562e-05	14	14	0.393898605101472	0.428571428571429	0
5	20860832	benchmark	CS44	R1	mean	-0.00014555895064098	14	14	0.393898605101472	0.428571428571429	0
5	20860832	benchmark	CS47	R1	median	1.87011155308377e-05	14	14	1.03906707645743	0.5	0
5	20860832	benchmark	CS47	R1	mean	0.000145812345896163	14	14	1.03906707645743	0.5	0
5	20860832	benchmark	CS47	R2	median	0.000128909772146586	14	14	-0.286930189432033	0.571428571428571	0
5	20860832	benchmark	CS47	R2	mean	4.59501626611121e-05	14	14	-0.286930189432033	0.571428571428571	0
5	20860832	benchmark	CS48	R1	median	-0.000122630792941116	14	14	2.19960915965807	0.428571428571429	0
5	20860832	benchmark	CS48	R1	mean	0.00022426886302266	14	14	2.19960915965807	0.428571428571429	0
5	20860832	benchmark	CS48	R2	median	0.000502584483908865	14	14	1.00835097474399	0.714285714285714	0
5	20860832	benchmark	CS48	R2	mean	0.000517606209507718	14	14	1.00835097474399	0.714285714285714	0
5	20860832	benchmark	CS49	R1	median	-0.000223666884875953	12	12	2.64348152716635	0.416666666666667	0
5	20860832	benchmark	CS49	R1	mean	0.000270631437726473	12	12	2.64348152716635	0.416666666666667	0
5	20860832	benchmark	CS49	R2	median	-0.000546533816403352	14	14	0.316230050180823	0.357142857142857	0
5	20860832	benchmark	CS49	R2	mean	-0.000276362809029861	14	14	0.316230050180823	0.357142857142857	0
5	20860832	benchmark	CS51	R1	median	0.000115852461474088	14	14	0.836278868977878	0.571428571428571	0
5	20860832	benchmark	CS51	R1	mean	0.000120946392195486	14	14	0.836278868977878	0.571428571428571	0
5	20860832	benchmark	CS51	R2	median	-0.000436661745255322	12	12	2.39670724831107	0.25	0
5	20860832	benchmark	CS51	R2	mean	-2.293923270139e-05	12	12	2.39670724831107	0.25	0
