seed_index	world_seed	mode	reducer	run	n_subjects	observed	p_two_sided	studentization_sd	subject_statistic_skewness	n_positive	n_negative	n_zero	positive_fraction
12	20860839	benchmark	median	R1	16	-7.06665594265293e-05	0.44525146484375	8.94684121410937e-05	0.774416231903123	5	11	0	0.3125
12	20860839	benchmark	median	R2	13	-0.000164533875462994	0.111572265625	0.000103071701489809	0.499223309621144	4	9	0	0.307692307692308
12	20860839	benchmark	mean	R1	16	1.43447084571768e-06	0.986541748046875	7.58770620696423e-05	0.606687365760301	7	9	0	0.4375
12	20860839	benchmark	mean	R2	13	-4.3565608663147e-05	0.556396484375	7.10729674408037e-05	-0.464490618759796	7	6	0	0.538461538461538
13	20860840	benchmark	median	R1	16	-2.48880758084565e-06	0.978363037109375	8.99761711689511e-05	0.163329375780068	8	8	0	0.5
13	20860840	benchmark	median	R2	13	-0.000121133847051547	0.25732421875	0.000103823991549205	1.38686567834508	4	9	0	0.307692307692308
13	20860840	benchmark	mean	R1	16	1.03423736424568e-05	0.909820556640625	8.75307622395768e-05	-0.065136881035252	7	9	0	0.4375
13	20860840	benchmark	mean	R2	13	-2.33686559151065e-05	0.76123046875	7.41129341752364e-05	0.104957155711031	6	7	0	0.461538461538462
14	20860841	benchmark	median	R1	16	-0.000209883674097748	0.0069580078125	8.20040176510099e-05	0.417675493346273	3	13	0	0.1875
14	20860841	benchmark	median	R2	13	-0.00010271150764525	0.40380859375	0.000119028185017151	0.508918129493709	5	8	0	0.384615384615385
14	20860841	benchmark	mean	R1	16	-1.92011452612998e-05	0.86273193359375	0.000105329878906416	1.26736313881255	5	11	0	0.3125
14	20860841	benchmark	mean	R2	13	6.61165508450698e-05	0.62890625	0.000130659479889422	0.633177407075814	7	6	0	0.538461538461538
15	20860842	benchmark	median	R1	16	-8.03105997665408e-05	0.2930908203125	7.40856775023533e-05	-0.450579562682926	6	10	0	0.375
15	20860842	benchmark	median	R2	13	-1.42160421836675e-05	0.8857421875	9.59570079868339e-05	-0.387461456124742	7	6	0	0.538461538461538
15	20860842	benchmark	mean	R1	16	5.6909577400413e-05	0.426788330078125	6.93449530821438e-05	-0.491049236038566	10	6	0	0.625
15	20860842	benchmark	mean	R2	13	7.94585244181079e-05	0.378173828125	8.70996680725596e-05	-0.062798194121925	7	6	0	0.538461538461538
16	20860843	benchmark	median	R1	16	-5.85438407532361e-05	0.578826904296875	0.000101331066738551	0.540311214238873	5	11	0	0.3125
16	20860843	benchmark	median	R2	13	-0.000331790746085149	0.014892578125	0.000141536307069463	1.93378514941679	1	12	0	0.0769230769230769
16	20860843	benchmark	mean	R1	16	0.00010943136454765	0.156097412109375	7.55551572381225e-05	-0.554819108024892	11	5	0	0.6875
16	20860843	benchmark	mean	R2	13	-0.000172575683692229	0.1513671875	0.000118903597249904	1.67838014029465	4	9	0	0.307692307692308
17	20860844	benchmark	median	R1	16	-0.000249949138152348	6.103515625e-05	8.10265261899707e-05	-0.957605823499148	1	15	0	0.0625
17	20860844	benchmark	median	R2	13	-3.95144133587511e-06	0.97119140625	9.67349990856033e-05	0.55571446408758	6	7	0	0.461538461538462
17	20860844	benchmark	mean	R1	16	-0.000155376045752853	0.078125	8.8343427296054e-05	0.578124731313197	4	12	0	0.25
17	20860844	benchmark	mean	R2	13	0.000164094823730137	0.12451171875	0.000105708814344612	-0.88276355444274	8	5	0	0.615384615384615
18	20860845	benchmark	median	R1	16	-9.66042816031143e-05	0.389068603515625	0.000108657860137197	0.185454898749072	5	11	0	0.3125
18	20860845	benchmark	median	R2	13	9.65629234693594e-05	0.55810546875	0.000158667029390207	0.644383004335504	6	7	0	0.461538461538462
18	20860845	benchmark	mean	R1	16	2.11864507165305e-05	0.852813720703125	0.000109125237310691	-0.366704460362288	10	6	0	0.625
18	20860845	benchmark	mean	R2	13	0.000131547039038294	0.29736328125	0.000121784343007492	0.473916733177757	7	6	0	0.538461538461538
19	20860846	benchmark	median	R1	16	-0.000187226795455926	0.1075439453125	0.000115591260007309	0.645461297926875	5	11	0	0.3125
19	20860846	benchmark	median	R2	13	-7.33155033250419e-05	0.662109375	0.000157824488090011	0.916303572242737	3	10	0	0.230769230769231
19	20860846	benchmark	mean	R1	16	-1.58885208498593e-05	0.878631591796875	0.000100624124985719	0.69793116335096	8	8	0	0.5
19	20860846	benchmark	mean	R2	13	-7.65688358750602e-06	0.94384765625	9.62267150632384e-05	1.36939760737484	6	7	0	0.461538461538462
20	20860847	benchmark	median	R1	16	-0.000257667564185153	0.016937255859375	0.000112302107016447	0.224890054951919	3	13	0	0.1875
20	20860847	benchmark	median	R2	13	-0.000171200165692996	0.10498046875	0.00010525552295803	0.752572648319295	4	9	0	0.307692307692308
20	20860847	benchmark	mean	R1	16	-0.000132933908871446	0.167755126953125	9.49140099309343e-05	-0.257222244707742	8	8	0	0.5
20	20860847	benchmark	mean	R2	13	-1.59275089155618e-05	0.8447265625	7.7945794340172e-05	0.189925318972303	7	6	0	0.538461538461538
21	20860848	benchmark	median	R1	16	-0.000262802838756025	0.004058837890625	9.70165987781184e-05	0.552425641342231	2	14	0	0.125
21	20860848	benchmark	median	R2	13	-7.08966590787224e-05	0.428955078125	8.64553108073641e-05	0.388412149409681	5	8	0	0.384615384615385
21	20860848	benchmark	mean	R1	16	1.71786173861554e-05	0.895233154296875	9.7350133176751e-05	1.74561077065304	8	8	0	0.5
21	20860848	benchmark	mean	R2	13	0.000132095222808675	0.03662109375	6.42320316389667e-05	0.0479354636624418	9	4	0	0.692307692307692
22	20860849	benchmark	median	R1	16	-7.32992555651073e-05	0.420013427734375	8.72509420489903e-05	-0.432662362364823	8	8	0	0.5
22	20860849	benchmark	median	R2	13	-0.000111281011904373	0.19189453125	8.36338317664215e-05	1.06672769127288	3	10	0	0.230769230769231
22	20860849	benchmark	mean	R1	16	4.00692879553888e-05	0.6082763671875	7.54937135775267e-05	0.113803994979188	9	7	0	0.5625
22	20860849	benchmark	mean	R2	13	3.1971957081062e-05	0.8076171875	0.000122873594661396	-0.223471271386706	6	7	0	0.461538461538462
23	20860850	benchmark	median	R1	16	-0.000287384478424853	0.007080078125	0.000110919930086487	0.996868459629986	3	13	0	0.1875
23	20860850	benchmark	median	R2	13	-0.000197061688847982	0.04638671875	9.96230559266714e-05	1.47204588093266	2	11	0	0.153846153846154
23	20860850	benchmark	mean	R1	16	-9.33107324746183e-05	0.380950927734375	0.000102272928085331	0.843974062586912	3	13	0	0.1875
23	20860850	benchmark	mean	R2	13	-5.1692881791912e-06	0.953857421875	8.45194421654438e-05	0.639066881522572	6	7	0	0.461538461538462
24	20860851	benchmark	median	R1	16	-0.000258074537983644	0.0042724609375	9.60226029723248e-05	0.665801817984678	3	13	0	0.1875
24	20860851	benchmark	median	R2	13	-0.000332790538412718	0.02099609375	0.000150055016132543	0.0183169342707733	2	11	0	0.153846153846154
24	20860851	benchmark	mean	R1	16	-6.30846321176866e-05	0.46588134765625	8.36278003729919e-05	1.0746470417878	4	12	0	0.25
24	20860851	benchmark	mean	R2	13	-0.000150496103480063	0.20458984375	0.000116332495362951	0.769118922841033	4	9	0	0.307692307692308
25	20860852	benchmark	median	R1	16	-0.000218628730474872	0.035736083984375	0.00010698409024789	-0.0598870998941644	5	11	0	0.3125
25	20860852	benchmark	median	R2	13	-0.000139999010901377	0.078369140625	7.97027880613909e-05	0.313688567811268	5	8	0	0.384615384615385
25	20860852	benchmark	mean	R1	16	-7.39354918994093e-05	0.47119140625	9.91779536874923e-05	0.0688981999135017	6	10	0	0.375
25	20860852	benchmark	mean	R2	13	0.000102786519952676	0.251953125	8.78454660558496e-05	-0.125048809850385	9	4	0	0.692307692307692
26	20860853	benchmark	median	R1	16	-0.000208030869099329	0.029876708984375	9.82167243122993e-05	1.11099598940735	3	13	0	0.1875
26	20860853	benchmark	median	R2	13	-0.000228285478778631	0.022705078125	0.000105622510523034	-0.0505984691042889	3	10	0	0.230769230769231
26	20860853	benchmark	mean	R1	16	3.23845417809268e-05	0.699859619140625	7.69290551660777e-05	0.816458422713954	8	8	0	0.5
26	20860853	benchmark	mean	R2	13	-0.000118614908286337	0.301025390625	0.000112452909937241	0.344205721751575	5	8	0	0.384615384615385
27	20860854	benchmark	median	R1	16	-0.000168742276295231	0.1163330078125	0.000107386830925251	0.231818663221631	6	10	0	0.375
27	20860854	benchmark	median	R2	13	-0.000188673054780129	0.098388671875	0.000113297273909122	-0.0368997559326598	3	10	0	0.230769230769231
27	20860854	benchmark	mean	R1	16	1.34575080427192e-05	0.893768310546875	9.77750103768087e-05	-0.179638567753596	9	7	0	0.5625
27	20860854	benchmark	mean	R2	13	-4.6822398257339e-05	0.684326171875	0.000109005569826153	0.0326984909025082	7	6	0	0.538461538461538
28	20860855	benchmark	median	R1	16	0.000118695453847378	0.517181396484375	0.000138671369125513	2.5668802091484	7	9	0	0.4375
28	20860855	benchmark	median	R2	13	-0.000164777976594406	0.02685546875	7.68105407588605e-05	0.511328906741572	3	10	0	0.230769230769231
28	20860855	benchmark	mean	R1	16	0.00019537768051141	0.037353515625	0.00010548757611048	1.89740572202184	11	5	0	0.6875
28	20860855	benchmark	mean	R2	13	-3.12123467806037e-05	0.66552734375	6.98046986530014e-05	0.417979388870061	6	7	0	0.461538461538462
