seed_index	world_seed	mode	reducer	run	n_subjects	observed	p_two_sided	studentization_sd	subject_statistic_skewness	n_positive	n_negative	n_zero	positive_fraction
8	20860835	benchmark	mean	R1	16	-0.000130229002156651	0.10711669921875	8.03063645141638e-05	0.342390623762271	5	11	0	0.3125
8	20860835	benchmark	mean	R2	13	0.000124835401809948	0.2060546875	9.68607106553413e-05	-0.636565262990157	10	3	0	0.769230769230769
9	20860836	benchmark	median	R1	16	-0.00014823892744726	0.061004638671875	7.98374259389946e-05	1.51285642321636	3	13	0	0.1875
9	20860836	benchmark	median	R2	13	-0.000223054901299167	0.057861328125	0.000129984085083555	-1.70272987074978	5	8	0	0.384615384615385
9	20860836	benchmark	mean	R1	16	2.67476140766662e-05	0.703643798828125	6.80337327076551e-05	0.225010419947156	8	8	0	0.5
9	20860836	benchmark	mean	R2	13	-1.69795120327173e-05	0.94091796875	9.83506545146447e-05	-2.50167618698823	6	7	0	0.461538461538462
10	20860837	benchmark	median	R1	16	-0.000234908206554426	0.071563720703125	0.000130498434829561	0.645113958070021	4	12	0	0.25
10	20860837	benchmark	median	R2	13	-0.00035409544197661	0.02734375	0.000163823303265051	1.53357813386511	3	10	0	0.230769230769231
10	20860837	benchmark	mean	R1	16	-0.000109849665200082	0.357452392578125	0.000117057501620483	0.424619662234204	8	8	0	0.5
10	20860837	benchmark	mean	R2	13	-0.000178684987643074	0.1279296875	0.000115918333690481	0.806964325679158	4	9	0	0.307692307692308
11	20860838	benchmark	median	R1	16	-0.000186778307563007	0.037322998046875	9.13376701487246e-05	1.43530630317738	3	13	0	0.1875
11	20860838	benchmark	median	R2	13	7.3745636162546e-05	0.708740234375	0.000177506435713993	1.16399614397005	5	8	0	0.384615384615385
11	20860838	benchmark	mean	R1	16	-7.22587173203865e-05	0.271820068359375	6.27459687024907e-05	2.06187597806152	4	12	0	0.25
11	20860838	benchmark	mean	R2	13	6.30434611796722e-05	0.64990234375	0.000130558321648625	0.734899734400332	7	6	0	0.538461538461538
