cell_id	seed_index	world_seed	checkpoint_sha256	run	observed_slope	p_two_sided	reject_alpha_0_05	elapsed_s	peak_memory_bytes	mask_sha256
P01	1	91401001.0	7ADCA9FBD85BE4E5B2CBD1B0E722942E8158A56A8B3138AE4C5C7B347A5BC36B	R1	-0.0004030663666535506	0.82769775390625	0	345.0680171	3159629824.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	1	91401001.0	7ADCA9FBD85BE4E5B2CBD1B0E722942E8158A56A8B3138AE4C5C7B347A5BC36B	R2	-0.0033756357955874545	0.080322265625	0	345.0680171	3159629824.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	1	91401001.0	7ADCA9FBD85BE4E5B2CBD1B0E722942E8158A56A8B3138AE4C5C7B347A5BC36B	R1	-0.0004030663666535506	0.82769775390625	0	345.0680171	3159629824.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	1	91401001.0	7ADCA9FBD85BE4E5B2CBD1B0E722942E8158A56A8B3138AE4C5C7B347A5BC36B	R2	-0.0033756357955874545	0.080322265625	0	345.0680171	3159629824.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	1	91401001.0	7ADCA9FBD85BE4E5B2CBD1B0E722942E8158A56A8B3138AE4C5C7B347A5BC36B	R1	-0.0004030663666535506	0.82769775390625	0	345.0680171	3159629824.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	1	91401001.0	7ADCA9FBD85BE4E5B2CBD1B0E722942E8158A56A8B3138AE4C5C7B347A5BC36B	R2	-0.0033756357955874545	0.080322265625	0	345.0680171	3159629824.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	1	91401001.0	7ADCA9FBD85BE4E5B2CBD1B0E722942E8158A56A8B3138AE4C5C7B347A5BC36B	R1	-0.0004030663666535506	0.82769775390625	0	345.0680171	3159629824.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	1	91401001.0	7ADCA9FBD85BE4E5B2CBD1B0E722942E8158A56A8B3138AE4C5C7B347A5BC36B	R1	-0.0004030663666535506	0.82769775390625	0	345.0680171	3159629824.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	1	91401001.0	7ADCA9FBD85BE4E5B2CBD1B0E722942E8158A56A8B3138AE4C5C7B347A5BC36B	R1	-0.0004030663666535506	0.82769775390625	0	345.0680171	3159629824.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	1	91401001.0	7ADCA9FBD85BE4E5B2CBD1B0E722942E8158A56A8B3138AE4C5C7B347A5BC36B	R2	-0.0033756357955874545	0.080322265625	0	345.0680171	3159629824.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R1	0.00024171750084741662	0.897705078125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R2	-8.083247153038505e-05	0.966064453125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R1	0.00024171750084741662	0.897705078125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R2	-8.083247153038505e-05	0.966064453125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R1	0.00024171750084741662	0.897705078125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R2	-8.083247153038505e-05	0.966064453125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R1	0.00024171750084741662	0.897705078125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R1	0.00024171750084741662	0.897705078125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R2	-8.083247153038505e-05	0.966064453125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R1	0.00024171750084741662	0.897705078125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R2	-8.083247153038505e-05	0.966064453125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R1	0.00024171750084741662	0.897705078125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R2	-8.083247153038505e-05	0.966064453125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R1	0.00024171750084741662	0.897705078125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R2	-8.083247153038505e-05	0.966064453125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R1	0.00024171750084741662	0.897705078125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R2	-8.083247153038505e-05	0.966064453125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R1	0.00024171750084741662	0.897705078125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R2	-8.083247153038505e-05	0.966064453125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R1	0.00024171750084741662	0.897705078125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R2	-8.083247153038505e-05	0.966064453125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R1	0.00024171750084741662	0.897705078125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R2	-8.083247153038505e-05	0.966064453125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R1	0.00024171750084741662	0.897705078125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R2	-8.083247153038505e-05	0.966064453125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R1	0.00024171750084741662	0.897705078125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R1	0.00024171750084741662	0.897705078125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R1	0.00024171750084741662	0.897705078125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	2	91401002.0	EFEFCF92FADE3B9FDDA320582642394CD585E082C0C98617604E4498F239E9D4	R2	-8.083247153038505e-05	0.966064453125	0	342.0332118	3136331776.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	3	91401003.0	69C04ADACF3A67910787AEA9AC2B76AD43C2534BF4A744DBFBE6BB2841945259	R1	0.0005904427382709793	0.655853271484375	0	331.1514766	3085475840.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	3	91401003.0	69C04ADACF3A67910787AEA9AC2B76AD43C2534BF4A744DBFBE6BB2841945259	R2	-0.0014284532395197195	0.2900390625	0	331.1514766	3085475840.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	3	91401003.0	69C04ADACF3A67910787AEA9AC2B76AD43C2534BF4A744DBFBE6BB2841945259	R1	0.0005904427382709793	0.655853271484375	0	331.1514766	3085475840.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	3	91401003.0	69C04ADACF3A67910787AEA9AC2B76AD43C2534BF4A744DBFBE6BB2841945259	R2	-0.0014284532395197195	0.2900390625	0	331.1514766	3085475840.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	3	91401003.0	69C04ADACF3A67910787AEA9AC2B76AD43C2534BF4A744DBFBE6BB2841945259	R1	0.0005904427382709793	0.655853271484375	0	331.1514766	3085475840.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	3	91401003.0	69C04ADACF3A67910787AEA9AC2B76AD43C2534BF4A744DBFBE6BB2841945259	R2	-0.0014284532395197195	0.2900390625	0	331.1514766	3085475840.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
P01	3	91401003.0	69C04ADACF3A67910787AEA9AC2B76AD43C2534BF4A744DBFBE6BB2841945259	R1	0.0005904427382709793	0.655853271484375	0	331.1514766	3085475840.0	E0AA72653884692516A21094F23334842B35860EE71E2475E26B00D0C4B07E8A
