cell_id	seed_index	world_seed	checkpoint_sha256	run	subject_mean	subject_sample_sd	subject_MAD_about_median	subject_skewness_bias_corrected	subject_excess_kurtosis_bias_corrected	subject_max_abs_over_rms	orbit_n	orbit_mean	orbit_sample_sd	orbit_q0_5	orbit_q2_5	orbit_q25	orbit_q50	orbit_q75	orbit_q97_5	orbit_q99_5	orbit_skewness_bias_corrected	orbit_excess_kurtosis_bias_corrected	observed	studentization_sd	observed_standardized_score	p_two_sided	p_maxstat
M01	16	20360843.0	D30EC85CA9084C1DDE9136DBC63AA5962BB3F7DF835CC81A2F3FB60004573186	R1	-0.0004215252513817035	0.00036518291306054745	0.00023031849240422652	-1.1088643402728393	1.1566213044110683	2.401616206912209	65536	-3.8624702394796095e-19	0.00013754812943110508	-0.0003284840212225439	-0.0002637817942847603	-9.756848998947387e-05	0	9.756848998947387e-05	0.0002637817942847603	0.00032848402122254383	6.751736213568508e-15	-0.40077011599030543	-0.0004215252513817035	0.00013754812943110508	-3.064565495184262	6.103515625e-05	6.103515625e-05
M01	16	20360843.0	D30EC85CA9084C1DDE9136DBC63AA5962BB3F7DF835CC81A2F3FB60004573186	R2	-0.00046099186767045307	0.00038541759701152945	0.00024843973224634584	0.2935425899321828	-1.3451283092163906	1.727355116466707	8192	4.0657581468206416e-20	0.00016400662279047752	-0.0003954280890368809	-0.00032055449806615697	-0.00011376117877314734	0	0.00011376117877314734	0.0003205544980661569	0.00039542808903688124	-9.158941748751005e-17	-0.28586170733826766	-0.00046099186767045307	0.00016400662279047752	-2.8108125137079463	0.002197265625	0.002197265625
M01	17	20360844.0	A6B90280A396881E24DB657ED5FF5E17CBA851357238191D0C62AA322E06527E	R1	-0.0005352924599216152	0.0005041371517111109	0.00035167781693580254	0.7238853070074701	-0.4369898048855543	1.5610528372928782	65536	2.710505431213761e-20	0.00018111040343223497	-0.0004520736693384652	-0.0003523877991421975	-0.0001249931831800226	0	0.0001249931831800226	0.0003523877991421975	0.00045207366933846453	2.6517018299170558e-15	-0.2093329617377031	-0.0005352924599216152	0.00018111040343223497	-2.9556140882978177	0.00152587890625	0.00152587890625
M01	17	20360844.0	A6B90280A396881E24DB657ED5FF5E17CBA851357238191D0C62AA322E06527E	R2	-0.0004355758926084715	0.0003552755098296375	0.00021243802529105464	0.38847840299877096	-0.42724066797043525	1.7451922669807762	8192	2.710505431213761e-20	0.00015349145541894812	-0.00037615796217675045	-0.00029678540509067925	-0.00010680288277519421	0	0.00010680288277519421	0.00029678540509067914	0.00037615796217675045	-4.469272478064251e-16	-0.28821671760488865	-0.0004355758926084715	0.00015349145541894812	-2.83778593029551	0.001708984375	0.001708984375
M01	18	20360845.0	FA308A875E380F4E40FB532A3BC0335536DE26263012D259CEF3C0E0C486B235	R1	-0.00021373143356977924	0.000300914479255669	0.00025213804274105804	-0.08568292215997209	-1.1926743584997415	1.9419214894530925	65536	-5.505714157152952e-21	9.033731810303663e-05	-0.00022162002575691644	-0.00017511095102038383	-6.298819437087534e-05	0	6.298819437087534e-05	0.00017511095102038383	0.00022162002575691625	8.303868359979351e-16	-0.2927114076557573	-0.00021373143356977924	9.033731810303663e-05	-2.3659262645588193	0.0135498046875	0.0135498046875
M01	18	20360845.0	FA308A875E380F4E40FB532A3BC0335536DE26263012D259CEF3C0E0C486B235	R2	-0.00010285089181127281	0.0003856087004836919	0.00025725910303851416	-0.2492672294789622	-0.0407176446424895	2.2517153207472225	8192	-8.470329472543003e-21	0.00010664550149191734	-0.000253203270324903	-0.00020429926754994763	-7.60895628834329e-05	0	7.60895628834329e-05	0.0002042992675499476	0.0002532032703249031	5.829615086023758e-16	-0.43145189641628745	-0.00010285089181127281	0.00010664550149191734	-0.9644184740325674	0.3564453125	0.3564453125
M01	19	20360846.0	A1AB220BEF0B52ACD490B9D5C3B6C72461036370ACB3CB9A4B48CF4FBD36CDE6	R1	-0.000336693155682032	0.00033032336949307675	0.00029034406610652504	0.4257749374973016	-1.0474556216060644	1.711841499624438	65536	-4.404571325722362e-20	0.00011609788561064452	-0.0002879410375339379	-0.00022492611644417545	-8.018454827319421e-05	0	8.018454827319421e-05	0.00022492611644417545	0.0002879410375339378	-7.098229517652964e-16	-0.22932592352878833	-0.000336693155682032	0.00011609788561064452	-2.900079996385068	0.0018310546875	0.0018310546875
M01	19	20360846.0	A1AB220BEF0B52ACD490B9D5C3B6C72461036370ACB3CB9A4B48CF4FBD36CDE6	R2	-0.00019505973044579435	0.00037348716715570614	0.00014188074406500705	-0.42560374669365797	0.08910514837927286	2.2901904336189185	8192	-8.830980219616123e-21	0.00011328355256865425	-0.0002633806403129456	-0.00021658747479340334	-8.157693165883793e-05	0	8.157693165883793e-05	0.00021658747479340332	0.00026338064031294564	-1.6149009245537335e-17	-0.4858677073469253	-0.00019505973044579435	0.00011328355256865425	-1.7218715870300814	0.08642578125	0.08642578125
M01	20	20360847.0	3AF4B7FE4AC9CE5B9897D256201B6D55C011C571528FAE30E39EF449AC526346	R1	-0.0002929180251827791	0.00033372935265226135	0.0002696123224976198	-0.32693787468471214	-1.3140866716797162	2.0688515337802205	65536	2.456395547037471e-20	0.00010903502812934597	-0.00026678029656711764	-0.00021166900975666173	-7.614499615969075e-05	0	7.614499615969075e-05	0.00021166900975666173	0.00026678029656711753	-4.089700150404908e-16	-0.31579714954235305	-0.0002929180251827791	0.00010903502812934597	-2.6864580145317762	0.003936767578125	0.003936767578125
M01	20	20360847.0	3AF4B7FE4AC9CE5B9897D256201B6D55C011C571528FAE30E39EF449AC526346	R2	-0.0003134267965258652	0.0002823962472963614	0.00016608477648091732	0.743880292197424	-0.4898519222968205	1.6217621660552146	8192	-4.404571325722362e-20	0.00011498178573980555	-0.0002838411692828374	-0.0002231969200862695	-7.99580384305003e-05	0	7.99580384305003e-05	0.00022319692008626943	0.00028384116928283743	1.993441842287938e-15	-0.25380460332479204	-0.0003134267965258652	0.00011498178573980555	-2.725882143065029	0.003662109375	0.003662109375
