analysis_id	contract_sha256	validated_checkpoints	created_at_utc
ACC00-SIM-P0-3-ABLATION-v1.0.0	C27DD782384AEAED32995E9C2C508A38D57349BFEA3D3EC7BC2E4D08D983F949	768	2026-09-03T01:09:02.421821+00:00
