cell_id	seed_index	world_seed	checkpoint_sha256	run	observed	p_two_sided	p_maxstat
M01	39	20360866.0	FA7332EA0DF118532AA09F9B3F3B748A40EFA78749535F6231EB05FC100F423F	R1	-0.00018610009633621217	0.08831787109375	0.08831787109375
M01	39	20360866.0	FA7332EA0DF118532AA09F9B3F3B748A40EFA78749535F6231EB05FC100F423F	R2	-0.00016629419438958222	0.038818359375	0.038818359375
M01	40	20360867.0	9DAD13B058C9AC22E99C88A29CC7BAB1EC8E441EA3A2C9DFCDDBACDCABFD97FE	R1	-0.00027442079550939327	0.00262451171875	0.00262451171875
M01	40	20360867.0	9DAD13B058C9AC22E99C88A29CC7BAB1EC8E441EA3A2C9DFCDDBACDCABFD97FE	R2	-9.106951821200971e-05	0.385986328125	0.385986328125
M01	41	20360868.0	D3A88D6D27BD4AAB594A7D7C0BF0E7316ADC6A217492BB53AADCAC40189F566C	R1	-0.00036111112141522163	0.000396728515625	0.000396728515625
M01	41	20360868.0	D3A88D6D27BD4AAB594A7D7C0BF0E7316ADC6A217492BB53AADCAC40189F566C	R2	-0.0001945119968503529	0.169921875	0.169921875
M01	42	20360869.0	FCB89574D44DC61D9AC0AE300E7097F6188DB4FFFD47739EA24900819F1DF5C7	R1	-7.195152162830305e-05	0.60406494140625	0.60406494140625
M01	42	20360869.0	FCB89574D44DC61D9AC0AE300E7097F6188DB4FFFD47739EA24900819F1DF5C7	R2	-0.00019226856893324792	0.067626953125	0.067626953125
M01	43	20360870.0	970641202BDA0285237D392BCCFBFE55E1D7F0165D40FC1F317BAA9A50393E29	R1	-0.00015439752441328547	0.032470703125	0.032470703125
M01	43	20360870.0	970641202BDA0285237D392BCCFBFE55E1D7F0165D40FC1F317BAA9A50393E29	R2	-0.00026114358546101	0.07275390625	0.07275390625
M01	44	20360871.0	B9BB3D323B5D0B6A97C7B7A03CB89C18F739FAD1B6DE454A6D9474C365209A95	R1	-0.00031934726953388755	9.1552734375e-05	9.1552734375e-05
M01	44	20360871.0	B9BB3D323B5D0B6A97C7B7A03CB89C18F739FAD1B6DE454A6D9474C365209A95	R2	-0.0003228102442031707	0.00732421875	0.00732421875
M01	45	20360872.0	D864A81299C3BE94B39C814E0B825603E55E5D4357980ED35B66887D1756FA03	R1	-0.0002383767456156362	0.040771484375	0.040771484375
M01	45	20360872.0	D864A81299C3BE94B39C814E0B825603E55E5D4357980ED35B66887D1756FA03	R2	-0.0002762811426160255	0.014892578125	0.014892578125
M01	46	20360873.0	3F1DC69D229D3F486A83E6F54768DC2120D4248EED382D759B83D0501DF6DB66	R1	-0.0002783352797854392	0.012176513671875	0.012176513671875
M01	46	20360873.0	3F1DC69D229D3F486A83E6F54768DC2120D4248EED382D759B83D0501DF6DB66	R2	-0.00029647040180119546	0.00439453125	0.00439453125
M01	47	20360874.0	10E93791F7060EF061F05F346FF5068C6ECC0403987C7D3A0C20B936DC4B9B4D	R1	-0.00020920311583875852	0.024322509765625	0.024322509765625
M01	47	20360874.0	10E93791F7060EF061F05F346FF5068C6ECC0403987C7D3A0C20B936DC4B9B4D	R2	-0.000149758420913771	0.290771484375	0.290771484375
M01	48	20360875.0	EB42AB9AEDD54B8E9FCB4C88B68BB6BA2CE8113E8653EF239E3B052B7077E98E	R1	-0.00028494045451517535	0.0013427734375	0.0013427734375
M01	48	20360875.0	EB42AB9AEDD54B8E9FCB4C88B68BB6BA2CE8113E8653EF239E3B052B7077E98E	R2	-0.00012061812571953533	0.249755859375	0.249755859375
M01	49	20360876.0	6522D2DDC54C2BFB11B0729126A55F1B9BCB3E80D58ABC692DE0D1419E6BA580	R1	-0.0003129907093548228	0.001617431640625	0.001617431640625
M01	49	20360876.0	6522D2DDC54C2BFB11B0729126A55F1B9BCB3E80D58ABC692DE0D1419E6BA580	R2	-0.00023280463511207635	0.07080078125	0.07080078125
M01	50	20360877.0	D7AE737B87EF838E65F95FB4EC062EED2E8E31F43629EEF4905A93B0575F2E12	R1	-0.00023253205703305284	0.020111083984375	0.020111083984375
M01	50	20360877.0	D7AE737B87EF838E65F95FB4EC062EED2E8E31F43629EEF4905A93B0575F2E12	R2	-0.00017642381711927121	0.264892578125	0.264892578125
M01	51	20360878.0	5680E6B220D98BEB5201A03D9E43A492B398F4F1549B6EB288483DB0DFE1C325	R1	-0.0004155347517792511	0.004150390625	0.004150390625
M01	51	20360878.0	5680E6B220D98BEB5201A03D9E43A492B398F4F1549B6EB288483DB0DFE1C325	R2	-0.0003635550921660059	0.005615234375	0.005615234375
M01	52	20360879.0	73B31FA2A66CAB9C3B7861B9A59183ED650B61A1650F69657293FDD92A729958	R1	-0.00022816219108275565	0.045562744140625	0.045562744140625
