cell_id	seed_index	row_index	subject	run	Mpower	Mphase	n_pairs
P03	13	17	CS53	R2	-0.00330822019102805	0	8
P03	13	18	CS54	R1	0.00877367349135338	0	7
P03	13	19	CS54	R2	-0.010358653428347	0	7
P03	13	20	CS55	R1	-0.00585514454378904	0	14
P03	13	21	CS55	R2	-0.00026825036198137	0	14
P03	13	22	CS56	R1	0.000316317857549908	0	12
P03	13	23	CS56	R2	-0.00146730108570179	0	12
P03	13	24	CS57	R1	0.00658654965932398	0	12
P03	13	25	CS57	R2	0.00593836555219206	0	12
P03	13	26	CS58	R1	0.0038027513278488	0	7
P03	13	27	CS60	R1	0.000458340694660166	0	14
P03	13	28	CS62	R1	-0.000751778773335515	0	7
P03	13	29	CS62	R2	-0.00931282772285482	0	7
P03	14	1	CS41	R1	-0.00580693606916081	0	14
P03	14	2	CS41	R2	0.00137645159149147	0	14
P03	14	3	CS42	R1	-0.00863336606430072	0	14
P03	14	4	CS42	R2	-0.00141336304366639	0	14
P03	14	5	CS43	R1	-6.51284615480719e-05	0	14
P03	14	6	CS43	R2	0.00322107030715494	0	14
P03	14	7	CS44	R1	-0.000544652359546327	0	14
P03	14	8	CS47	R1	-0.00613097735499853	0	14
P03	14	9	CS47	R2	0.00567559304133715	0	14
P03	14	10	CS48	R1	0.00575505100043581	0	14
P03	14	11	CS48	R2	-0.000302537277641686	0	14
P03	14	12	CS49	R1	0.000996344524762198	0	12
P03	14	13	CS49	R2	-0.00601126668247842	0	14
P03	14	14	CS51	R1	-0.00127734230784736	0	14
P03	14	15	CS51	R2	-0.00240453838808942	0	12
P03	14	16	CS53	R1	0.00605779435766085	0	12
P03	14	17	CS53	R2	-0.0147106125008486	0	8
P03	14	18	CS54	R1	0.000803257854000866	0	7
P03	14	19	CS54	R2	-0.017073896077406	0	7
P03	14	20	CS55	R1	-0.000920142767168819	0	14
P03	14	21	CS55	R2	-5.12817999768332e-05	0	14
P03	14	22	CS56	R1	-0.00367698828989445	0	12
P03	14	23	CS56	R2	0.00930162860548277	0	12
P03	14	24	CS57	R1	-0.00986619290606786	0	12
P03	14	25	CS57	R2	0.00259276134547377	0	12
P03	14	26	CS58	R1	-0.00627353630477053	0	7
P03	14	27	CS60	R1	0.00592444344232519	0	14
P03	14	28	CS62	R1	-0.00790305245270192	0	7
P03	14	29	CS62	R2	5.06226558068901e-05	0	7
P03	15	1	CS41	R1	-0.000645722110784811	0	14
P03	15	2	CS41	R2	-0.00279331803814881	0	14
P03	15	3	CS42	R1	-0.00026615865984191	0	14
P03	15	4	CS42	R2	0.00385036006048601	0	14
P03	15	5	CS43	R1	-0.00657193402286399	0	14
P03	15	6	CS43	R2	-0.00731278932256071	0	14
P03	15	7	CS44	R1	-0.00259048375851839	0	14
P03	15	8	CS47	R1	0.00433624059018295	0	14
P03	15	9	CS47	R2	-0.000557336181601692	0	14
P03	15	10	CS48	R1	0.00628953271858562	0	14
P03	15	11	CS48	R2	0.00526062185015455	0	14
P03	15	12	CS49	R1	-0.00804126684967263	0	12
P03	15	13	CS49	R2	-0.00505372441463476	0	14
P03	15	14	CS51	R1	-0.000764595824479357	0	14
P03	15	15	CS51	R2	0.00583552154714128	0	12
P03	15	16	CS53	R1	0.00292726527765431	0	12
P03	15	17	CS53	R2	0.00564635124123794	0	8
P03	15	18	CS54	R1	0.00323179517750069	0	7
P03	15	19	CS54	R2	0.00144876805861381	0	7
P03	15	20	CS55	R1	-0.00227162223635567	0	14
P03	15	21	CS55	R2	0.00168119962236923	0	14
P03	15	22	CS56	R1	-0.0063948014253959	0	12
P03	15	23	CS56	R2	-0.00745185322867573	0	12
P03	15	24	CS57	R1	0.000136351269411586	0	12
P03	15	25	CS57	R2	-0.00227525762172324	0	12
P03	15	26	CS58	R1	-0.00437226468313301	0	7
P03	15	27	CS60	R1	0.00668609528568312	0	14
P03	15	28	CS62	R1	0.0108422759778638	0	7
P03	15	29	CS62	R2	0.00727050497218226	0	7
P03	16	1	CS41	R1	-0.00623657227041218	0	14
P03	16	2	CS41	R2	-0.00279066654842514	0	14
P03	16	3	CS42	R1	-0.00401354050214926	0	14
P03	16	4	CS42	R2	-0.00577708139127338	0	14
P03	16	5	CS43	R1	-0.00154976853240035	0	14
P03	16	6	CS43	R2	-0.0100162658826806	0	14
P03	16	7	CS44	R1	0.00718361146567161	0	14
P03	16	8	CS47	R1	-0.00388154972251255	0	14
P03	16	9	CS47	R2	-0.000716735745429099	0	14
P03	16	10	CS48	R1	0.00505031165248511	0	14
P03	16	11	CS48	R2	0.00540929685531504	0	14
P03	16	12	CS49	R1	-0.00906198186569595	0	12
P03	16	13	CS49	R2	-0.00047243136912353	0	14
P03	16	14	CS51	R1	-0.00835447107275411	0	14
P03	16	15	CS51	R2	-0.00448170189047706	0	12
P03	16	16	CS53	R1	0.00474119511673329	0	12
P03	16	17	CS53	R2	-0.00447155970138785	0	8
P03	16	18	CS54	R1	-0.0030902000035542	0	7
P03	16	19	CS54	R2	0.00321452883404199	0	7
P03	16	20	CS55	R1	-0.00283074919094014	0	14
P03	16	21	CS55	R2	0.0053625945897214	0	14
P03	16	22	CS56	R1	0.00226551730939749	0	12
P03	16	23	CS56	R2	0.0052809938051082	0	12
P03	16	24	CS57	R1	-0.00785591478254337	0	12
P03	16	25	CS57	R2	0.00306936430702665	0	12
P03	16	26	CS58	R1	-0.00141842672448376	0	7
P03	16	27	CS60	R1	-0.000806508082551987	0	14
P03	16	28	CS62	R1	-0.0158509143859156	0	7
P03	16	29	CS62	R2	0.0128403054145393	0	7
P03	17	1	CS41	R1	-0.0063950248020728	0	14
P03	17	2	CS41	R2	-0.00417188614041316	0	14
P03	17	3	CS42	R1	0.000746250920005401	0	14
P03	17	4	CS42	R2	0.00605091391296411	0	14
P03	17	5	CS43	R1	0.00622928833669025	0	14
P03	17	6	CS43	R2	0.00446189779600238	0	14
P03	17	7	CS44	R1	0.00119093578075579	0	14
P03	17	8	CS47	R1	-0.0085181250506621	0	14
P03	17	9	CS47	R2	-0.000147233343475506	0	14
P03	17	10	CS48	R1	-0.0084791766714215	0	14
P03	17	11	CS48	R2	0.0104882799983947	0	14
P03	17	12	CS49	R1	-0.00622413932636642	0	12
P03	17	13	CS49	R2	0.007646335246926	0	14
P03	17	14	CS51	R1	-0.0155992331778869	0	14
P03	17	15	CS51	R2	-0.00606211484227507	0	12
P03	17	16	CS53	R1	0.00252801504068223	0	12
P03	17	17	CS53	R2	0.00960664438545972	0	8
P03	17	18	CS54	R1	0.00443786494521472	0	7
P03	17	19	CS54	R2	-0.000435773551999162	0	7
P03	17	20	CS55	R1	0.00528474270466754	0	14
P03	17	21	CS55	R2	0.00313986401884115	0	14
P03	17	22	CS56	R1	0.00543418769415854	0	12
P03	17	23	CS56	R2	-0.00498672479484542	0	12
P03	17	24	CS57	R1	-0.00226550060683896	0	12
P03	17	25	CS57	R2	0.0104468579766591	0	12
P03	17	26	CS58	R1	-0.00475384615403212	0	7
P03	17	27	CS60	R1	0.00374635413632565	0	14
P03	17	28	CS62	R1	-0.00170444366990546	0	7
P03	17	29	CS62	R2	-0.00875223603912957	0	7
P03	18	1	CS41	R1	-0.00394513255028298	0	14
P03	18	2	CS41	R2	-0.00123909562890292	0	14
P03	18	3	CS42	R1	-0.0102335315734023	0	14
P03	18	4	CS42	R2	0.000462320175236987	0	14
P03	18	5	CS43	R1	-0.00316365365369516	0	14
P03	18	6	CS43	R2	0.000629220749199652	0	14
P03	18	7	CS44	R1	-0.00928196000202352	0	14
P03	18	8	CS47	R1	0.0011919698859093	0	14
P03	18	9	CS47	R2	-0.0110788425911208	0	14
P03	18	10	CS48	R1	0.00256623294516059	0	14
P03	18	11	CS48	R2	0.00669137755527779	0	14
P03	18	12	CS49	R1	-0.00726633573661465	0	12
P03	18	13	CS49	R2	-0.00878978195366171	0	14
P03	18	14	CS51	R1	-0.00742285809769353	0	14
P03	18	15	CS51	R2	-0.00109346245379598	0	12
P03	18	16	CS53	R1	-0.00103605298868457	0	12
P03	18	17	CS53	R2	0.00892475337682907	0	8
P03	18	18	CS54	R1	-0.0121353088132091	0	7
P03	18	19	CS54	R2	-0.0103391143370627	0	7
P03	18	20	CS55	R1	-0.000551685263193928	0	14
P03	18	21	CS55	R2	0.00339623015446704	0	14
P03	18	22	CS56	R1	-0.00144520726361022	0	12
P03	18	23	CS56	R2	0.000144280057421799	0	12
P03	18	24	CS57	R1	-0.00879445660988904	0	12
P03	18	25	CS57	R2	-0.0205546885164024	0	12
P03	18	26	CS58	R1	-0.00624211469022235	0	7
P03	18	27	CS60	R1	0.000718034781758371	0	14
P03	18	28	CS62	R1	-0.00665125902965655	0	7
P03	18	29	CS62	R2	0.00229835578708841	0	7
P03	19	1	CS41	R1	0.00255524758750985	0	14
P03	19	2	CS41	R2	0.000746241349895063	0	14
P03	19	3	CS42	R1	-0.000886790952004933	0	14
P03	19	4	CS42	R2	-0.000269577061801897	0	14
P03	19	5	CS43	R1	-0.00205163654066134	0	14
P03	19	6	CS43	R2	-0.00523068851653469	0	14
P03	19	7	CS44	R1	0.00399273572039639	0	14
P03	19	8	CS47	R1	0.00203887692273608	0	14
P03	19	9	CS47	R2	-0.00440486364924551	0	14
P03	19	10	CS48	R1	0.00873644786446835	0	14
P03	19	11	CS48	R2	-0.000751410753116419	0	14
P03	19	12	CS49	R1	-0.0152564246713342	0	12
P03	19	13	CS49	R2	-0.00113609157470216	0	14
P03	19	14	CS51	R1	-0.00302004714136078	0	14
P03	19	15	CS51	R2	0.000610138615289252	0	12
P03	19	16	CS53	R1	-0.00535301761885543	0	12
P03	19	17	CS53	R2	0.0124715765532677	0	8
P03	19	18	CS54	R1	0.00101037698512343	0	7
P03	19	19	CS54	R2	-0.00345557493820667	0	7
P03	19	20	CS55	R1	0.00263763882426341	0	14
P03	19	21	CS55	R2	-0.00346051093266449	0	14
P03	19	22	CS56	R1	-0.00900287964100248	0	12
P03	19	23	CS56	R2	-0.0133292790006634	0	12
P03	19	24	CS57	R1	-0.000792955720508724	0	12
P03	19	25	CS57	R2	0.00238978523890685	0	12
P03	19	26	CS58	R1	0.00416177864400958	0	7
P03	19	27	CS60	R1	-0.00288341270457698	0	14
P03	19	28	CS62	R1	-0.0146547982534622	0	7
P03	19	29	CS62	R2	-0.00703357438070636	0	7
P03	20	1	CS41	R1	0.00484964459011804	0	14
P03	20	2	CS41	R2	0.00719356456078846	0	14
P03	20	3	CS42	R1	-0.000698350522528524	0	14
P03	20	4	CS42	R2	0.0024493456772401	0	14
P03	20	5	CS43	R1	-0.00249378425361196	0	14
P03	20	6	CS43	R2	0.00920126671869245	0	14
P03	20	7	CS44	R1	0.00490164296231452	0	14
P03	20	8	CS47	R1	-0.00560998805751134	0	14
P03	20	9	CS47	R2	-0.00618847237778363	0	14
P03	20	10	CS48	R1	-0.00314338912831343	0	14
P03	20	11	CS48	R2	0.00512289235676978	0	14
P03	20	12	CS49	R1	-0.000113563585475095	0	12
P03	20	13	CS49	R2	0.00603585086595217	0	14
P03	20	14	CS51	R1	-0.00520931551344666	0	14
P03	20	15	CS51	R2	0.0075884487202088	0	12
P03	20	16	CS53	R1	-0.000876381506138694	0	12
P03	20	17	CS53	R2	-0.00232824175789242	0	8
P03	20	18	CS54	R1	-0.00539960694451389	0	7
P03	20	19	CS54	R2	-0.00536496353133653	0	7
P03	20	20	CS55	R1	0.00677563332272225	0	14
P03	20	21	CS55	R2	-0.00843832545353361	0	14
P03	20	22	CS56	R1	-0.0163713652955121	0	12
P03	20	23	CS56	R2	-0.00605670013486604	0	12
P03	20	24	CS57	R1	0.00632577612791876	0	12
P03	20	25	CS57	R2	0.00452984144919803	0	12
P03	20	26	CS58	R1	-0.00938208210511756	0	7
P03	20	27	CS60	R1	0.0155872277252894	0	14
P03	20	28	CS62	R1	-0.00247149948548375	0	7
P03	20	29	CS62	R2	-0.0116121337743273	0	7
P03	21	1	CS41	R1	0.00456991434731101	0	14
P03	21	2	CS41	R2	-0.00741805421065253	0	14
P03	21	3	CS42	R1	-0.00222593848407293	0	14
P03	21	4	CS42	R2	0.00793042079531739	0	14
P03	21	5	CS43	R1	-0.000988721521449389	0	14
P03	21	6	CS43	R2	-0.00331343485736892	0	14
P03	21	7	CS44	R1	-0.000790574744696837	0	14
P03	21	8	CS47	R1	-0.00288891273529832	0	14
P03	21	9	CS47	R2	-0.00508645859248582	0	14
P03	21	10	CS48	R1	0.00118081840394665	0	14
P03	21	11	CS48	R2	-0.00521824050401217	0	14
P03	21	12	CS49	R1	-0.0155723370441696	0	12
P03	21	13	CS49	R2	-0.000284205708140512	0	14
P03	21	14	CS51	R1	-0.00269353382777082	0	14
P03	21	15	CS51	R2	0.0052994641416845	0	12
P03	21	16	CS53	R1	-0.00726088672956544	0	12
P03	21	17	CS53	R2	0.000570208167290724	0	8
P03	21	18	CS54	R1	-0.0124563352948094	0	7
P03	21	19	CS54	R2	0.00971649105762674	0	7
P03	21	20	CS55	R1	-0.00288971667130929	0	14
P03	21	21	CS55	R2	0.00109006649756123	0	14
P03	21	22	CS56	R1	-0.00120396178933799	0	12
P03	21	23	CS56	R2	0.00494086740955278	0	12
P03	21	24	CS57	R1	-0.0107306211344915	0	12
P03	21	25	CS57	R2	-0.000508579704561179	0	12
P03	21	26	CS58	R1	0.0125581977695877	0	7
P03	21	27	CS60	R1	-0.00401585360374467	0	14
P03	21	28	CS62	R1	0.00782113457816412	0	7
P03	21	29	CS62	R2	0.00481587775007155	0	7
P03	22	1	CS41	R1	-0.00565665492485806	0	14
P03	22	2	CS41	R2	0.00363962363179082	0	14
P03	22	3	CS42	R1	-0.0008348233993911	0	14
P03	22	4	CS42	R2	-0.00264917383872251	0	14
P03	22	5	CS43	R1	-0.0054426959647459	0	14
P03	22	6	CS43	R2	-0.00439275619125865	0	14
P03	22	7	CS44	R1	0.00331142987530328	0	14
P03	22	8	CS47	R1	-0.0016931031591387	0	14
P03	22	9	CS47	R2	0.00127443908973509	0	14
P03	22	10	CS48	R1	0.00182893725992395	0	14
P03	22	11	CS48	R2	-0.00619491334300074	0	14
P03	22	12	CS49	R1	-0.00168744390470221	0	12
P03	22	13	CS49	R2	-0.00652585461172743	0	14
P03	22	14	CS51	R1	-0.00488613480781642	0	14
P03	22	15	CS51	R2	-0.00339815642552783	0	12
P03	22	16	CS53	R1	-0.00561124218586725	0	12
P03	22	17	CS53	R2	0.0214462802809494	0	8
P03	22	18	CS54	R1	-0.0182844125681889	0	7
P03	22	19	CS54	R2	-0.00432359476762521	0	7
P03	22	20	CS55	R1	-0.00192474966729062	0	14
P03	22	21	CS55	R2	0.000571308763775146	0	14
P03	22	22	CS56	R1	-0.00569333499152512	0	12
P03	22	23	CS56	R2	-0.00144212932825301	0	12
P03	22	24	CS57	R1	-0.0063350185152226	0	12
P03	22	25	CS57	R2	-0.00761385531316153	0	12
P03	22	26	CS58	R1	-0.0138728068698669	0	7
P03	22	27	CS60	R1	0.005496354295335	0	14
P03	22	28	CS62	R1	-0.00596278031701663	0	7
P03	22	29	CS62	R2	-0.00292569164244676	0	7
P03	23	1	CS41	R1	-0.00348315286966801	0	14
P03	23	2	CS41	R2	0.00370923625809211	0	14
P03	23	3	CS42	R1	-0.00638391892806378	0	14
P03	23	4	CS42	R2	-0.00304571564611651	0	14
P03	23	5	CS43	R1	-0.00245640980460321	0	14
P03	23	6	CS43	R2	0.00335796573261098	0	14
P03	23	7	CS44	R1	0.000312485585796981	0	14
P03	23	8	CS47	R1	0.000483633749229986	0	14
P03	23	9	CS47	R2	0.00297804070361814	0	14
P03	23	10	CS48	R1	-0.00580938189423738	0	14
P03	23	11	CS48	R2	0.00147353811722175	0	14
P03	23	12	CS49	R1	0.00630098977456408	0	12
P03	23	13	CS49	R2	0.00109309789058018	0	14
P03	23	14	CS51	R1	0.00927309486264387	0	14
P03	23	15	CS51	R2	-0.00160574388697756	0	12
P03	23	16	CS53	R1	-0.0106235211563619	0	12
P03	23	17	CS53	R2	0.0131292098025341	0	8
P03	23	18	CS54	R1	0.00251946199221163	0	7
P03	23	19	CS54	R2	0.000733978218645535	0	7
P03	23	20	CS55	R1	0.00128979534945415	0	14
P03	23	21	CS55	R2	0.00455805100607309	0	14
P03	23	22	CS56	R1	-0.00257946792596397	0	12
P03	23	23	CS56	R2	0.00180178620451942	0	12
P03	23	24	CS57	R1	0.00027559721306962	0	12
P03	23	25	CS57	R2	-0.00798550445928821	0	12
P03	23	26	CS58	R1	-0.0160610779913104	0	7
P03	23	27	CS60	R1	-0.00741477475461889	0	14
P03	23	28	CS62	R1	-0.00251262908291435	0	7
P03	23	29	CS62	R2	-0.00180102195335689	0	7
P03	24	1	CS41	R1	0.00434733094875204	0	14
P03	24	2	CS41	R2	0.00705039605189825	0	14
P03	24	3	CS42	R1	0.00789967701028064	0	14
P03	24	4	CS42	R2	-0.00320317812640115	0	14
P03	24	5	CS43	R1	0.01240956539778	0	14
P03	24	6	CS43	R2	0.00626635131736971	0	14
P03	24	7	CS44	R1	-0.000372971276700056	0	14
P03	24	8	CS47	R1	-0.00834614260920719	0	14
P03	24	9	CS47	R2	-0.00127515068393614	0	14
P03	24	10	CS48	R1	0.00415428977793839	0	14
P03	24	11	CS48	R2	-0.00492626500971407	0	14
P03	24	12	CS49	R1	0.00300746582244632	0	12
P03	24	13	CS49	R2	-0.00185260701502044	0	14
P03	24	14	CS51	R1	-0.00421371628148655	0	14
P03	24	15	CS51	R2	-0.00090256830115699	0	12
P03	24	16	CS53	R1	0.00208345072388332	0	12
P03	24	17	CS53	R2	-0.00359444738603251	0	8
P03	24	18	CS54	R1	-0.0108855142894372	0	7
P03	24	19	CS54	R2	-0.00460694358742394	0	7
P03	24	20	CS55	R1	-0.00167933056427894	0	14
P03	24	21	CS55	R2	0.00741731557755971	0	14
P03	24	22	CS56	R1	-0.0034465556008714	0	12
P03	24	23	CS56	R2	0.000976110120492964	0	12
P03	24	24	CS57	R1	-9.74251973819203e-05	0	12
P03	24	25	CS57	R2	0.011143169168166	0	12
P03	24	26	CS58	R1	0.00669042016598043	0	7
P03	24	27	CS60	R1	-0.00259677871775851	0	14
P03	24	28	CS62	R1	0.00784408907454503	0	7
P03	24	29	CS62	R2	-0.00186385726105818	0	7
P03	25	1	CS41	R1	-0.000597140128919511	0	14
P03	25	2	CS41	R2	0.00112707797035457	0	14
P03	25	3	CS42	R1	0.000778295201400844	0	14
P03	25	4	CS42	R2	-0.00251091060114023	0	14
P03	25	5	CS43	R1	0.00278401594022731	0	14
P03	25	6	CS43	R2	-0.000264567803420027	0	14
P03	25	7	CS44	R1	0.000521107500263125	0	14
P03	25	8	CS47	R1	-0.0016475007210305	0	14
P03	25	9	CS47	R2	-0.00184687226155816	0	14
P03	25	10	CS48	R1	0.000847495500739219	0	14
P03	25	11	CS48	R2	-0.00172923467391585	0	14
P03	25	12	CS49	R1	0.00390505591305514	0	12
P03	25	13	CS49	R2	-0.0120538911845449	0	14
P03	25	14	CS51	R1	-0.00258334180372322	0	14
P03	25	15	CS51	R2	-0.00308021560280866	0	12
P03	25	16	CS53	R1	-0.0011879867393091	0	12
P03	25	17	CS53	R2	-0.00309273149113148	0	8
P03	25	18	CS54	R1	0.00291562637585612	0	7
P03	25	19	CS54	R2	-0.00177718093875365	0	7
P03	25	20	CS55	R1	-0.00123959550171509	0	14
P03	25	21	CS55	R2	-0.00528202570491194	0	14
P03	25	22	CS56	R1	-0.0020300329031314	0	12
P03	25	23	CS56	R2	-0.011099397103343	0	12
P03	25	24	CS57	R1	-0.000751523992328286	0	12
P03	25	25	CS57	R2	0.00159342284206002	0	12
P03	25	26	CS58	R1	-0.00326504325625404	0	7
P03	25	27	CS60	R1	0.00210876243938966	0	14
P03	25	28	CS62	R1	-0.00370672793629347	0	7
P03	25	29	CS62	R2	0.00383953398419947	0	7
P03	26	1	CS41	R1	-0.00831683086650774	0	14
P03	26	2	CS41	R2	0.00403129693755722	0	14
P03	26	3	CS42	R1	-0.00221119115565016	0	14
P03	26	4	CS42	R2	-0.00302686167925721	0	14
P03	26	5	CS43	R1	0.00348360255747048	0	14
P03	26	6	CS43	R2	0.00182836796995604	0	14
P03	26	7	CS44	R1	-0.00889715071691893	0	14
P03	26	8	CS47	R1	0.000470578622076529	0	14
P03	26	9	CS47	R2	0.00097398084005353	0	14
P03	26	10	CS48	R1	0.0035173410727236	0	14
P03	26	11	CS48	R2	-0.00599393668955194	0	14
P03	26	12	CS49	R1	0.000736820251247955	0	12
P03	26	13	CS49	R2	-0.000891133515533373	0	14
P03	26	14	CS51	R1	0.00214671049429048	0	14
P03	26	15	CS51	R2	0.00900549146847223	0	12
P03	26	16	CS53	R1	-0.00437020699891305	0	12
P03	26	17	CS53	R2	-0.00145714912451874	0	8
P03	26	18	CS54	R1	0.00491483955998959	0	7
P03	26	19	CS54	R2	-0.00267617649805388	0	7
P03	26	20	CS55	R1	-0.00869767284179959	0	14
P03	26	21	CS55	R2	0.00216953437947189	0	14
P03	26	22	CS56	R1	-0.0150621127016086	0	12
P03	26	23	CS56	R2	0.00291105360620065	0	12
P03	26	24	CS57	R1	0.00321777234166724	0	12
P03	26	25	CS57	R2	-0.00348414453024636	0	12
P03	26	26	CS58	R1	0.00576056282014739	0	7
P03	26	27	CS60	R1	0.00429434054480697	0	14
P03	26	28	CS62	R1	-0.00359069761584656	0	7
P03	26	29	CS62	R2	-0.0125084678552467	0	7
P03	27	1	CS41	R1	-0.00852345715120404	0	14
P03	27	2	CS41	R2	-0.00388650161194726	0	14
P03	27	3	CS42	R1	-0.0106895536046674	0	14
P03	27	4	CS42	R2	0.00177875184430699	0	14
P03	27	5	CS43	R1	0.00373275241984774	0	14
P03	27	6	CS43	R2	0.00468876787059776	0	14
P03	27	7	CS44	R1	0.00277407114867623	0	14
P03	27	8	CS47	R1	0.00756635168072769	0	14
P03	27	9	CS47	R2	-0.00390519897843535	0	14
P03	27	10	CS48	R1	-0.0102401909658312	0	14
P03	27	11	CS48	R2	0.00146311496687147	0	14
P03	27	12	CS49	R1	0.00616637943373115	0	12
P03	27	13	CS49	R2	-0.00433937970811121	0	14
P03	27	14	CS51	R1	0.00804426498779499	0	14
P03	27	15	CS51	R2	-0.0040918056722648	0	12
P03	27	16	CS53	R1	0.000470264355153666	0	12
P03	27	17	CS53	R2	-0.00477843223789928	0	8
P03	27	18	CS54	R1	0.00370578529257953	0	7
P03	27	19	CS54	R2	-0.00429768931855953	0	7
P03	27	20	CS55	R1	-0.00391486024268057	0	14
P03	27	21	CS55	R2	-0.00890837461350923	0	14
P03	27	22	CS56	R1	-0.00410065610452692	0	12
P03	27	23	CS56	R2	0.00473777551239997	0	12
P03	27	24	CS57	R1	0.000926161555834324	0	12
P03	27	25	CS57	R2	0.00261011154873396	0	12
P03	27	26	CS58	R1	-0.000910954020782522	0	7
P03	27	27	CS60	R1	-0.0113576137685717	0	14
P03	27	28	CS62	R1	-0.00482231094436488	0	7
P03	27	29	CS62	R2	0.00519392748969553	0	7
P03	28	1	CS41	R1	-0.00199326726108037	0	14
P03	28	2	CS41	R2	0.00690721175786747	0	14
P03	28	3	CS42	R1	-0.00130431798896671	0	14
P03	28	4	CS42	R2	0.00636187374627543	0	14
P03	28	5	CS43	R1	-0.00373282684390291	0	14
P03	28	6	CS43	R2	-0.011216795190018	0	14
P03	28	7	CS44	R1	0.00470878086958656	0	14
P03	28	8	CS47	R1	0.00518900971309709	0	14
P03	28	9	CS47	R2	-0.00508374421635159	0	14
P03	28	10	CS48	R1	0.00652068272711356	0	14
P03	28	11	CS48	R2	0.00117631116185088	0	14
P03	28	12	CS49	R1	0.00287347756812693	0	12
P03	28	13	CS49	R2	-0.0101769830376067	0	14
P03	28	14	CS51	R1	0.00141960395703363	0	14
P03	28	15	CS51	R2	0.00156611428524219	0	12
P03	28	16	CS53	R1	-0.00229563197451676	0	12
P03	28	17	CS53	R2	-0.00247000005706879	0	8
P03	28	18	CS54	R1	0.00391190510743911	0	7
P03	28	19	CS54	R2	-0.0020769611841639	0	7
P03	28	20	CS55	R1	-0.0066303789945359	0	14
P03	28	21	CS55	R2	-0.0117858113257588	0	14
P03	28	22	CS56	R1	-0.00770512175764488	0	12
P03	28	23	CS56	R2	-0.00965362471963504	0	12
P03	28	24	CS57	R1	0.00053091283407204	0	12
P03	28	25	CS57	R2	-0.00146679989725928	0	12
P03	28	26	CS58	R1	-0.00421456039854299	0	7
P03	28	27	CS60	R1	0.00238969452166489	0	14
P03	28	28	CS62	R1	-0.0039529799128993	0	7
P03	28	29	CS62	R2	-0.00583484377984073	0	7
P03	29	1	CS41	R1	0.00216172962851013	0	14
P03	29	2	CS41	R2	0.0049152209496126	0	14
P03	29	3	CS42	R1	0.00602738759570233	0	14
P03	29	4	CS42	R2	0.00560193800199106	0	14
P03	29	5	CS43	R1	-0.00589618864625181	0	14
P03	29	6	CS43	R2	0.0101682466639998	0	14
P03	29	7	CS44	R1	-0.00338970539648989	0	14
P03	29	8	CS47	R1	0.0064845448402716	0	14
P03	29	9	CS47	R2	-0.0105071662268727	0	14
P03	29	10	CS48	R1	-0.00796778029999893	0	14
P03	29	11	CS48	R2	-0.00887011268851903	0	14
P03	29	12	CS49	R1	0.00282640007623803	0	12
P03	29	13	CS49	R2	0.00568124415272801	0	14
P03	29	14	CS51	R1	-0.00181524300289734	0	14
P03	29	15	CS51	R2	0.00995191422649142	0	12
P03	29	16	CS53	R1	0.00149405912576743	0	12
P03	29	17	CS53	R2	0.00488881718875751	0	8
P03	29	18	CS54	R1	0.00733684088317795	0	7
P03	29	19	CS54	R2	0.011693855131476	0	7
P03	29	20	CS55	R1	-0.00982028817936545	0	14
P03	29	21	CS55	R2	-0.000578249149750064	0	14
P03	29	22	CS56	R1	-0.00305913341075715	0	12
P03	29	23	CS56	R2	-0.00083551408280797	0	12
P03	29	24	CS57	R1	0.000578048802058825	0	12
P03	29	25	CS57	R2	-0.00412985888561155	0	12
P03	29	26	CS58	R1	4.60292875226633e-05	0	7
P03	29	27	CS60	R1	-0.00313591277755328	0	14
P03	29	28	CS62	R1	-0.00521348766540366	0	7
P03	29	29	CS62	R2	-0.00375270850509381	0	7
P03	30	1	CS41	R1	0.00248139487399979	0	14
P03	30	2	CS41	R2	0.000302131779748556	0	14
P03	30	3	CS42	R1	-0.00596075149308125	0	14
P03	30	4	CS42	R2	0.000636602601870789	0	14
P03	30	5	CS43	R1	-0.0109154894986643	0	14
P03	30	6	CS43	R2	0.000137477033392846	0	14
P03	30	7	CS44	R1	-0.00535042644764701	0	14
P03	30	8	CS47	R1	-0.00428672374780528	0	14
P03	30	9	CS47	R2	0.000879622048347945	0	14
P03	30	10	CS48	R1	0.0117645505632183	0	14
P03	30	11	CS48	R2	0.00231661184043358	0	14
P03	30	12	CS49	R1	0.00525052542883138	0	12
P03	30	13	CS49	R2	0.00376450813979944	0	14
P03	30	14	CS51	R1	0.0043768391816094	0	14
P03	30	15	CS51	R2	0.00611726267653729	0	12
P03	30	16	CS53	R1	0.00311968250086544	0	12
P03	30	17	CS53	R2	-0.00396755190212693	0	8
P03	30	18	CS54	R1	-0.0021434863861846	0	7
P03	30	19	CS54	R2	-0.0111683071806391	0	7
P03	30	20	CS55	R1	-0.0070594814340861	0	14
P03	30	21	CS55	R2	0.00383017133214185	0	14
P03	30	22	CS56	R1	-0.00465588149336994	0	12
P03	30	23	CS56	R2	-0.0174458889438864	0	12
P03	30	24	CS57	R1	0.000580719777578364	0	12
P03	30	25	CS57	R2	-0.00627830069475329	0	12
P03	30	26	CS58	R1	-0.00775744730818196	0	7
P03	30	27	CS60	R1	-0.011068282977272	0	14
P03	30	28	CS62	R1	-0.0134572334419591	0	7
P03	30	29	CS62	R2	0.00856317928120196	0	7
