cell_id	seed_index	row_index	subject	run	Mpower	Mphase	n_pairs
P01	4	12	CS49	R1	-0.00387493250205654	0	12
P01	4	13	CS49	R2	-0.00894934248615472	0	14
P01	4	14	CS51	R1	0.00878543809065184	0	14
P01	4	15	CS51	R2	0.0119795282186328	0	12
P01	4	16	CS53	R1	-0.0044745810856095	0	12
P01	4	17	CS53	R2	0.00435666064003178	0	8
P01	4	18	CS54	R1	-0.00321429034503501	0	7
P01	4	19	CS54	R2	0.00237743009936448	0	7
P01	4	20	CS55	R1	-0.00740609876877163	0	14
P01	4	21	CS55	R2	-0.00939570241844415	0	14
P01	4	22	CS56	R1	0.00335467408228613	0	12
P01	4	23	CS56	R2	-0.0139022136786142	0	12
P01	4	24	CS57	R1	-0.0110356921218229	0	12
P01	4	25	CS57	R2	-0.00372365312521086	0	12
P01	4	26	CS58	R1	0.00546735602516173	0	7
P01	4	27	CS60	R1	0.00364234217534175	0	14
P01	4	28	CS62	R1	0.00406542284663631	0	7
P01	4	29	CS62	R2	-0.00658647512595412	0	7
P01	5	1	CS41	R1	0.000551228021326836	0	14
P01	5	2	CS41	R2	-0.00362716810356524	0	14
P01	5	3	CS42	R1	0.00699113708105692	0	14
P01	5	4	CS42	R2	-0.00174114787602545	0	14
P01	5	5	CS43	R1	-0.00170965277376643	0	14
P01	5	6	CS43	R2	0.00408609723480895	0	14
P01	5	7	CS44	R1	-0.00619771627337926	0	14
P01	5	8	CS47	R1	0.00184997880687745	0	14
P01	5	9	CS47	R2	0.00294465286120392	0	14
P01	5	10	CS48	R1	-0.0092767806333571	0	14
P01	5	11	CS48	R2	-0.00912477521291549	0	14
P01	5	12	CS49	R1	0.00387264431353798	0	12
P01	5	13	CS49	R2	0.0109516481216548	0	14
P01	5	14	CS51	R1	0.00496426093692396	0	14
P01	5	15	CS51	R2	0.00106174339982754	0	12
P01	5	16	CS53	R1	0.000896699582092563	0	12
P01	5	17	CS53	R2	0.01293726379037	0	8
P01	5	18	CS54	R1	9.42683460873844e-05	0	7
P01	5	19	CS54	R2	-0.000702266826201315	0	7
P01	5	20	CS55	R1	0.000449704277147045	0	14
P01	5	21	CS55	R2	0.00706782959716045	0	14
P01	5	22	CS56	R1	0.00909664066939269	0	12
P01	5	23	CS56	R2	-0.00702781381940897	0	12
P01	5	24	CS57	R1	0.000755389400528209	0	12
P01	5	25	CS57	R2	0.00845365734479799	0	12
P01	5	26	CS58	R1	-0.00293859483900033	0	7
P01	5	27	CS60	R1	-0.00100353239856295	0	14
P01	5	28	CS62	R1	0.0104229205493061	0	7
P01	5	29	CS62	R2	-0.00752751401994144	0	7
P01	6	1	CS41	R1	0.00296215727907368	0	14
P01	6	2	CS41	R2	0.00149197556308149	0	14
P01	6	3	CS42	R1	0.00505530722559587	0	14
