seed_index	world_seed	mode	arm	kappa	subject	run	reducer	Mphase	n_pairs_total	n_pairs_finite	pair_corrected_skewness	pair_positive_fraction	pair_zero_count
3	22360830	benchmark	P0F	0	CS51	R1	median	-0.000525826237673901	14	14	1.58484766781829	0.142857142857143	0
3	22360830	benchmark	P0F	0	CS51	R1	mean	-0.000295623960359449	14	14	1.58484766781829	0.142857142857143	0
3	22360830	benchmark	P0F	0	CS51	R2	median	-0.000213917343787139	12	12	2.12279146613453	0.333333333333333	0
3	22360830	benchmark	P0F	0	CS51	R2	mean	0.000110934873186744	12	12	2.12279146613453	0.333333333333333	0
3	22360830	benchmark	P0F	0	CS53	R1	median	0.000142486664052683	12	12	0.86981451650834	0.583333333333333	0
3	22360830	benchmark	P0F	0	CS53	R1	mean	0.000208465819395774	12	12	0.86981451650834	0.583333333333333	0
3	22360830	benchmark	P0F	0	CS53	R2	median	-0.000325487053151921	8	8	0.348490397906639	0.375	0
3	22360830	benchmark	P0F	0	CS53	R2	mean	-0.000146592405274776	8	8	0.348490397906639	0.375	0
3	22360830	benchmark	P0F	0	CS54	R1	median	6.44090385976875e-05	7	7	1.07473723345498	0.571428571428571	0
3	22360830	benchmark	P0F	0	CS54	R1	mean	0.000576270958987082	7	7	1.07473723345498	0.571428571428571	0
3	22360830	benchmark	P0F	0	CS54	R2	median	-0.000746101905789755	7	7	1.06644961354494	0.285714285714286	0
3	22360830	benchmark	P0F	0	CS54	R2	mean	-0.000525513049301822	7	7	1.06644961354494	0.285714285714286	0
3	22360830	benchmark	P0F	0	CS55	R1	median	-0.000432929505904432	14	14	0.49290090061483	0.285714285714286	0
3	22360830	benchmark	P0F	0	CS55	R1	mean	-0.000140508275920827	14	14	0.49290090061483	0.285714285714286	0
3	22360830	benchmark	P0F	0	CS55	R2	median	-0.000368142431490949	14	14	0.967895620017158	0.357142857142857	0
3	22360830	benchmark	P0F	0	CS55	R2	mean	-0.000176628888644973	14	14	0.967895620017158	0.357142857142857	0
3	22360830	benchmark	P0F	0	CS56	R1	median	2.53011325099777e-05	12	12	0.587455951548155	0.583333333333333	0
3	22360830	benchmark	P0F	0	CS56	R1	mean	-6.46567949807215e-05	12	12	0.587455951548155	0.583333333333333	0
3	22360830	benchmark	P0F	0	CS56	R2	median	-0.000340320911229829	12	12	0.425388909527118	0.416666666666667	0
3	22360830	benchmark	P0F	0	CS56	R2	mean	-1.68420589834236e-05	12	12	0.425388909527118	0.416666666666667	0
3	22360830	benchmark	P0F	0	CS57	R1	median	-0.000203152077381326	12	12	0.697336849240589	0.416666666666667	0
3	22360830	benchmark	P0F	0	CS57	R1	mean	-8.90385465971113e-05	12	12	0.697336849240589	0.416666666666667	0
