arm	reducer	run	n_worlds	rejections	fpr	cp_low	cp_high
P0F	median	R1	60	30	0.5	0.3680620319424369	0.631937968057563
P0F	median	R2	60	20	0.3333333333333333	0.21686944543117032	0.4668726747428306
P0F	mean	R1	60	4	0.06666666666666667	0.018461777575881508	0.1619867551977289
P0F	mean	R2	60	4	0.06666666666666667	0.018461777575881508	0.1619867551977289
