seed_index	world_seed	mode	arm	kappa	gain_slope_b	reducer	run	n_subjects	observed	p_two_sided	studentization_sd	subject_statistic_skewness	n_positive	n_negative	n_zero	positive_fraction	metric_stream_initial_state_hash	base_stream_state_hash	truth_a_g06_uV	truth_grid_id
19	22360846	benchmark	P0F	0	0	mean	R2	13	8.15521766544531e-06	0.92578125	8.14392839979974e-05	0.441247137442424	7	6	0	0.538461538461538	D7CA00763823CDA9D150F700D1A88AC19A87B046B83D359AECEA64979A7E73A2	D7CA00763823CDA9D150F700D1A88AC19A87B046B83D359AECEA64979A7E73A2	4.61799281479342	G06
20	22360847	benchmark	P0F	0	0	median	R1	16	-0.000202340275870726	0.051910400390625	0.000105444668951756	1.57947795942622	3	13	0	0.1875	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	4.61799281479342	G06
20	22360847	benchmark	P0F	0	0	median	R2	13	-7.41872657085918e-05	0.381591796875	8.15725014479271e-05	1.03612303770781	4	9	0	0.307692307692308	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	4.61799281479342	G06
20	22360847	benchmark	P0F	0	0	mean	R1	16	-8.99833606362238e-05	0.328460693359375	8.73901757246183e-05	1.21189562395476	4	12	0	0.25	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	4.61799281479342	G06
20	22360847	benchmark	P0F	0	0	mean	R2	13	6.18255897489291e-05	0.41650390625	7.32283303555458e-05	0.293817062560554	8	5	0	0.615384615384615	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	4.61799281479342	G06
21	22360848	benchmark	P0F	0	0	median	R1	16	-0.000304272714196901	0.001068115234375	0.000104817184619721	-0.10539171899967	2	14	0	0.125	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	4.61799281479342	G06
21	22360848	benchmark	P0F	0	0	median	R2	13	-0.000270202510253141	0.006591796875	0.000109940412130553	-0.445215445173732	3	10	0	0.230769230769231	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	4.61799281479342	G06
21	22360848	benchmark	P0F	0	0	mean	R1	16	-0.000156557177908766	0.07470703125	8.87742594766864e-05	-0.721383132054176	5	11	0	0.3125	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	4.61799281479342	G06
21	22360848	benchmark	P0F	0	0	mean	R2	13	-9.86463968210517e-05	0.32373046875	9.73255555953986e-05	0.262139453521069	6	7	0	0.461538461538462	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	4.61799281479342	G06
22	22360849	benchmark	P0F	0	0	median	R1	16	-4.71750136377071e-05	0.5108642578125	6.95299849718188e-05	0.039111729776527	7	9	0	0.4375	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4.61799281479342	G06
22	22360849	benchmark	P0F	0	0	median	R2	13	-0.000164842628186092	0.1240234375	0.00010614489945446	1.118080865199	2	11	0	0.153846153846154	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4.61799281479342	G06
22	22360849	benchmark	P0F	0	0	mean	R1	16	2.69366383547254e-05	0.719390869140625	7.15796836015301e-05	-0.913361793223823	11	5	0	0.6875	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4.61799281479342	G06
22	22360849	benchmark	P0F	0	0	mean	R2	13	8.26557327771077e-06	0.93798828125	0.000101708593883919	-0.286047090126808	6	7	0	0.461538461538462	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4.61799281479342	G06
23	22360850	benchmark	P0F	0	0	median	R1	16	-4.73150004982575e-05	0.501251220703125	6.79450200035302e-05	-0.112609827922338	6	10	0	0.375	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	4.61799281479342	G06
23	22360850	benchmark	P0F	0	0	median	R2	13	-0.000205665526881917	0.04052734375	0.000102223523029573	0.074588772034612	3	10	0	0.230769230769231	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	4.61799281479342	G06
23	22360850	benchmark	P0F	0	0	mean	R1	16	6.63668438477397e-05	0.335601806640625	6.67795529018316e-05	0.0303198939347946	10	6	0	0.625	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	4.61799281479342	G06
23	22360850	benchmark	P0F	0	0	mean	R2	13	-0.000139221513220947	0.15087890625	9.49140406957454e-05	-0.233473788839453	4	9	0	0.307692307692308	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	4.61799281479342	G06
24	22360851	benchmark	P0F	0	0	median	R1	16	-0.000254711172923411	3.0517578125e-05	7.2237551127298e-05	-1.29725884448597	0	16	0	0	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	4.61799281479342	G06
24	22360851	benchmark	P0F	0	0	median	R2	13	-0.000138015223472933	0.260009765625	0.000118491609274103	0.0865110929711323	4	9	0	0.307692307692308	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	4.61799281479342	G06
24	22360851	benchmark	P0F	0	0	mean	R1	16	-0.000114000261281992	0.099884033203125	6.90624851655707e-05	0.863134212828608	5	11	0	0.3125	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	4.61799281479342	G06
24	22360851	benchmark	P0F	0	0	mean	R2	13	-8.74352630693171e-05	0.454345703125	0.000102976793388298	-1.09167103441559	7	6	0	0.538461538461538	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	4.61799281479342	G06
25	22360852	benchmark	P0F	0	0	median	R1	16	-0.00012205707045734	0.167633056640625	8.68352970504808e-05	1.41051609128411	6	10	0	0.375	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	4.61799281479342	G06
25	22360852	benchmark	P0F	0	0	median	R2	13	-0.0001342766442978	0.23193359375	0.000109819007362691	0.639257937724958	4	9	0	0.307692307692308	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	4.61799281479342	G06
25	22360852	benchmark	P0F	0	0	mean	R1	16	2.67032634317788e-05	0.725433349609375	7.12658068397136e-05	1.02932257601727	5	11	0	0.3125	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	4.61799281479342	G06
25	22360852	benchmark	P0F	0	0	mean	R2	13	5.52881579213877e-05	0.633544921875	0.00010498041459239	0.997326338883543	6	7	0	0.461538461538462	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	4.61799281479342	G06
26	22360853	benchmark	P0F	0	0	median	R1	16	-6.88842126179635e-05	0.402496337890625	7.96852599059035e-05	0.848518171212795	5	11	0	0.3125	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	4.61799281479342	G06
26	22360853	benchmark	P0F	0	0	median	R2	13	-4.08137384190279e-05	0.8134765625	0.000131283339424532	2.0986106167847	4	9	0	0.307692307692308	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	4.61799281479342	G06
26	22360853	benchmark	P0F	0	0	mean	R1	16	7.3333700689508e-05	0.280364990234375	6.57636269777235e-05	-1.30271098782038	9	7	0	0.5625	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	4.61799281479342	G06
26	22360853	benchmark	P0F	0	0	mean	R2	13	0.000163640717332729	0.16552734375	0.000113474315603197	0.852161421145798	8	5	0	0.615384615384615	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	4.61799281479342	G06
27	22360854	benchmark	P0F	0	0	median	R1	16	-0.000213012542465594	0.008148193359375	8.8642349073483e-05	-0.709452902483976	5	11	0	0.3125	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4.61799281479342	G06
27	22360854	benchmark	P0F	0	0	median	R2	13	2.27795387794068e-05	0.79150390625	8.28525603530984e-05	0.358403359393002	6	7	0	0.461538461538462	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4.61799281479342	G06
27	22360854	benchmark	P0F	0	0	mean	R1	16	-0.000116370268202626	0.063201904296875	6.41033677459528e-05	-0.786595067610698	4	12	0	0.25	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4.61799281479342	G06
27	22360854	benchmark	P0F	0	0	mean	R2	13	0.000129035282393596	0.13623046875	8.56086572138291e-05	0.763845901223709	8	5	0	0.615384615384615	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4.61799281479342	G06
28	22360855	benchmark	P0F	0	0	median	R1	16	-0.000252628066611879	0.01141357421875	0.000103842927094711	0.68413040880193	4	12	0	0.25	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	4.61799281479342	G06
28	22360855	benchmark	P0F	0	0	median	R2	13	-0.000180362279423867	0.0712890625	0.000100454217331289	0.0557792577682573	4	9	0	0.307692307692308	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	4.61799281479342	G06
28	22360855	benchmark	P0F	0	0	mean	R1	16	-7.34386027327103e-05	0.347747802734375	7.62071418978689e-05	0.175437521056307	7	9	0	0.4375	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	4.61799281479342	G06
28	22360855	benchmark	P0F	0	0	mean	R2	13	-3.89582221035662e-05	0.5673828125	6.42667996208653e-05	-1.05975663520988	8	5	0	0.615384615384615	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	4.61799281479342	G06
29	22360856	benchmark	P0F	0	0	median	R1	16	6.92381703019033e-05	0.46221923828125	8.96357049271689e-05	0.10718406591031	10	6	0	0.625	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	4.61799281479342	G06
29	22360856	benchmark	P0F	0	0	median	R2	13	-0.000270016018083432	0.005126953125	0.000106276983825094	-0.152733324353844	2	11	0	0.153846153846154	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	4.61799281479342	G06
29	22360856	benchmark	P0F	0	0	mean	R1	16	0.000166941114651094	0.091033935546875	9.86639912625022e-05	0.269814275340337	10	6	0	0.625	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	4.61799281479342	G06
29	22360856	benchmark	P0F	0	0	mean	R2	13	-0.000110728331964596	0.25927734375	9.47787499264165e-05	0.315618131178337	4	9	0	0.307692307692308	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	4.61799281479342	G06
30	22360857	benchmark	P0F	0	0	median	R1	16	-0.000184156854635607	0.038055419921875	9.21804929949051e-05	-0.427452167588984	4	12	0	0.25	F1D3DA71B9DF51A734746850D88080E2A2106A3C8C24DBD1F6DD1168A28FFB98	F1D3DA71B9DF51A734746850D88080E2A2106A3C8C24DBD1F6DD1168A28FFB98	4.61799281479342	G06
30	22360857	benchmark	P0F	0	0	median	R2	13	-0.000139522995797229	0.15087890625	9.55223815262569e-05	0.0314248303909993	5	8	0	0.384615384615385	F1D3DA71B9DF51A734746850D88080E2A2106A3C8C24DBD1F6DD1168A28FFB98	F1D3DA71B9DF51A734746850D88080E2A2106A3C8C24DBD1F6DD1168A28FFB98	4.61799281479342	G06
30	22360857	benchmark	P0F	0	0	mean	R1	16	-9.53163237091095e-05	0.255615234375	8.1143234521526e-05	-0.387756239505606	6	10	0	0.375	F1D3DA71B9DF51A734746850D88080E2A2106A3C8C24DBD1F6DD1168A28FFB98	F1D3DA71B9DF51A734746850D88080E2A2106A3C8C24DBD1F6DD1168A28FFB98	4.61799281479342	G06
30	22360857	benchmark	P0F	0	0	mean	R2	13	8.34926595548344e-05	0.4501953125	0.000104126701287162	0.21567710094537	7	6	0	0.538461538461538	F1D3DA71B9DF51A734746850D88080E2A2106A3C8C24DBD1F6DD1168A28FFB98	F1D3DA71B9DF51A734746850D88080E2A2106A3C8C24DBD1F6DD1168A28FFB98	4.61799281479342	G06
31	22360858	benchmark	P0F	0	0	median	R1	16	-0.000126815439380328	0.11175537109375	7.88309565243133e-05	-0.786104608573106	7	9	0	0.4375	D1FCCE7DBD273137975CA84A95887550BB02AAF884F99D7C99A7FE6F7D65D614	D1FCCE7DBD273137975CA84A95887550BB02AAF884F99D7C99A7FE6F7D65D614	4.61799281479342	G06
31	22360858	benchmark	P0F	0	0	median	R2	13	-0.000181784606496505	0.058837890625	9.69736579536803e-05	1.27439268243673	3	10	0	0.230769230769231	D1FCCE7DBD273137975CA84A95887550BB02AAF884F99D7C99A7FE6F7D65D614	D1FCCE7DBD273137975CA84A95887550BB02AAF884F99D7C99A7FE6F7D65D614	4.61799281479342	G06
31	22360858	benchmark	P0F	0	0	mean	R1	16	8.20428010209983e-05	0.38909912109375	9.32166307315203e-05	-0.152007476386721	9	7	0	0.5625	D1FCCE7DBD273137975CA84A95887550BB02AAF884F99D7C99A7FE6F7D65D614	D1FCCE7DBD273137975CA84A95887550BB02AAF884F99D7C99A7FE6F7D65D614	4.61799281479342	G06
31	22360858	benchmark	P0F	0	0	mean	R2	13	-9.41267729931717e-05	0.287353515625	8.57586799674371e-05	0.301446649609146	5	8	0	0.384615384615385	D1FCCE7DBD273137975CA84A95887550BB02AAF884F99D7C99A7FE6F7D65D614	D1FCCE7DBD273137975CA84A95887550BB02AAF884F99D7C99A7FE6F7D65D614	4.61799281479342	G06
32	22360859	benchmark	P0F	0	0	median	R1	16	3.32688310667293e-05	0.750213623046875	0.000100552409134612	0.159765794303651	9	7	0	0.5625	B3DAD8A72DECC874273A24E9349FCA48F2FCC1153CC6DBFC981D3CDB34BFF871	B3DAD8A72DECC874273A24E9349FCA48F2FCC1153CC6DBFC981D3CDB34BFF871	4.61799281479342	G06
32	22360859	benchmark	P0F	0	0	median	R2	13	-2.53241130239561e-05	0.789306640625	8.97609915831717e-05	0.346188089173394	5	8	0	0.384615384615385	B3DAD8A72DECC874273A24E9349FCA48F2FCC1153CC6DBFC981D3CDB34BFF871	B3DAD8A72DECC874273A24E9349FCA48F2FCC1153CC6DBFC981D3CDB34BFF871	4.61799281479342	G06
32	22360859	benchmark	P0F	0	0	mean	R1	16	0.000177588538228813	0.094390869140625	0.000105865075236253	-0.146575457664877	10	6	0	0.625	B3DAD8A72DECC874273A24E9349FCA48F2FCC1153CC6DBFC981D3CDB34BFF871	B3DAD8A72DECC874273A24E9349FCA48F2FCC1153CC6DBFC981D3CDB34BFF871	4.61799281479342	G06
32	22360859	benchmark	P0F	0	0	mean	R2	13	1.26171814796567e-05	0.89013671875	8.93676723861642e-05	-0.288830635341221	8	5	0	0.615384615384615	B3DAD8A72DECC874273A24E9349FCA48F2FCC1153CC6DBFC981D3CDB34BFF871	B3DAD8A72DECC874273A24E9349FCA48F2FCC1153CC6DBFC981D3CDB34BFF871	4.61799281479342	G06
33	22360860	benchmark	P0F	0	0	median	R1	16	-5.15832787851666e-05	0.4892578125	7.17110758248185e-05	1.26813231674877	6	10	0	0.375	CE5D0DEFEB7FD92719D67E9AE19199F17D7807C221580288C17BF5E8D154AD1E	CE5D0DEFEB7FD92719D67E9AE19199F17D7807C221580288C17BF5E8D154AD1E	4.61799281479342	G06
33	22360860	benchmark	P0F	0	0	median	R2	13	-0.000190850319034593	0.011962890625	7.72215631451385e-05	1.4241007570774	2	11	0	0.153846153846154	CE5D0DEFEB7FD92719D67E9AE19199F17D7807C221580288C17BF5E8D154AD1E	CE5D0DEFEB7FD92719D67E9AE19199F17D7807C221580288C17BF5E8D154AD1E	4.61799281479342	G06
33	22360860	benchmark	P0F	0	0	mean	R1	16	8.690772208621e-05	0.1790771484375	6.37367667821239e-05	0.0183433455865216	11	5	0	0.6875	CE5D0DEFEB7FD92719D67E9AE19199F17D7807C221580288C17BF5E8D154AD1E	CE5D0DEFEB7FD92719D67E9AE19199F17D7807C221580288C17BF5E8D154AD1E	4.61799281479342	G06
33	22360860	benchmark	P0F	0	0	mean	R2	13	-9.75753891973279e-05	0.06103515625	5.25656120342636e-05	0.161706276959279	4	9	0	0.307692307692308	CE5D0DEFEB7FD92719D67E9AE19199F17D7807C221580288C17BF5E8D154AD1E	CE5D0DEFEB7FD92719D67E9AE19199F17D7807C221580288C17BF5E8D154AD1E	4.61799281479342	G06
34	22360861	benchmark	P0F	0	0	median	R1	16	-6.69213700043309e-05	0.44085693359375	8.42955800893357e-05	0.753979471257688	5	11	0	0.3125	BD4CF9EBA9751BDBD4663104B03B026F8B499E6386D6364F498666069965FD94	BD4CF9EBA9751BDBD4663104B03B026F8B499E6386D6364F498666069965FD94	4.61799281479342	G06
34	22360861	benchmark	P0F	0	0	median	R2	13	-0.000306760583569186	0.003173828125	0.000112105734935971	0.506559341171811	2	11	0	0.153846153846154	BD4CF9EBA9751BDBD4663104B03B026F8B499E6386D6364F498666069965FD94	BD4CF9EBA9751BDBD4663104B03B026F8B499E6386D6364F498666069965FD94	4.61799281479342	G06
34	22360861	benchmark	P0F	0	0	mean	R1	16	7.89559247068825e-05	0.386749267578125	8.52537915147745e-05	1.15703791108548	8	8	0	0.5	BD4CF9EBA9751BDBD4663104B03B026F8B499E6386D6364F498666069965FD94	BD4CF9EBA9751BDBD4663104B03B026F8B499E6386D6364F498666069965FD94	4.61799281479342	G06
34	22360861	benchmark	P0F	0	0	mean	R2	13	-0.000176491063347215	0.0322265625	8.46192935181829e-05	0.0260030503150339	3	10	0	0.230769230769231	BD4CF9EBA9751BDBD4663104B03B026F8B499E6386D6364F498666069965FD94	BD4CF9EBA9751BDBD4663104B03B026F8B499E6386D6364F498666069965FD94	4.61799281479342	G06
35	22360862	benchmark	P0F	0	0	median	R1	16	-0.000187362161334935	0.037750244140625	9.14173793629235e-05	0.548571089117373	4	12	0	0.25	26301ECBDA12DB71D3DAA2E37E53EBF2B59C9CD00E35F70537301B411636575E	26301ECBDA12DB71D3DAA2E37E53EBF2B59C9CD00E35F70537301B411636575E	4.61799281479342	G06
35	22360862	benchmark	P0F	0	0	median	R2	13	-8.89482416709085e-05	0.2919921875	8.29789401631601e-05	-0.376085638962376	4	9	0	0.307692307692308	26301ECBDA12DB71D3DAA2E37E53EBF2B59C9CD00E35F70537301B411636575E	26301ECBDA12DB71D3DAA2E37E53EBF2B59C9CD00E35F70537301B411636575E	4.61799281479342	G06
35	22360862	benchmark	P0F	0	0	mean	R1	16	-1.31660534349272e-05	0.855621337890625	6.10007876719178e-05	-0.157068418390757	9	7	0	0.5625	26301ECBDA12DB71D3DAA2E37E53EBF2B59C9CD00E35F70537301B411636575E	26301ECBDA12DB71D3DAA2E37E53EBF2B59C9CD00E35F70537301B411636575E	4.61799281479342	G06
35	22360862	benchmark	P0F	0	0	mean	R2	13	6.85098284237684e-05	0.434814453125	8.1775131476578e-05	0.223801925446902	7	6	0	0.538461538461538	26301ECBDA12DB71D3DAA2E37E53EBF2B59C9CD00E35F70537301B411636575E	26301ECBDA12DB71D3DAA2E37E53EBF2B59C9CD00E35F70537301B411636575E	4.61799281479342	G06
36	22360863	benchmark	P0F	0	0	median	R1	16	-0.000242572482063272	0.007659912109375	9.52758407980241e-05	0.346908409811367	4	12	0	0.25	338343445185519D6379E29AF8800A4797D5D487E17159F53DB53A11B1946308	338343445185519D6379E29AF8800A4797D5D487E17159F53DB53A11B1946308	4.61799281479342	G06
36	22360863	benchmark	P0F	0	0	median	R2	13	-0.000144905479886022	0.12939453125	9.3924104528832e-05	1.17747232070783	2	11	0	0.153846153846154	338343445185519D6379E29AF8800A4797D5D487E17159F53DB53A11B1946308	338343445185519D6379E29AF8800A4797D5D487E17159F53DB53A11B1946308	4.61799281479342	G06
36	22360863	benchmark	P0F	0	0	mean	R1	16	-6.02968499924982e-05	0.367462158203125	6.52571305911846e-05	0.402167366910591	6	10	0	0.375	338343445185519D6379E29AF8800A4797D5D487E17159F53DB53A11B1946308	338343445185519D6379E29AF8800A4797D5D487E17159F53DB53A11B1946308	4.61799281479342	G06
36	22360863	benchmark	P0F	0	0	mean	R2	13	0.000154689266519619	0.074951171875	8.66964372718971e-05	0.491342175179434	9	4	0	0.692307692307692	338343445185519D6379E29AF8800A4797D5D487E17159F53DB53A11B1946308	338343445185519D6379E29AF8800A4797D5D487E17159F53DB53A11B1946308	4.61799281479342	G06
37	22360864	benchmark	P0F	0	0	median	R1	16	-5.22795231882491e-05	0.53021240234375	8.06903295854482e-05	0.591760024636649	7	9	0	0.4375	C8F4C012568266E1775864D5A968D12AF8BC5E5316EC410812AF76DD26443F5C	C8F4C012568266E1775864D5A968D12AF8BC5E5316EC410812AF76DD26443F5C	4.61799281479342	G06
37	22360864	benchmark	P0F	0	0	median	R2	13	-0.00025200761373518	0.02001953125	0.000111702322040064	0.559447803948106	3	10	0	0.230769230769231	C8F4C012568266E1775864D5A968D12AF8BC5E5316EC410812AF76DD26443F5C	C8F4C012568266E1775864D5A968D12AF8BC5E5316EC410812AF76DD26443F5C	4.61799281479342	G06
37	22360864	benchmark	P0F	0	0	mean	R1	16	7.82462364495546e-05	0.29541015625	7.10555449901244e-05	0.986774781752502	9	7	0	0.5625	C8F4C012568266E1775864D5A968D12AF8BC5E5316EC410812AF76DD26443F5C	C8F4C012568266E1775864D5A968D12AF8BC5E5316EC410812AF76DD26443F5C	4.61799281479342	G06
37	22360864	benchmark	P0F	0	0	mean	R2	13	-8.13320879848577e-05	0.189208984375	6.04238196178083e-05	0.0569141392404782	4	9	0	0.307692307692308	C8F4C012568266E1775864D5A968D12AF8BC5E5316EC410812AF76DD26443F5C	C8F4C012568266E1775864D5A968D12AF8BC5E5316EC410812AF76DD26443F5C	4.61799281479342	G06
38	22360865	benchmark	P0F	0	0	median	R1	16	-0.000115993935679885	0.283203125	0.000104654681854978	0.269626859547047	6	10	0	0.375	8EB1FB8C811FE5FCCD399EA013B66D8C7011A111B4C2DB2671FF619BD6FCB2C3	8EB1FB8C811FE5FCCD399EA013B66D8C7011A111B4C2DB2671FF619BD6FCB2C3	4.61799281479342	G06
38	22360865	benchmark	P0F	0	0	median	R2	13	-0.000162712363721466	0.0595703125	9.09673269019399e-05	-1.16411730701495	5	8	0	0.384615384615385	8EB1FB8C811FE5FCCD399EA013B66D8C7011A111B4C2DB2671FF619BD6FCB2C3	8EB1FB8C811FE5FCCD399EA013B66D8C7011A111B4C2DB2671FF619BD6FCB2C3	4.61799281479342	G06
38	22360865	benchmark	P0F	0	0	mean	R1	16	-6.53013743152334e-05	0.4876708984375	8.99647027582525e-05	0.27053229765169	6	10	0	0.375	8EB1FB8C811FE5FCCD399EA013B66D8C7011A111B4C2DB2671FF619BD6FCB2C3	8EB1FB8C811FE5FCCD399EA013B66D8C7011A111B4C2DB2671FF619BD6FCB2C3	4.61799281479342	G06
38	22360865	benchmark	P0F	0	0	mean	R2	13	-1.4614037554606e-06	0.98681640625	8.23109499929028e-05	-0.869710511410992	7	6	0	0.538461538461538	8EB1FB8C811FE5FCCD399EA013B66D8C7011A111B4C2DB2671FF619BD6FCB2C3	8EB1FB8C811FE5FCCD399EA013B66D8C7011A111B4C2DB2671FF619BD6FCB2C3	4.61799281479342	G06
39	22360866	benchmark	P0F	0	0	median	R1	16	-0.000212821201976592	0.0025634765625	7.4153054747051e-05	1.36776076350357	3	13	0	0.1875	E17AE2741FFA4FDEDDBEFDFFB23FD452FFDEBF56D9A2BFE5345A78EA396443AD	E17AE2741FFA4FDEDDBEFDFFB23FD452FFDEBF56D9A2BFE5345A78EA396443AD	4.61799281479342	G06
