analysis_id	contract_sha256	validated_checkpoints	created_at_utc	opaque_only_scoring
ACC00-SIM-P0-4-DIAGNOSTIC-PANEL-v1.0.0	6F8A9518D469322019D73B9FD43165AF60A57B4F0B3DAE9FA928867B7EE0C567	480	2026-09-03T13:42:23.899334+00:00	True
