grid_id	grid_index	seed_index	seed	run	A_uV	beta_gen	true_bridge_slope	observed_slope	p_two_sided_mpower	reject_alpha_0_05	ci_theta_low	ci_theta_high	ci_noncontiguous	theta_at_truth_grid	p_at_truth_grid	truth_grid_distance	truth_in_ci	robustfit_fit_count	robustfit_iteration_limit_count	elapsed_s	peak_memory_bytes	checkpoint_filename	checkpoint_sha256	paper_contract_sha256	parent_historical_contract_sha256
G06	6	241	91206241	R1	4.61799281479342	27.5382038226563	0.0044800000000000005	-0.0013696899196211035	0.41412353515625	0	-0.004839999999999999	0.00204	False	0.004480000000000001	0.00048828125	8.673617379884035e-19	False	1332264.0	40511.0	367.6698737	3167666176.0	world_g06_n241.mat	D6D69648BFFB9887D63B300A7445BB13C80310C7CA44AA419D02920B9D794743	59B22764181C475D824B3847F1FC4F2E3EA726C62618AB02D8691B028031CC55	AE9B0EEE540CC07AA3D3FE45D445B0C71815E95D7D461C6AB615903532705D09
G06	6	241	91206241	R2	4.61799281479342	27.5382038226563	0.0044800000000000005	-0.001477936013572198	0.32666015625	0	-0.00469	0.0017000000000000001	False	0.004480000000000001	0.00244140625	8.673617379884035e-19	False	1332264.0	40511.0	367.6698737	3167666176.0	world_g06_n241.mat	D6D69648BFFB9887D63B300A7445BB13C80310C7CA44AA419D02920B9D794743	59B22764181C475D824B3847F1FC4F2E3EA726C62618AB02D8691B028031CC55	AE9B0EEE540CC07AA3D3FE45D445B0C71815E95D7D461C6AB615903532705D09
G06	6	242	91206242	R1	4.61799281479342	27.5382038226563	0.0044800000000000005	-0.00017298768538048242	0.87603759765625	0	-0.0025400000000000006	0.0021800000000000014	False	0.004480000000000001	0.001068115234375	8.673617379884035e-19	False	1332264.0	39861.0	366.1163186	3169902592.0	world_g06_n242.mat	8C529FB9FB58192674745F668635C9873E2B2C09DD45BBA167FC8899E983FD15	59B22764181C475D824B3847F1FC4F2E3EA726C62618AB02D8691B028031CC55	AE9B0EEE540CC07AA3D3FE45D445B0C71815E95D7D461C6AB615903532705D09
G06	6	242	91206242	R2	4.61799281479342	27.5382038226563	0.0044800000000000005	0.001621339479082935	0.247802734375	0	-0.0013699999999999997	0.004550000000000002	False	0.004480000000000001	0.054443359375	8.673617379884035e-19	True	1332264.0	39861.0	366.1163186	3169902592.0	world_g06_n242.mat	8C529FB9FB58192674745F668635C9873E2B2C09DD45BBA167FC8899E983FD15	59B22764181C475D824B3847F1FC4F2E3EA726C62618AB02D8691B028031CC55	AE9B0EEE540CC07AA3D3FE45D445B0C71815E95D7D461C6AB615903532705D09
G06	6	243	91206243	R1	4.61799281479342	27.5382038226563	0.0044800000000000005	0.00015537528909323028	0.925567626953125	0	-0.0033599999999999984	0.003670000000000003	False	0.004480000000000001	0.02008056640625	8.673617379884035e-19	False	1332264.0	40200.0	368.0171124	3170906112.0	world_g06_n243.mat	024AB9D53D971555FE93B8B5C8BA61741404238C247AE5D720A74D391E7E0B7A	59B22764181C475D824B3847F1FC4F2E3EA726C62618AB02D8691B028031CC55	AE9B0EEE540CC07AA3D3FE45D445B0C71815E95D7D461C6AB615903532705D09
G06	6	243	91206243	R2	4.61799281479342	27.5382038226563	0.0044800000000000005	0.0007378295080096037	0.6767578125	0	-0.0030500000000000006	0.004440000000000003	False	0.004480000000000001	0.0478515625	8.673617379884035e-19	False	1332264.0	40200.0	368.0171124	3170906112.0	world_g06_n243.mat	024AB9D53D971555FE93B8B5C8BA61741404238C247AE5D720A74D391E7E0B7A	59B22764181C475D824B3847F1FC4F2E3EA726C62618AB02D8691B028031CC55	AE9B0EEE540CC07AA3D3FE45D445B0C71815E95D7D461C6AB615903532705D09
G06	6	244	91206244	R1	4.61799281479342	27.5382038226563	0.0044800000000000005	0.00041891100770439474	0.80474853515625	0	-0.0030999999999999986	0.0039900000000000005	False	0.004480000000000001	0.029754638671875	8.673617379884035e-19	False	1332264.0	40307.0	368.1006719	3169890304.0	world_g06_n244.mat	2D8CF901CB0E776097395E8C65A329714D53F2DD0A33C7EC7AE83385F2387B32	59B22764181C475D824B3847F1FC4F2E3EA726C62618AB02D8691B028031CC55	AE9B0EEE540CC07AA3D3FE45D445B0C71815E95D7D461C6AB615903532705D09
G06	6	244	91206244	R2	4.61799281479342	27.5382038226563	0.0044800000000000005	0.0007550741339854395	0.64404296875	0	-0.0027799999999999978	0.004360000000000003	False	0.004480000000000001	0.0419921875	8.673617379884035e-19	False	1332264.0	40307.0	368.1006719	3169890304.0	world_g06_n244.mat	2D8CF901CB0E776097395E8C65A329714D53F2DD0A33C7EC7AE83385F2387B32	59B22764181C475D824B3847F1FC4F2E3EA726C62618AB02D8691B028031CC55	AE9B0EEE540CC07AA3D3FE45D445B0C71815E95D7D461C6AB615903532705D09
G06	6	245	91206245	R1	4.61799281479342	27.5382038226563	0.0044800000000000005	-0.0036823506235688763	0.0081787109375	1	-0.0063799999999999985	-0.001069999999999998	False	0.004480000000000001	6.103515625e-05	8.673617379884035e-19	False	1332264.0	40370.0	367.9018757	3170811904.0	world_g06_n245.mat	87B4D16AE8A4255614FB546DF2BD2E522A24A3A7DD17D462EBD21C15095710DC	59B22764181C475D824B3847F1FC4F2E3EA726C62618AB02D8691B028031CC55	AE9B0EEE540CC07AA3D3FE45D445B0C71815E95D7D461C6AB615903532705D09
G06	6	245	91206245	R2	4.61799281479342	27.5382038226563	0.0044800000000000005	-0.0031273769049047573	0.04248046875	1	-0.006109999999999999	-0.00012999999999999817	False	0.004480000000000001	0.00048828125	8.673617379884035e-19	False	1332264.0	40370.0	367.9018757	3170811904.0	world_g06_n245.mat	87B4D16AE8A4255614FB546DF2BD2E522A24A3A7DD17D462EBD21C15095710DC	59B22764181C475D824B3847F1FC4F2E3EA726C62618AB02D8691B028031CC55	AE9B0EEE540CC07AA3D3FE45D445B0C71815E95D7D461C6AB615903532705D09
