arm	run	seed_index	Mpower_subject_mean	Mphase_subject_mean	Mpower_reject	Mphase_reject
Mphase_0p5	R1	63	-0.00311115944860967	-0.000382791878581457	0	1
Mphase_0p5	R2	63	-0.00187842409146246	-0.000236073979909136	0	1
Mphase_0p5	R1	64	0.000746571283886834	-0.000400244747532948	0	1
Mphase_0p5	R2	64	0.00161484548870711	-0.00038769438132046	0	1
Mphase_0p5	R1	65	0.000695087156766838	-0.000412926778469161	0	1
Mphase_0p5	R2	65	-0.00256229693422323	-0.000125481250007891	0	0
Mphase_0p5	R1	66	0.00469520098059961	-0.000232128703741597	0	0
Mphase_0p5	R2	66	0.000866403579603673	-0.000548656346118322	0	1
Mphase_0p5	R1	67	0.00222406809218784	-0.00025300937155121	0	1
Mphase_0p5	R2	67	-0.000750406445391955	-0.000387701165003956	0	1
Mphase_0p5	R1	68	0.0038234078608583	-0.000577906089738268	1	1
Mphase_0p5	R2	68	0.00184270105117399	-0.000471540825388877	0	1
Mphase_0p5	R1	69	0.00117274074366916	-0.000422730608727555	0	1
Mphase_0p5	R2	69	0.00212056117695627	-0.000309821110749528	0	1
Mphase_0p5	R1	70	0.00050639397725302	-0.000381615204569439	0	1
Mphase_0p5	R2	70	0.00126757704977117	-0.000404473422544737	0	1
Mphase_0p5	R1	71	0.00543135162619633	-0.00029100833106301	1	1
Mphase_0p5	R2	71	0.00153821938300264	-0.000299755884020672	0	0
Mphase_0p5	R1	72	0.000448946079687211	-0.000252327756332783	0	0
Mphase_0p5	R2	72	0.00172406482629628	-0.000211676010587382	0	0
Mphase_0p5	R1	73	0.000571587531979731	-0.000445971089372048	0	1
Mphase_0p5	R2	73	-0.00142790616546321	-0.000179498872255566	0	0
Mphase_0p5	R1	74	0.00359432751913189	-0.000397217026393505	0	1
Mphase_0p5	R2	74	0.00356155619052517	-0.000227878713935192	0	0
Mphase_0p5	R1	75	-0.000398446903918642	-0.000329751204074717	0	1
Mphase_0p5	R2	75	0.00203867093745583	-4.60376029033675e-05	0	0
Mphase_0p5	R1	76	0.00108619634568013	-0.000109341545981901	0	0
Mphase_0p5	R2	76	0.000559284437340864	-0.000365359666685456	0	0
Mphase_0p5	R1	77	0.00222967252093513	-0.000332938199415615	0	1
Mphase_0p5	R2	77	0.00111925297845715	-0.000152315451985456	0	0
Mphase_0p5	R1	78	-6.60617223811311e-05	-0.00026943071431204	0	1
Mphase_0p5	R2	78	-0.00195994026165096	-0.000343360003333247	0	0
Mphase_0p5	R1	79	0.000803176613174043	-0.000322087682939267	0	1
Mphase_0p5	R2	79	-0.00104167816874097	-0.000395803819256761	0	1
Mphase_0p5	R1	80	6.72128483069e-05	-0.000139402021014982	0	0
Mphase_0p5	R2	80	0.00137959481682532	-7.09912251655069e-05	0	0
Mphase_0p5	R1	81	0.000387885136589147	-0.000269058316777088	0	0
Mphase_0p5	R2	81	-0.000614777707229376	-0.00048996518027499	0	1
Mphase_0p5	R1	82	-0.0010475939102629	-0.000511642951924482	0	1
Mphase_0p5	R2	82	-0.00158083969733518	-3.13100123101375e-05	0	0
Mphase_0p5	R1	83	0.000182260404526325	-0.000253124263697334	0	0
Mphase_0p5	R2	83	-0.00657077872367336	-0.000199965371310293	1	0
Mphase_0p5	R1	84	0.000242529038816174	-0.000420932667759141	0	1
Mphase_0p5	R2	84	-0.00275439094338517	-0.000156281388097869	0	0
Mphase_0p5	R1	85	-0.00443473265129577	-0.000264473948762748	1	0
Mphase_0p5	R2	85	0.0004466820085602	0.000142234705453166	0	0
Mphase_0p5	R1	86	0.00475069010056068	-0.000236152532897714	0	0
Mphase_0p5	R2	86	0.0019849526356633	-0.000343279564043825	0	1
Mphase_0p5	R1	87	-0.0029430100768792	-0.000236664031697083	0	0
Mphase_0p5	R2	87	0.00711901604237535	-0.000499650617577745	1	1
Mphase_0p5	R1	88	-0.00120979975893032	-0.000425947617614618	0	1
Mphase_0p5	R2	88	0.000133736221355236	-4.39732800527426e-05	0	0
Mphase_0p5	R1	89	-0.00144518251408099	-0.000400697673286891	0	1
Mphase_0p5	R2	89	-0.00209984222773577	-0.000145639663523948	0	0
Mphase_0p5	R1	90	0.000487889338499254	-0.000421912783727124	0	1
Mphase_0p5	R2	90	0.0020032687703084	-0.000333234331048783	0	1
Mphase_0p5	R1	91	-0.00285864071890126	-0.000567194620873429	0	1
Mphase_0p5	R2	91	0.00215518941365316	-0.000438660152348972	0	1
Mphase_0p5	R1	92	0.00278968063380278	-0.000499395656202092	0	1
Mphase_0p5	R2	92	-0.00163925767726127	-0.000434328019318741	0	1
Mphase_0p5	R1	93	-0.0018916273054397	-0.000344467390572976	0	1
Mphase_0p5	R2	93	0.00135018051170387	-5.64234770252941e-05	0	0
Mphase_0p5	R1	94	-0.00216608752303058	-9.01191425402874e-05	0	0
Mphase_0p5	R2	94	-3.70140669429669e-05	7.53676923604281e-05	0	0
Mphase_0p5	R1	95	0.00324563874298045	-0.000215386677213453	0	0
Mphase_0p5	R2	95	0.00187138797566405	-0.000171386015111163	0	0
Mphase_0p5	R1	96	0.00293308214618667	-0.000311322008883927	0	1
Mphase_0p5	R2	96	0.00187160262895375	-6.0378221061034e-05	0	0
Mphase_0p5	R1	97	0.0026649874750265	-0.000243588498743167	0	0
Mphase_0p5	R2	97	-0.000955642241570294	0.000160294933318173	0	0
Mphase_0p5	R1	98	-8.42130224435882e-05	-0.000126081767679566	0	0
Mphase_0p5	R2	98	0.00483511872143791	-0.000318475385622813	0	0
Mphase_0p5	R1	99	-0.00209681881807578	-0.000471436013506796	0	1
Mphase_0p5	R2	99	-0.00165170602147691	-0.000255852230828942	0	0
Mphase_0p5	R1	100	0.000105669108375443	7.42793225713932e-05	0	0
Mphase_0p5	R2	100	0.002207015752185	-0.000192798176139226	0	0
Mphase_0p5	R1	101	-0.000918472791037073	-0.000211906253222576	0	0
Mphase_0p5	R2	101	0.000896208132380458	-0.000331575308095107	0	0
Mphase_0p5	R1	102	0.00296947512505498	-0.000284508216568108	0	1
Mphase_0p5	R2	102	-0.000644470327194912	-0.00022844377729113	0	0
Mphase_0p5	R1	103	0.00117833146538489	-0.000588651815711027	0	1
Mphase_0p5	R2	103	0.000892361016923181	-0.00022811222422621	0	0
Mphase_0p5	R1	104	0.00521565971219847	-0.00042643218076453	1	1
Mphase_0p5	R2	104	0.00296891306601182	-0.000131997809077487	0	0
Mphase_0p5	R1	105	-0.00268925588031666	-0.000420285065958695	0	1
Mphase_0p5	R2	105	-0.00216778652777126	-0.000378280257267085	0	1
Mphase_0p5	R1	106	-0.00105575251681283	-0.000104828141367701	0	0
Mphase_0p5	R2	106	0.00291815559275837	-0.000332987729036845	0	1
Mphase_0p5	R1	107	0.00149014144770137	-0.000186616695994738	0	0
Mphase_0p5	R2	107	0.00170834208777283	-0.000278706249168201	0	0
Mphase_0p5	R1	108	0.00114091761092297	-0.000395468653063107	0	1
Mphase_0p5	R2	108	0.00126367937389252	-0.000598680518110172	0	1
Mphase_0p5	R1	109	-0.0062507042498353	-0.000457286712459544	1	1
Mphase_0p5	R2	109	0.000252246511463677	-0.000255261211489396	0	1
Mphase_0p5	R1	110	-0.000811392491649053	-0.00057189926828587	0	1
Mphase_0p5	R2	110	-0.00181445032802576	-0.00041034614837998	0	1
Mphase_0p5	R1	111	0.00157455269349647	-0.000268709885085666	0	0
Mphase_0p5	R2	111	0.00332275507910297	-0.000325415883691876	0	0
Mphase_0p5	R1	112	-0.0014086280745865	-0.000491320853946893	0	1
Mphase_0p5	R2	112	0.00273466485226317	-0.000458042028348404	0	1
Mphase_0p5	R1	113	0.00135646789439033	-0.000268376350914241	0	1
Mphase_0p5	R2	113	-0.0026982938345818	-0.000483583863740111	0	1
Mphase_0p5	R1	114	0.00115874625835895	-0.000544890636248232	0	1
Mphase_0p5	R2	114	5.74438596360975e-05	-6.06598524298925e-05	0	0
Mphase_0p5	R1	115	-0.000790640809559362	7.805773260442e-05	0	0
Mphase_0p5	R2	115	-0.00166326529592041	9.3434856160184e-05	0	0
Mphase_0p5	R1	116	0.00217209904823649	-0.000276207464710067	0	0
Mphase_0p5	R2	116	-0.00112445595183501	-0.000215524302907733	0	0
Mphase_0p5	R1	117	-0.000291511894114957	-0.000321987130342675	0	1
Mphase_0p5	R2	117	-0.0029840950840821	-0.000369190896406989	0	0
Mphase_0p5	R1	118	-0.000796022522836008	-0.000435747836758546	0	1
Mphase_0p5	R2	118	-0.00244709302521079	-0.000191628282927638	0	0
Mphase_0p5	R1	119	-0.00223030291722982	-0.000296945430383985	0	0
Mphase_0p5	R2	119	-0.00154425061994248	-0.000473173708042431	0	1
Mphase_0p5	R1	120	0.000673943405820862	-0.000376145928349675	0	1
Mphase_0p5	R2	120	-0.00354561130384083	-0.000464775793258731	0	1
Mpower_1p5	R1	1	0.000391225217670122	0	0	0
Mpower_1p5	R2	1	0.00105934784445003	0	0	0
Mpower_1p5	R1	2	-0.00178074847240899	0	0	0
Mpower_1p5	R2	2	0.000524948775503868	0	0	0
Mpower_1p5	R1	3	-0.00048222544396863	0	0	0
Mpower_1p5	R2	3	0.000670742499669569	0	0	0
Mpower_1p5	R1	4	-0.00169605869012887	0	0	0
Mpower_1p5	R2	4	0.00119362776846733	0	0	0
Mpower_1p5	R1	5	-1.62992011964972e-05	0	0	0
Mpower_1p5	R2	5	0.000294338724482405	0	0	0
Mpower_1p5	R1	6	-0.000472343484698533	0	0	0
Mpower_1p5	R2	6	0.000216679472622174	0	0	0
Mpower_1p5	R1	7	0.000345563514742034	0	0	0
Mpower_1p5	R2	7	0.00144724902722119	0	0	0
Mpower_1p5	R1	8	-0.000278608461414717	0	0	0
Mpower_1p5	R2	8	0.000637656722536857	0	0	0
Mpower_1p5	R1	9	0.000149651514742512	0	0	0
Mpower_1p5	R2	9	0.000604539608528779	0	0	0
Mpower_1p5	R1	10	0.000356590860007328	0	0	0
Mpower_1p5	R2	10	0.00177984443090635	0	0	0
Mpower_1p5	R1	11	0.000445338914630396	0	0	0
Mpower_1p5	R2	11	0.000356795982258248	0	0	0
Mpower_1p5	R1	12	0.00158915947418166	0	0	0
Mpower_1p5	R2	12	0.000182518014133563	0	0	0
Mpower_1p5	R1	13	0.00113821914624534	0	0	0
Mpower_1p5	R2	13	-0.000431214008055903	0	0	0
Mpower_1p5	R1	14	-0.00139971026026375	0	0	0
Mpower_1p5	R2	14	-0.00246105623501572	0	0	0
Mpower_1p5	R1	15	0.000990715624593752	0	0	0
Mpower_1p5	R2	15	0.00180002155720481	0	0	0
Mpower_1p5	R1	16	-0.00111615348949222	0	0	0
Mpower_1p5	R2	16	0.00182286348454047	0	0	0
Mpower_1p5	R1	17	-0.00221993249487659	0	0	0
Mpower_1p5	R2	17	0.000933881139979747	0	0	0
Mpower_1p5	R1	18	0.00125568060662455	0	0	0
Mpower_1p5	R2	18	-0.00240813036352822	0	0	0
Mpower_1p5	R1	19	0.00263664199582557	0	1	0
Mpower_1p5	R2	19	-0.000431776927034865	0	0	0
Mpower_1p5	R1	20	-0.000536242042578104	0	0	0
Mpower_1p5	R2	20	0.000788036140604951	0	0	0
Mpower_1p5	R1	21	3.56535020397757e-05	0	0	0
Mpower_1p5	R2	21	0.00145890395186837	0	0	0
Mpower_1p5	R1	22	0.000658405720732399	0	0	0
Mpower_1p5	R2	22	-0.000410305427228781	0	0	0
Mpower_1p5	R1	23	1.96360869712589e-05	0	0	0
Mpower_1p5	R2	23	-0.000115930280957154	0	0	0
Mpower_1p5	R1	24	-0.00111922824013978	0	0	0
Mpower_1p5	R2	24	-0.00121389144127894	0	0	0
Mpower_1p5	R1	25	-0.000479282315230444	0	0	0
Mpower_1p5	R2	25	-0.000405818733177551	0	0	0
Mpower_1p5	R1	26	0.00196309032935733	0	0	0
Mpower_1p5	R2	26	-0.000522084346824395	0	0	0
Mpower_1p5	R1	27	0.00195033825222861	0	0	0
Mpower_1p5	R2	27	-0.000154405064832514	0	0	0
Mpower_1p5	R1	28	0.000537083840494727	0	0	0
Mpower_1p5	R2	28	0.00271837401667763	0	0	0
Mpower_1p5	R1	29	-0.000415106301276536	0	0	0
Mpower_1p5	R2	29	0.000439451438035943	0	0	0
Mpower_1p5	R1	30	-0.00189452493238525	0	1	0
Mpower_1p5	R2	30	0.000922436382850839	0	0	0
Mpower_1p5	R1	31	-0.000364168371846426	0	0	0
Mpower_1p5	R2	31	0.000197763140418549	0	0	0
Mpower_1p5	R1	32	0.00140281382054133	0	0	0
Mpower_1p5	R2	32	-0.00052505771773208	0	0	0
Mpower_1p5	R1	33	0.00162511989330539	0	0	0
Mpower_1p5	R2	33	-0.00404880308685151	0	1	0
Mpower_1p5	R1	34	-0.00242523811865601	0	0	0
Mpower_1p5	R2	34	0.00156508930482874	0	0	0
Mpower_1p5	R1	35	-0.000778179052465771	0	0	0
Mpower_1p5	R2	35	0.00114365690827174	0	0	0
Mpower_1p5	R1	36	-0.00194512400435857	0	0	0
Mpower_1p5	R2	36	-0.00195171025249915	0	0	0
Mpower_1p5	R1	37	-0.00146604079172646	0	0	0
Mpower_1p5	R2	37	-0.000119557586025536	0	0	0
Mpower_1p5	R1	38	-0.00159462665904296	0	0	0
Mpower_1p5	R2	38	0.000323747766026149	0	0	0
Mpower_1p5	R1	39	0.00167304983391122	0	0	0
Mpower_1p5	R2	39	0.00128139088824512	0	0	0
Mpower_1p5	R1	40	-0.000976282696453291	0	0	0
Mpower_1p5	R2	40	0.00051421031659302	0	0	0
Mpower_1p5	R1	41	0.000937748545875886	0	0	0
Mpower_1p5	R2	41	-0.00014955070131215	0	0	0
Mpower_1p5	R1	42	-0.00125860765262237	0	0	0
Mpower_1p5	R2	42	-0.0028848246598642	0	0	0
Mpower_1p5	R1	43	-0.00174628026713437	0	0	0
Mpower_1p5	R2	43	-0.0010182600156329	0	0	0
Mpower_1p5	R1	44	3.5623422596897e-06	0	0	0
Mpower_1p5	R2	44	0.00210006995723709	0	0	0
Mpower_1p5	R1	45	-0.0018994156909264	0	0	0
Mpower_1p5	R2	45	-5.19153251847947e-05	0	0	0
Mpower_1p5	R1	46	-0.00203800950868439	0	0	0
Mpower_1p5	R2	46	0.00195970983697551	0	0	0
Mpower_1p5	R1	47	-0.000461113401385181	0	0	0
Mpower_1p5	R2	47	-0.000944118075329034	0	0	0
Mpower_1p5	R1	48	-0.000929700341630452	0	0	0
Mpower_1p5	R2	48	8.29799837136348e-05	0	0	0
Mpower_1p5	R1	49	0.000433377992361898	0	0	0
Mpower_1p5	R2	49	0.00259603075134361	0	0	0
Mpower_1p5	R1	50	-0.00043530706310746	0	0	0
Mpower_1p5	R2	50	-0.00275470996403663	0	0	0
Mpower_1p5	R1	51	0.000286546158326653	0	0	0
Mpower_1p5	R2	51	-0.00247026251155552	0	1	0
Mpower_1p5	R1	52	-0.00043534380693513	0	0	0
Mpower_1p5	R2	52	-0.000600346464208987	0	0	0
Mpower_1p5	R1	53	0.000566759261277436	0	0	0
Mpower_1p5	R2	53	-0.00264595217918481	0	0	0
Mpower_1p5	R1	54	-0.0011882248497054	0	0	0
Mpower_1p5	R2	54	-0.00257145622312504	0	0	0
Mpower_1p5	R1	55	0.000440845897791955	0	0	0
Mpower_1p5	R2	55	-0.00025314863654756	0	0	0
Mpower_1p5	R1	56	-0.00113843421085927	0	0	0
Mpower_1p5	R2	56	0.00182738026987582	0	1	0
Mpower_1p5	R1	57	-0.00166356643439618	0	0	0
Mpower_1p5	R2	57	0.00146261231013386	0	0	0
Mpower_1p5	R1	58	-4.25928836240182e-05	0	0	0
Mpower_1p5	R2	58	-0.000492894919371608	0	0	0
Mpower_1p5	R1	59	-0.00026727238880248	0	0	0
Mpower_1p5	R2	59	-0.00234027482477531	0	0	0
Mpower_1p5	R1	60	-0.00210267996192904	0	0	0
Mpower_1p5	R2	60	-0.000984248268264525	0	0	0
Mpower_1p5	R1	61	0.0019853011662121	0	0	0
Mpower_1p5	R2	61	-0.00115032002044001	0	0	0
Mpower_1p5	R1	62	-0.000787219865858036	0	0	0
Mpower_1p5	R2	62	-0.000224663603090299	0	0	0
Mpower_1p5	R1	63	-0.00189340564875647	0	0	0
Mpower_1p5	R2	63	0.00106860483402465	0	0	0
Mpower_1p5	R1	64	0.0011096808462339	0	0	0
Mpower_1p5	R2	64	-0.0015717399544704	0	0	0
Mpower_1p5	R1	65	3.22516403459571e-05	0	0	0
Mpower_1p5	R2	65	-0.00148248900319099	0	0	0
Mpower_1p5	R1	66	0.00129641484644763	0	0	0
Mpower_1p5	R2	66	0.000907796509493387	0	0	0
Mpower_1p5	R1	67	0.00108086906827205	0	0	0
Mpower_1p5	R2	67	-0.00140977206854332	0	0	0
Mpower_1p5	R1	68	-0.000255106725049884	0	0	0
Mpower_1p5	R2	68	0.00191455333588634	0	0	0
Mpower_1p5	R1	69	0.000720321340839969	0	0	0
Mpower_1p5	R2	69	0.00241713028389279	0	0	0
Mpower_1p5	R1	70	0.000221366849473735	0	0	0
Mpower_1p5	R2	70	-0.00223263889925158	0	0	0
Mpower_1p5	R1	71	0.00106187171871798	0	0	0
Mpower_1p5	R2	71	0.00151002244099227	0	0	0
Mpower_1p5	R1	72	0.000766132546747906	0	0	0
Mpower_1p5	R2	72	-1.69956827889647e-05	0	0	0
Mpower_1p5	R1	73	-0.00144788475309274	0	0	0
Mpower_1p5	R2	73	-0.000358806038075116	0	0	0
Mpower_1p5	R1	74	-0.00161869539527342	0	0	0
Mpower_1p5	R2	74	0.00244763028667104	0	0	0
Mpower_1p5	R1	75	-0.000594048368629408	0	0	0
Mpower_1p5	R2	75	-0.00136617228457891	0	0	0
Mpower_1p5	R1	76	0.00194135484202184	0	0	0
Mpower_1p5	R2	76	-1.34112523593318e-05	0	0	0
Mpower_1p5	R1	77	-0.000222281841485701	0	0	0
Mpower_1p5	R2	77	-0.00314419428362317	0	1	0
Mpower_1p5	R1	78	-0.00239725409514269	0	0	0
Mpower_1p5	R2	78	8.85624436666113e-05	0	0	0
Mpower_1p5	R1	79	0.00125307096593485	0	0	0
Mpower_1p5	R2	79	-0.000280787975533461	0	0	0
Mpower_1p5	R1	80	0.000303517590522738	0	0	0
Mpower_1p5	R2	80	0.00123650455249597	0	0	0
Mpower_1p5	R1	81	-0.00111078635713648	0	0	0
Mpower_1p5	R2	81	-0.00121798360695561	0	0	0
Mpower_1p5	R1	82	0.000259938532093834	0	0	0
Mpower_1p5	R2	82	0.000127716594952273	0	0	0
Mpower_1p5	R1	83	-0.00042557909063704	0	0	0
Mpower_1p5	R2	83	-0.00225479366301045	0	0	0
Mpower_1p5	R1	84	-0.00142926238350657	0	0	0
Mpower_1p5	R2	84	-0.00232860111983227	0	0	0
Mpower_1p5	R1	85	-0.000737081035254504	0	0	0
Mpower_1p5	R2	85	0.000484442239617746	0	0	0
Mpower_1p5	R1	86	-0.000511872629492767	0	0	0
Mpower_1p5	R2	86	0.00136320355716805	0	0	0
Mpower_1p5	R1	87	0.000354477772209619	0	0	0
Mpower_1p5	R2	87	0.00166498758737542	0	0	0
Mpower_1p5	R1	88	-0.0022335346916738	0	0	0
Mpower_1p5	R2	88	-0.00102483118844556	0	0	0
Mpower_1p5	R1	89	-0.000543259089563765	0	0	0
Mpower_1p5	R2	89	0.000111915733070929	0	0	0
Mpower_1p5	R1	90	-0.000126903026882682	0	0	0
Mpower_1p5	R2	90	-0.000623059241099722	0	0	0
Mpower_1p5	R1	91	-0.00217140155774742	0	0	0
Mpower_1p5	R2	91	0.00052644848124742	0	0	0
Mpower_1p5	R1	92	0.00107002511461472	0	0	0
Mpower_1p5	R2	92	0.000376645992247718	0	0	0
Mpower_1p5	R1	93	-0.000329914958110331	0	0	0
Mpower_1p5	R2	93	0.00206288711480339	0	0	0
Mpower_1p5	R1	94	-0.000929200222292122	0	0	0
Mpower_1p5	R2	94	-0.00104485531802664	0	0	0
Mpower_1p5	R1	95	-0.000352656462119943	0	0	0
Mpower_1p5	R2	95	-0.000171275642354828	0	0	0
Mpower_1p5	R1	96	-0.000279569228123164	0	0	0
Mpower_1p5	R2	96	0.000780616465041517	0	0	0
Mpower_1p5	R1	97	-0.00194761237175834	0	0	0
Mpower_1p5	R2	97	0.00034240153614156	0	0	0
Mpower_1p5	R1	98	0.000761067709772843	0	0	0
Mpower_1p5	R2	98	0.0018130384079962	0	0	0
Mpower_1p5	R1	99	0.000307601391852615	0	0	0
Mpower_1p5	R2	99	-0.000129320725240056	0	0	0
Mpower_1p5	R1	100	0.000244155330325927	0	0	0
Mpower_1p5	R2	100	-0.000875541365779777	0	0	0
Mpower_1p5	R1	101	-0.000312299321069022	0	0	0
Mpower_1p5	R2	101	0.00103898418097359	0	0	0
Mpower_1p5	R1	102	0.0019588359904151	0	0	0
Mpower_1p5	R2	102	0.000380246011838184	0	0	0
Mpower_1p5	R1	103	-0.000484293356436487	0	0	0
Mpower_1p5	R2	103	0.00101769399991942	0	0	0
Mpower_1p5	R1	104	0.00132981247418959	0	0	0
Mpower_1p5	R2	104	0.000374477079555171	0	0	0
Mpower_1p5	R1	105	-0.00364818995499324	0	1	0
Mpower_1p5	R2	105	-0.00357183738253529	0	1	0
Mpower_1p5	R1	106	0.000623305108397458	0	0	0
Mpower_1p5	R2	106	0.000397017394489207	0	0	0
Mpower_1p5	R1	107	0.000896811270301019	0	0	0
Mpower_1p5	R2	107	-0.000726827526577683	0	0	0
Mpower_1p5	R1	108	-0.00170610451066959	0	0	0
Mpower_1p5	R2	108	-0.00196466715281721	0	0	0
Mpower_1p5	R1	109	-0.00269225566923906	0	0	0
Mpower_1p5	R2	109	0.00202834820403068	0	0	0
Mpower_1p5	R1	110	0.000811230450028205	0	0	0
Mpower_1p5	R2	110	0.000713015074781144	0	0	0
Mpower_1p5	R1	111	-0.00120250869800871	0	0	0
Mpower_1p5	R2	111	-0.000195096443734705	0	0	0
Mpower_1p5	R1	112	0.000380638615228367	0	0	0
Mpower_1p5	R2	112	0.0010019714612729	0	0	0
Mpower_1p5	R1	113	0.00120308337293846	0	0	0
Mpower_1p5	R2	113	0.000593582031259596	0	0	0
Mpower_1p5	R1	114	-0.0013448967538066	0	0	0
Mpower_1p5	R2	114	0.00302250298918113	0	0	0
Mpower_1p5	R1	115	0.00125490394011708	0	0	0
Mpower_1p5	R2	115	0.00105071849878822	0	0	0
Mpower_1p5	R1	116	-0.000104583807729728	0	0	0
Mpower_1p5	R2	116	-2.38302423386537e-05	0	0	0
Mpower_1p5	R1	117	0.00115627676509443	0	0	0
Mpower_1p5	R2	117	-0.00155104367141052	0	0	0
Mpower_1p5	R1	118	-0.00068554992054845	0	0	0
Mpower_1p5	R2	118	-0.00404290308972211	0	1	0
Mpower_1p5	R1	119	0.00088442342211014	0	0	0
Mpower_1p5	R2	119	5.14897904915726e-05	0	0	0
Mpower_1p5	R1	120	0.000738719960427445	0	0	0
Mpower_1p5	R2	120	0.000817962240500259	0	0	0
corner_probe_G06	R1	1	-0.000711408216982748	0	0	0
corner_probe_G06	R2	1	-0.00198841168210173	0	0	0
corner_probe_G06	R1	2	-0.000684729346003516	0	0	0
corner_probe_G06	R2	2	-0.0014137666564633	0	0	0
corner_probe_G06	R1	3	-0.000221515709735599	0	0	0
corner_probe_G06	R2	3	0.000448263653287284	0	0	0
corner_probe_G06	R1	4	0.000833166202060237	0	0	0
corner_probe_G06	R2	4	0.000316725256649137	0	0	0
corner_probe_G06	R1	5	0.00269853622947424	0	0	0
corner_probe_G06	R2	5	0.00148732379094001	0	0	0
corner_probe_G06	R1	6	-0.000912199134118982	0	0	0
corner_probe_G06	R2	6	-0.00144194980874484	0	0	0
corner_probe_G06	R1	7	0.000194821810739645	0	0	0
corner_probe_G06	R2	7	-0.00133919961617719	0	0	0
corner_probe_G06	R1	8	-0.000872392244845625	0	0	0
corner_probe_G06	R2	8	0.000345612799569409	0	0	0
corner_probe_G06	R1	9	-0.00254280508228939	0	0	0
corner_probe_G06	R2	9	0.000375623061097975	0	0	0
corner_probe_G06	R1	10	-4.18402059385915e-07	0	0	0
corner_probe_G06	R2	10	-0.000353439901137948	0	0	0
corner_probe_G06	R1	11	-0.000538238243519109	0	0	0
corner_probe_G06	R2	11	-0.0029282795290182	0	1	0
corner_probe_G06	R1	12	0.000725118736730889	0	0	0
corner_probe_G06	R2	12	-0.00119636004551019	0	0	0
corner_probe_G06	R1	13	0.00115612954226721	0	0	0
corner_probe_G06	R2	13	-1.8807159694979e-05	0	0	0
corner_probe_G06	R1	14	-0.000658288416455651	0	0	0
corner_probe_G06	R2	14	0.00160291662109732	0	0	0
corner_probe_G06	R1	15	0.00269352266829049	0	0	0
corner_probe_G06	R2	15	-0.00165383179524019	0	0	0
corner_probe_G06	R1	16	-0.00200496646511988	0	0	0
corner_probe_G06	R2	16	-0.000658702797664712	0	0	0
corner_probe_G06	R1	17	0.000721182153188387	0	0	0
corner_probe_G06	R2	17	-0.000405186904740932	0	0	0
corner_probe_G06	R1	18	-0.000296739410014299	0	0	0
corner_probe_G06	R2	18	-0.000933050921574814	0	0	0
corner_probe_G06	R1	19	-0.00103764267074809	0	0	0
corner_probe_G06	R2	19	0.00151612391636099	0	0	0
corner_probe_G06	R1	20	-0.000548122199877669	0	0	0
corner_probe_G06	R2	20	0.00228110407471289	0	0	0
corner_probe_G06	R1	21	0.000283916956143648	0	0	0
corner_probe_G06	R2	21	0.00229237278263358	0	0	0
corner_probe_G06	R1	22	-0.00195983253700301	0	0	0
corner_probe_G06	R2	22	0.000137824998646254	0	0	0
corner_probe_G06	R1	23	-0.00316479037859818	0	0	0
corner_probe_G06	R2	23	-0.00164653018043727	0	0	0
corner_probe_G06	R1	24	-6.12636291090171e-05	0	0	0
corner_probe_G06	R2	24	-0.0014095649543639	0	0	0
corner_probe_G06	R1	25	-0.000493594721246125	0	0	0
corner_probe_G06	R2	25	-0.00318510776326006	0	1	0
corner_probe_G06	R1	26	-0.000878790084168383	0	0	0
corner_probe_G06	R2	26	-0.000184231201652996	0	0	0
corner_probe_G06	R1	27	-0.00169584876074209	0	0	0
corner_probe_G06	R2	27	-0.0018736853308111	0	0	0
corner_probe_G06	R1	28	0.000106850758898106	0	0	0
corner_probe_G06	R2	28	-0.00101629336542237	0	0	0
corner_probe_G06	R1	29	-0.00228985969426313	0	0	0
corner_probe_G06	R2	29	0.000335317853175127	0	0	0
corner_probe_G06	R1	30	-0.000532377674963438	0	0	0
corner_probe_G06	R2	30	0.000968629057710344	0	0	0
corner_probe_G06	R1	31	-0.00178794899304286	0	0	0
corner_probe_G06	R2	31	-0.000987707073885619	0	0	0
corner_probe_G06	R1	32	-0.000199155757750637	0	0	0
corner_probe_G06	R2	32	-0.00192380600268961	0	0	0
corner_probe_G06	R1	33	-0.00128104557406409	0	0	0
corner_probe_G06	R2	33	-0.000371858112354758	0	0	0
corner_probe_G06	R1	34	-4.95665486076126e-05	0	0	0
corner_probe_G06	R2	34	-0.00138453012303039	0	0	0
corner_probe_G06	R1	35	0.000912464117468545	0	0	0
corner_probe_G06	R2	35	-0.00128925997013818	0	0	0
corner_probe_G06	R1	36	-0.00110423627793909	0	0	0
corner_probe_G06	R2	36	0.001461055508047	0	0	0
corner_probe_G06	R1	37	0.000430248373409217	0	0	0
corner_probe_G06	R2	37	-0.000188270985025853	0	0	0
corner_probe_G06	R1	38	-0.00100109238024985	0	0	0
corner_probe_G06	R2	38	-0.000130794575757868	0	0	0
corner_probe_G06	R1	39	0.000941731491122698	0	0	0
corner_probe_G06	R2	39	-0.0010846969144533	0	0	0
corner_probe_G06	R1	40	0.00086896486951566	0	0	0
corner_probe_G06	R2	40	0.000266498163697393	0	0	0
corner_probe_G06	R1	41	0.000608209150969233	0	0	0
corner_probe_G06	R2	41	-0.000642192898525622	0	0	0
corner_probe_G06	R1	42	0.000361691132433285	0	0	0
