seed_index	world_seed	run_kind	arm	J_contract	reducer	run	n_subjects	observed	p_two_sided	studentization_sd	subject_statistic_skewness	n_positive	n_negative	n_zero	positive_fraction	effective_contract_sha256	background_world_sha256
23	20860850	formal	J256_high	256	median	R2	13	-0.000290675468949617	0.013916015625	0.000121428101021327	1.42492691411675	2	11	0	0.153846153846154	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	03AA0340A3258499D5CA6283BBB96EF6A8A35A4EA2BEA843589726AC397612CC
23	20860850	formal	J256_high	256	mean	R1	16	-0.00011181435228629	0.2825927734375	0.00010120282581154	0.922708354339152	3	13	0	0.1875	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	03AA0340A3258499D5CA6283BBB96EF6A8A35A4EA2BEA843589726AC397612CC
23	20860850	formal	J256_high	256	mean	R2	13	-4.22645005613225e-05	0.616943359375	8.16258327498986e-05	0.863478412188607	5	8	0	0.384615384615385	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	03AA0340A3258499D5CA6283BBB96EF6A8A35A4EA2BEA843589726AC397612CC
24	20860851	formal	J32_reference	32	median	R1	16	-0.000258074537983644	0.0042724609375	9.60226029723248e-05	0.665801817984678	3	13	0	0.1875	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	302975CC38689B83BFBF5CE300F26E6E0B7B29CB316144C866601F7C0991D8F5
24	20860851	formal	J32_reference	32	median	R2	13	-0.000332790538412718	0.02099609375	0.000150055016132543	0.0183169342707733	2	11	0	0.153846153846154	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	302975CC38689B83BFBF5CE300F26E6E0B7B29CB316144C866601F7C0991D8F5
24	20860851	formal	J32_reference	32	mean	R1	16	-6.30846321176866e-05	0.46588134765625	8.36278003729919e-05	1.0746470417878	4	12	0	0.25	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	302975CC38689B83BFBF5CE300F26E6E0B7B29CB316144C866601F7C0991D8F5
24	20860851	formal	J32_reference	32	mean	R2	13	-0.000150496103480063	0.20458984375	0.000116332495362951	0.769118922841033	4	9	0	0.307692307692308	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	302975CC38689B83BFBF5CE300F26E6E0B7B29CB316144C866601F7C0991D8F5
24	20860851	formal	J256_high	256	median	R1	16	-0.000230161728569461	0.00433349609375	8.53093910803497e-05	0.49491180230721	3	13	0	0.1875	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	302975CC38689B83BFBF5CE300F26E6E0B7B29CB316144C866601F7C0991D8F5
24	20860851	formal	J256_high	256	median	R2	13	-0.000328210625103796	0.0185546875	0.000144934223137663	0.334621313269844	3	10	0	0.230769230769231	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	302975CC38689B83BFBF5CE300F26E6E0B7B29CB316144C866601F7C0991D8F5
24	20860851	formal	J256_high	256	mean	R1	16	-7.2993494897892e-05	0.413848876953125	8.67186421104254e-05	1.07467187965954	5	11	0	0.3125	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	302975CC38689B83BFBF5CE300F26E6E0B7B29CB316144C866601F7C0991D8F5
24	20860851	formal	J256_high	256	mean	R2	13	-0.000130163413414742	0.2919921875	0.000120271237647943	0.978202020033394	4	9	0	0.307692307692308	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	302975CC38689B83BFBF5CE300F26E6E0B7B29CB316144C866601F7C0991D8F5
25	20860852	formal	J32_reference	32	median	R1	16	-0.000218628730474872	0.035736083984375	0.00010698409024789	-0.0598870998941644	5	11	0	0.3125	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	E14C8568322A10611B83F22369781FDF6FE5FE1C87997EC8FBACCBA248B14863
25	20860852	formal	J32_reference	32	median	R2	13	-0.000139999010901377	0.078369140625	7.97027880613909e-05	0.313688567811268	5	8	0	0.384615384615385	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	E14C8568322A10611B83F22369781FDF6FE5FE1C87997EC8FBACCBA248B14863
25	20860852	formal	J32_reference	32	mean	R1	16	-7.39354918994093e-05	0.47119140625	9.91779536874923e-05	0.0688981999135017	6	10	0	0.375	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	E14C8568322A10611B83F22369781FDF6FE5FE1C87997EC8FBACCBA248B14863
25	20860852	formal	J32_reference	32	mean	R2	13	0.000102786519952676	0.251953125	8.78454660558496e-05	-0.125048809850385	9	4	0	0.692307692307692	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	E14C8568322A10611B83F22369781FDF6FE5FE1C87997EC8FBACCBA248B14863
25	20860852	formal	J256_high	256	median	R1	16	-0.000191070258185783	0.052764892578125	9.98685565154781e-05	-0.0418514366862093	6	10	0	0.375	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	E14C8568322A10611B83F22369781FDF6FE5FE1C87997EC8FBACCBA248B14863
25	20860852	formal	J256_high	256	median	R2	13	-0.000215472390251302	0.0146484375	9.0931569557406e-05	0.573499607661931	3	10	0	0.230769230769231	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	E14C8568322A10611B83F22369781FDF6FE5FE1C87997EC8FBACCBA248B14863
25	20860852	formal	J256_high	256	mean	R1	16	-6.01340563633709e-05	0.538299560546875	9.46051107007995e-05	0.0426396207714525	8	8	0	0.5	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	E14C8568322A10611B83F22369781FDF6FE5FE1C87997EC8FBACCBA248B14863
25	20860852	formal	J256_high	256	mean	R2	13	8.82625699067795e-05	0.3291015625	8.81733232132647e-05	-0.267589282012911	8	5	0	0.615384615384615	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	E14C8568322A10611B83F22369781FDF6FE5FE1C87997EC8FBACCBA248B14863
26	20860853	formal	J32_reference	32	median	R1	16	-0.000208030869099329	0.029876708984375	9.82167243122993e-05	1.11099598940735	3	13	0	0.1875	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	D6EE1F02A0855BDB243D85B7AFB46E6F580D7EE00482B6396B713D47F2B9BD31
26	20860853	formal	J32_reference	32	median	R2	13	-0.000228285478778631	0.022705078125	0.000105622510523034	-0.0505984691042889	3	10	0	0.230769230769231	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	D6EE1F02A0855BDB243D85B7AFB46E6F580D7EE00482B6396B713D47F2B9BD31
26	20860853	formal	J32_reference	32	mean	R1	16	3.23845417809268e-05	0.699859619140625	7.69290551660777e-05	0.816458422713954	8	8	0	0.5	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	D6EE1F02A0855BDB243D85B7AFB46E6F580D7EE00482B6396B713D47F2B9BD31
26	20860853	formal	J32_reference	32	mean	R2	13	-0.000118614908286337	0.301025390625	0.000112452909937241	0.344205721751575	5	8	0	0.384615384615385	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	D6EE1F02A0855BDB243D85B7AFB46E6F580D7EE00482B6396B713D47F2B9BD31
26	20860853	formal	J256_high	256	median	R1	16	-0.000173095794189957	0.067718505859375	9.52123570530517e-05	0.686105189732054	5	11	0	0.3125	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	D6EE1F02A0855BDB243D85B7AFB46E6F580D7EE00482B6396B713D47F2B9BD31
26	20860853	formal	J256_high	256	median	R2	13	-0.000213984442626326	0.025146484375	9.7760374181908e-05	0.672089707014959	3	10	0	0.230769230769231	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	D6EE1F02A0855BDB243D85B7AFB46E6F580D7EE00482B6396B713D47F2B9BD31
26	20860853	formal	J256_high	256	mean	R1	16	8.41223688304288e-06	0.9166259765625	7.5650301870609e-05	0.165528271431215	8	8	0	0.5	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	D6EE1F02A0855BDB243D85B7AFB46E6F580D7EE00482B6396B713D47F2B9BD31
26	20860853	formal	J256_high	256	mean	R2	13	-0.000125031735799185	0.303466796875	0.000118017569486719	0.109799910394436	5	8	0	0.384615384615385	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	D6EE1F02A0855BDB243D85B7AFB46E6F580D7EE00482B6396B713D47F2B9BD31
27	20860854	formal	J32_reference	32	median	R1	16	-0.000168742276295231	0.1163330078125	0.000107386830925251	0.231818663221631	6	10	0	0.375	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	0D0C322673C933FD067CD9C362EB7D8844EE70CDDF7589116BE41C0A052A21BB
27	20860854	formal	J32_reference	32	median	R2	13	-0.000188673054780129	0.098388671875	0.000113297273909122	-0.0368997559326598	3	10	0	0.230769230769231	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	0D0C322673C933FD067CD9C362EB7D8844EE70CDDF7589116BE41C0A052A21BB
27	20860854	formal	J32_reference	32	mean	R1	16	1.34575080427192e-05	0.893768310546875	9.77750103768087e-05	-0.179638567753596	9	7	0	0.5625	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	0D0C322673C933FD067CD9C362EB7D8844EE70CDDF7589116BE41C0A052A21BB
27	20860854	formal	J32_reference	32	mean	R2	13	-4.6822398257339e-05	0.684326171875	0.000109005569826153	0.0326984909025082	7	6	0	0.538461538461538	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	0D0C322673C933FD067CD9C362EB7D8844EE70CDDF7589116BE41C0A052A21BB
27	20860854	formal	J256_high	256	median	R1	16	-0.000186892367255997	0.077667236328125	0.000106077921756175	0.0944635569863816	5	11	0	0.3125	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	0D0C322673C933FD067CD9C362EB7D8844EE70CDDF7589116BE41C0A052A21BB
27	20860854	formal	J256_high	256	median	R2	13	-0.000162674516310092	0.22021484375	0.000128971867785406	-0.0167596699484808	4	9	0	0.307692307692308	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	0D0C322673C933FD067CD9C362EB7D8844EE70CDDF7589116BE41C0A052A21BB
27	20860854	formal	J256_high	256	mean	R1	16	-5.42859665963997e-06	0.95794677734375	9.72596474432974e-05	-0.156927571791256	9	7	0	0.5625	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	0D0C322673C933FD067CD9C362EB7D8844EE70CDDF7589116BE41C0A052A21BB
27	20860854	formal	J256_high	256	mean	R2	13	-2.72310565753861e-05	0.8115234375	0.000108297506610921	0.364732628600388	6	7	0	0.461538461538462	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	0D0C322673C933FD067CD9C362EB7D8844EE70CDDF7589116BE41C0A052A21BB
28	20860855	formal	J32_reference	32	median	R1	16	0.000118695453847378	0.517181396484375	0.000138671369125513	2.5668802091484	7	9	0	0.4375	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	43207DF2E78A0C65692BC0A48DCD55E9508995FB639B14C110C17E80A83B8514
28	20860855	formal	J32_reference	32	median	R2	13	-0.000164777976594406	0.02685546875	7.68105407588605e-05	0.511328906741572	3	10	0	0.230769230769231	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	43207DF2E78A0C65692BC0A48DCD55E9508995FB639B14C110C17E80A83B8514
28	20860855	formal	J32_reference	32	mean	R1	16	0.00019537768051141	0.037353515625	0.00010548757611048	1.89740572202184	11	5	0	0.6875	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	43207DF2E78A0C65692BC0A48DCD55E9508995FB639B14C110C17E80A83B8514
28	20860855	formal	J32_reference	32	mean	R2	13	-3.12123467806037e-05	0.66552734375	6.98046986530014e-05	0.417979388870061	6	7	0	0.461538461538462	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	43207DF2E78A0C65692BC0A48DCD55E9508995FB639B14C110C17E80A83B8514
28	20860855	formal	J256_high	256	median	R1	16	8.06772985947337e-05	0.764312744140625	0.000144781123490316	2.81637344000013	6	10	0	0.375	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	43207DF2E78A0C65692BC0A48DCD55E9508995FB639B14C110C17E80A83B8514
28	20860855	formal	J256_high	256	median	R2	13	-0.000172668458438552	0.031982421875	8.22809533594792e-05	1.27646679345412	2	11	0	0.153846153846154	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	43207DF2E78A0C65692BC0A48DCD55E9508995FB639B14C110C17E80A83B8514
28	20860855	formal	J256_high	256	mean	R1	16	0.000168896193049398	0.12841796875	0.00010985633449886	1.80734334530795	11	5	0	0.6875	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	43207DF2E78A0C65692BC0A48DCD55E9508995FB639B14C110C17E80A83B8514
28	20860855	formal	J256_high	256	mean	R2	13	-2.82323051757138e-05	0.696044921875	6.87338812906453e-05	0.703699737579183	6	7	0	0.461538461538462	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	43207DF2E78A0C65692BC0A48DCD55E9508995FB639B14C110C17E80A83B8514
29	20860856	formal	J32_reference	32	median	R1	16	-0.000251600082525759	0.00262451171875	9.10295768318039e-05	0.0876455311582243	2	14	0	0.125	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	E08D99779F625BAC23CC0592DA18D305C8FD0D7259A83BAF21DBDDF92FB7851D
29	20860856	formal	J32_reference	32	median	R2	13	-0.000303069547990121	0.0029296875	0.000120645148860554	-0.852370085399329	2	11	0	0.153846153846154	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	E08D99779F625BAC23CC0592DA18D305C8FD0D7259A83BAF21DBDDF92FB7851D
29	20860856	formal	J32_reference	32	mean	R1	16	-2.44520237516232e-05	0.68499755859375	5.65345778199415e-05	-0.451946777323884	8	8	0	0.5	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	E08D99779F625BAC23CC0592DA18D305C8FD0D7259A83BAF21DBDDF92FB7851D
29	20860856	formal	J32_reference	32	mean	R2	13	-0.000155391520875317	0.1640625	0.000109828254149046	-0.257167595846525	5	8	0	0.384615384615385	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	E08D99779F625BAC23CC0592DA18D305C8FD0D7259A83BAF21DBDDF92FB7851D
29	20860856	formal	J256_high	256	median	R1	16	-0.000252616134538038	0.00347900390625	9.35427455315011e-05	0.117398049538515	2	14	0	0.125	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	E08D99779F625BAC23CC0592DA18D305C8FD0D7259A83BAF21DBDDF92FB7851D
29	20860856	formal	J256_high	256	median	R2	13	-0.000315710834874737	0.00341796875	0.000126836903752401	-0.986515896174928	3	10	0	0.230769230769231	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	E08D99779F625BAC23CC0592DA18D305C8FD0D7259A83BAF21DBDDF92FB7851D
29	20860856	formal	J256_high	256	mean	R1	16	-3.6842847298069e-05	0.53302001953125	5.67302921486809e-05	0.089977957840143	7	9	0	0.4375	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	E08D99779F625BAC23CC0592DA18D305C8FD0D7259A83BAF21DBDDF92FB7851D
29	20860856	formal	J256_high	256	mean	R2	13	-0.000133377577506609	0.222900390625	0.000105673439840958	-0.64908985645654	5	8	0	0.384615384615385	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	E08D99779F625BAC23CC0592DA18D305C8FD0D7259A83BAF21DBDDF92FB7851D
30	20860857	formal	J32_reference	32	median	R1	16	-0.000190086381738947	0.054656982421875	0.00010008840717431	0.423712777065247	5	11	0	0.3125	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	F429E555933864C94784F0D75656A5351F30F979397E9FDA90DA49194BA1AAA6
30	20860857	formal	J32_reference	32	median	R2	13	-8.80433407729535e-05	0.518798828125	0.000124834765849013	-0.5373484983103	5	8	0	0.384615384615385	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	F429E555933864C94784F0D75656A5351F30F979397E9FDA90DA49194BA1AAA6
30	20860857	formal	J32_reference	32	mean	R1	16	-8.06159689006738e-06	0.934600830078125	9.37492659670864e-05	-0.308137619382317	8	8	0	0.5	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	F429E555933864C94784F0D75656A5351F30F979397E9FDA90DA49194BA1AAA6
30	20860857	formal	J32_reference	32	mean	R2	13	1.99229349360939e-06	0.98583984375	9.54674785987928e-05	-1.51474221447883	7	6	0	0.538461538461538	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	F429E555933864C94784F0D75656A5351F30F979397E9FDA90DA49194BA1AAA6
30	20860857	formal	J256_high	256	median	R1	16	-0.000216019192866673	0.033203125	0.000105104684405485	-0.314536987301665	4	12	0	0.25	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	F429E555933864C94784F0D75656A5351F30F979397E9FDA90DA49194BA1AAA6
30	20860857	formal	J256_high	256	median	R2	13	-0.000135679292106389	0.3369140625	0.000132676226366641	-0.245888673533561	5	8	0	0.384615384615385	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	F429E555933864C94784F0D75656A5351F30F979397E9FDA90DA49194BA1AAA6
30	20860857	formal	J256_high	256	mean	R1	16	-7.4901810809661e-06	0.940155029296875	9.4317388675288e-05	-0.816476458603098	9	7	0	0.5625	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	F429E555933864C94784F0D75656A5351F30F979397E9FDA90DA49194BA1AAA6
30	20860857	formal	J256_high	256	mean	R2	13	-1.61538977701708e-05	0.898681640625	9.61816272633561e-05	-1.52883249627347	6	7	0	0.461538461538462	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	F429E555933864C94784F0D75656A5351F30F979397E9FDA90DA49194BA1AAA6
31	20860858	formal	J32_reference	32	median	R1	16	-0.000220478547330221	0.1026611328125	0.00013453268990619	0.371350456379317	4	12	0	0.25	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	C4C34BF563780E920D0FFC09B6BCD84C948E6B1058038826958BC389F24B373F
31	20860858	formal	J32_reference	32	median	R2	13	-6.0480994405209e-05	0.591796875	0.000107214481606122	0.76940602524693	5	8	0	0.384615384615385	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	C4C34BF563780E920D0FFC09B6BCD84C948E6B1058038826958BC389F24B373F
31	20860858	formal	J32_reference	32	mean	R1	16	-9.4813571709387e-05	0.343536376953125	9.7533734283601e-05	0.770037968471034	5	11	0	0.3125	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	C4C34BF563780E920D0FFC09B6BCD84C948E6B1058038826958BC389F24B373F
31	20860858	formal	J32_reference	32	mean	R2	13	2.00666665919542e-05	0.8525390625	0.000101973582922249	0.00515871973754314	7	6	0	0.538461538461538	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	C4C34BF563780E920D0FFC09B6BCD84C948E6B1058038826958BC389F24B373F
31	20860858	formal	J256_high	256	median	R1	16	-0.000209435747821308	0.08148193359375	0.000120037323961856	0.510391904098924	5	11	0	0.3125	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	C4C34BF563780E920D0FFC09B6BCD84C948E6B1058038826958BC389F24B373F
31	20860858	formal	J256_high	256	median	R2	13	-2.53292203074363e-05	0.8369140625	0.000116501225898232	0.432328428332918	6	7	0	0.461538461538462	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	C4C34BF563780E920D0FFC09B6BCD84C948E6B1058038826958BC389F24B373F
31	20860858	formal	J256_high	256	mean	R1	16	-9.7419870381823e-05	0.316802978515625	9.49309692385753e-05	0.935465539743122	5	11	0	0.3125	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	C4C34BF563780E920D0FFC09B6BCD84C948E6B1058038826958BC389F24B373F
31	20860858	formal	J256_high	256	mean	R2	13	2.93588310808976e-05	0.771728515625	9.69485372055506e-05	0.113261298566487	6	7	0	0.461538461538462	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	C4C34BF563780E920D0FFC09B6BCD84C948E6B1058038826958BC389F24B373F
32	20860859	formal	J32_reference	32	median	R1	16	-0.000242309120703419	0.039581298828125	0.000118650432763447	0.812352195662655	4	12	0	0.25	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	46AB1B35AD66F470B31BEAC6F369FDC1CDBD18DF39D93602F2866FEF6E9CF75D
32	20860859	formal	J32_reference	32	median	R2	13	-0.000288542877280094	0.014404296875	0.000125946503281057	-0.227157794096703	3	10	0	0.230769230769231	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	46AB1B35AD66F470B31BEAC6F369FDC1CDBD18DF39D93602F2866FEF6E9CF75D
32	20860859	formal	J32_reference	32	mean	R1	16	-3.69888177396051e-05	0.741790771484375	0.000105990442203977	1.41387281023058	4	12	0	0.25	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	46AB1B35AD66F470B31BEAC6F369FDC1CDBD18DF39D93602F2866FEF6E9CF75D
32	20860859	formal	J32_reference	32	mean	R2	13	-0.000178446213379103	0.171875	0.000128248294492881	0.446946165077975	3	10	0	0.230769230769231	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	46AB1B35AD66F470B31BEAC6F369FDC1CDBD18DF39D93602F2866FEF6E9CF75D
32	20860859	formal	J256_high	256	median	R1	16	-0.00020283460738786	0.0458984375	0.000102602609444167	0.838688235469884	4	12	0	0.25	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	46AB1B35AD66F470B31BEAC6F369FDC1CDBD18DF39D93602F2866FEF6E9CF75D
32	20860859	formal	J256_high	256	median	R2	13	-0.000335482662964481	0.01416015625	0.000144216345670019	0.00171743319557846	3	10	0	0.230769230769231	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	46AB1B35AD66F470B31BEAC6F369FDC1CDBD18DF39D93602F2866FEF6E9CF75D
32	20860859	formal	J256_high	256	mean	R1	16	-1.81447690780151e-05	0.875946044921875	0.000107186499397858	1.54799365043468	5	11	0	0.3125	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	46AB1B35AD66F470B31BEAC6F369FDC1CDBD18DF39D93602F2866FEF6E9CF75D
32	20860859	formal	J256_high	256	mean	R2	13	-0.000165974234388976	0.2158203125	0.000130864437919778	0.282879591461879	3	10	0	0.230769230769231	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	46AB1B35AD66F470B31BEAC6F369FDC1CDBD18DF39D93602F2866FEF6E9CF75D
33	20860860	formal	J32_reference	32	median	R1	16	-0.00032854620375307	0.001556396484375	0.00011650632117044	-0.337591060888076	2	14	0	0.125	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	3BFC552F70127044FF1B5E2DA54EB1968EF1345746E4752D865F6BE376A12FD1
33	20860860	formal	J32_reference	32	median	R2	13	-7.2112369171121e-05	0.522216796875	0.000109206726950605	0.0998547836335858	5	8	0	0.384615384615385	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	3BFC552F70127044FF1B5E2DA54EB1968EF1345746E4752D865F6BE376A12FD1
33	20860860	formal	J32_reference	32	mean	R1	16	-0.000239631726640136	0.02630615234375	0.000110508436952318	0.529690229758037	3	13	0	0.1875	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	3BFC552F70127044FF1B5E2DA54EB1968EF1345746E4752D865F6BE376A12FD1
33	20860860	formal	J32_reference	32	mean	R2	13	0.000119832266050475	0.122802734375	7.7009673074788e-05	0.0373376703755616	7	6	0	0.538461538461538	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	3BFC552F70127044FF1B5E2DA54EB1968EF1345746E4752D865F6BE376A12FD1
33	20860860	formal	J256_high	256	median	R1	16	-0.000350797288413685	3.0517578125e-05	0.00010719833548914	-0.824620452447831	0	16	0	0	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	3BFC552F70127044FF1B5E2DA54EB1968EF1345746E4752D865F6BE376A12FD1
33	20860860	formal	J256_high	256	median	R2	13	-5.2862537075876e-05	0.64208984375	0.000107403529317851	0.379076997007845	6	7	0	0.461538461538462	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	3BFC552F70127044FF1B5E2DA54EB1968EF1345746E4752D865F6BE376A12FD1
33	20860860	formal	J256_high	256	mean	R1	16	-0.000211254026409438	0.035491943359375	0.000102350902603343	0.562640702238849	3	13	0	0.1875	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	3BFC552F70127044FF1B5E2DA54EB1968EF1345746E4752D865F6BE376A12FD1
33	20860860	formal	J256_high	256	mean	R2	13	0.000125035543733217	0.130615234375	8.14416688636793e-05	0.156324203700944	7	6	0	0.538461538461538	275133FAE62F2EB964E144A58425FA1382B899D2F6D04F086FB853D60FFB0A83	3BFC552F70127044FF1B5E2DA54EB1968EF1345746E4752D865F6BE376A12FD1
34	20860861	formal	J32_reference	32	median	R1	16	-0.000169676655776748	0.1640625	0.000120742236313885	0.366664752851543	6	10	0	0.375	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	9FE6CF6AF509535A8EC7CC584D4ABFED78CF9A9CA80CFF8C1EAAB16CEE89EF3E
34	20860861	formal	J32_reference	32	median	R2	13	-2.4977866156049e-05	0.880859375	0.00016169826564038	0.131609362902698	6	7	0	0.461538461538462	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	9FE6CF6AF509535A8EC7CC584D4ABFED78CF9A9CA80CFF8C1EAAB16CEE89EF3E
34	20860861	formal	J32_reference	32	mean	R1	16	1.82082944217361e-05	0.83709716796875	8.57407069380914e-05	0.35166499422817	8	8	0	0.5	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	9FE6CF6AF509535A8EC7CC584D4ABFED78CF9A9CA80CFF8C1EAAB16CEE89EF3E
34	20860861	formal	J32_reference	32	mean	R2	13	4.23327919045126e-05	0.795166015625	0.000150694106168038	0.390506461372421	6	7	0	0.461538461538462	28563C57C011C9FFC6068703FB96F9770274DF2EF7E790469BD70EF541A2B444	9FE6CF6AF509535A8EC7CC584D4ABFED78CF9A9CA80CFF8C1EAAB16CEE89EF3E
