seed_index	world_seed	mode	arm	kappa	reducer	run	n_subjects	observed	p_two_sided	studentization_sd	subject_statistic_skewness	n_positive	n_negative	n_zero	positive_fraction	metric_stream_initial_state_hash	base_stream_state_hash	truth_a_g06_uV	truth_grid_id
20	22360847	benchmark	P4	4	mean	R1	16	-0.00756978504285572	3.0517578125e-05	0.00204527903410314	-0.0675696866420845	0	16	0	0	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	4.61799281479342	G06
20	22360847	benchmark	P4	4	mean	R2	13	-0.00862733152470971	0.000244140625	0.00254776270995938	0.268536397573169	0	13	0	0	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	4.61799281479342	G06
21	22360848	benchmark	P0	0	median	R1	16	-0.000385990671749238	0.0001220703125	0.000117063892442298	-0.0340990679325007	2	14	0	0.125	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	4.61799281479342	G06
21	22360848	benchmark	P0	0	median	R2	13	-0.000341896917961066	0.003173828125	0.000125641297890327	0.799568631914999	1	12	0	0.0769230769230769	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	4.61799281479342	G06
21	22360848	benchmark	P0	0	mean	R1	16	-0.000234679916067397	0.02996826171875	0.000109689624975462	1.04092837279446	4	12	0	0.25	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	4.61799281479342	G06
21	22360848	benchmark	P0	0	mean	R2	13	-0.000135692264161318	0.161865234375	9.53551957517764e-05	0.326923304530346	5	8	0	0.384615384615385	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	4.61799281479342	G06
21	22360848	benchmark	P4	4	median	R1	16	-0.00700610518979541	3.0517578125e-05	0.00207715625403639	-0.824578180906549	0	16	0	0	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	4.61799281479342	G06
21	22360848	benchmark	P4	4	median	R2	13	-0.00657640414477905	0.000244140625	0.00201974425302334	-0.10512659123137	0	13	0	0	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	4.61799281479342	G06
21	22360848	benchmark	P4	4	mean	R1	16	-0.00751472704362311	3.0517578125e-05	0.00212109701865773	-0.99360336247248	0	16	0	0	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	4.61799281479342	G06
21	22360848	benchmark	P4	4	mean	R2	13	-0.00730616105835359	0.000244140625	0.00215805245525272	-0.261136951519228	0	13	0	0	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	62C4A54011C64B44842761BE83319D24BB9B3D8AA02066E582F8A93401BB87D1	4.61799281479342	G06
22	22360849	benchmark	P0	0	median	R1	16	-0.000193836319992041	0.0404052734375	9.61215275403065e-05	0.979545454437441	3	13	0	0.1875	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4.61799281479342	G06
22	22360849	benchmark	P0	0	median	R2	13	-0.000275313349921738	0.021240234375	0.000122898703798615	1.42532939136641	2	11	0	0.153846153846154	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4.61799281479342	G06
22	22360849	benchmark	P0	0	mean	R1	16	-4.60914640407303e-05	0.617828369140625	8.82686970090801e-05	1.32961120651271	6	10	0	0.375	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4.61799281479342	G06
22	22360849	benchmark	P0	0	mean	R2	13	-8.89555012720419e-05	0.27490234375	7.99601281110494e-05	1.01196437793357	4	9	0	0.307692307692308	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4.61799281479342	G06
22	22360849	benchmark	P4	4	median	R1	16	-0.00721404097914343	3.0517578125e-05	0.00213349333681712	-0.718174519961857	0	16	0	0	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4.61799281479342	G06
22	22360849	benchmark	P4	4	median	R2	13	-0.00655841255538891	0.000244140625	0.00202535261032226	-0.414745027337262	0	13	0	0	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4.61799281479342	G06
22	22360849	benchmark	P4	4	mean	R1	16	-0.00788142828160041	3.0517578125e-05	0.00225233334799887	-0.528407496165714	0	16	0	0	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4.61799281479342	G06
22	22360849	benchmark	P4	4	mean	R2	13	-0.00717031091514815	0.000244140625	0.00221370757888633	-0.441421289516569	0	13	0	0	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4610E0F649559E5AA16AF2A9710B57C97B4DAA026760807BD993B59A3D57CB80	4.61799281479342	G06
23	22360850	benchmark	P0	0	median	R1	16	-0.000185372634131031	0.089385986328125	0.000109419084500047	-0.257720060811923	5	11	0	0.3125	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	4.61799281479342	G06
23	22360850	benchmark	P0	0	median	R2	13	-0.000232543401082597	0.03076171875	0.000109671825767894	0.562582943134339	3	10	0	0.230769230769231	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	4.61799281479342	G06
23	22360850	benchmark	P0	0	mean	R1	16	-6.63688453251115e-05	0.487152099609375	9.22532330430574e-05	0.677891758888596	5	11	0	0.3125	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	4.61799281479342	G06
23	22360850	benchmark	P0	0	mean	R2	13	-0.000151943100556435	0.141845703125	0.000101602526594553	1.19005084366491	3	10	0	0.230769230769231	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	4.61799281479342	G06
23	22360850	benchmark	P4	4	median	R1	16	-0.00842634085864462	3.0517578125e-05	0.00238093262820865	-0.801407384665727	0	16	0	0	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	4.61799281479342	G06
23	22360850	benchmark	P4	4	median	R2	13	-0.00951663791531713	0.000244140625	0.00318705340626404	-0.934116799033783	0	13	0	0	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	4.61799281479342	G06
23	22360850	benchmark	P4	4	mean	R1	16	-0.00896603026469769	3.0517578125e-05	0.00251062488683189	-0.690357486507736	0	16	0	0	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	4.61799281479342	G06
23	22360850	benchmark	P4	4	mean	R2	13	-0.00977275840397566	0.000244140625	0.0031697009731511	-0.937917964304241	0	13	0	0	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	5C9EC09B8B6D292C03A8F4EF0A4BE9F056AED32422DEFF6CE621254B88414CE9	4.61799281479342	G06
24	22360851	benchmark	P0	0	median	R1	16	-0.000308847101477356	0.000274658203125	9.6323063346845e-05	0.512986534196481	1	15	0	0.0625	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	4.61799281479342	G06
24	22360851	benchmark	P0	0	median	R2	13	-0.000256568149438167	0.073974609375	0.000142817123677699	0.915938822120528	3	10	0	0.230769230769231	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	4.61799281479342	G06
24	22360851	benchmark	P0	0	mean	R1	16	-0.0001362913525076	0.046875	6.93284448797623e-05	0.656837027269605	5	11	0	0.3125	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	4.61799281479342	G06
24	22360851	benchmark	P0	0	mean	R2	13	-0.00018042643576453	0.088134765625	0.00010568362232257	1.78828042099491	4	9	0	0.307692307692308	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	4.61799281479342	G06
24	22360851	benchmark	P4	4	median	R1	16	-0.00663487908664715	3.0517578125e-05	0.00177046927559913	0.150842571555112	0	16	0	0	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	4.61799281479342	G06
24	22360851	benchmark	P4	4	median	R2	13	-0.00701722807707346	0.000244140625	0.0021519574040566	-0.821023307917055	0	13	0	0	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	4.61799281479342	G06
24	22360851	benchmark	P4	4	mean	R1	16	-0.0070867779224348	3.0517578125e-05	0.00189229403126324	-0.415589662856511	0	16	0	0	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	4.61799281479342	G06
24	22360851	benchmark	P4	4	mean	R2	13	-0.00763126045497092	0.000244140625	0.00230896334603348	-0.476831157605726	0	13	0	0	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	33E70BBE259E9AAED9E4FA744ADD6846CD650C8BFF18CB2C7E506532616312DB	4.61799281479342	G06
25	22360852	benchmark	P0	0	median	R1	16	-0.0002342257630576	0.002044677734375	8.5058477268392e-05	-0.534946947487752	5	11	0	0.3125	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	4.61799281479342	G06
25	22360852	benchmark	P0	0	median	R2	13	-0.0002552594460152	0.002197265625	9.10982512159268e-05	0.630092261556246	2	11	0	0.153846153846154	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	4.61799281479342	G06
25	22360852	benchmark	P0	0	mean	R1	16	-8.5356397497994e-05	0.22491455078125	6.84605029257257e-05	-0.330684397508737	6	10	0	0.375	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	4.61799281479342	G06
25	22360852	benchmark	P0	0	mean	R2	13	-0.000181216459302507	0.0576171875	9.63694076975595e-05	-0.0756853229329657	3	10	0	0.230769230769231	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	4.61799281479342	G06
25	22360852	benchmark	P4	4	median	R1	16	-0.0070218153218408	3.0517578125e-05	0.0019667335534804	-1.00468401569971	0	16	0	0	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	4.61799281479342	G06
25	22360852	benchmark	P4	4	median	R2	13	-0.00960144870816132	0.000244140625	0.00276635923855732	-1.04688255132817	0	13	0	0	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	4.61799281479342	G06
25	22360852	benchmark	P4	4	mean	R1	16	-0.00816669604519988	3.0517578125e-05	0.00221225302311021	-0.80834768438076	0	16	0	0	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	4.61799281479342	G06
25	22360852	benchmark	P4	4	mean	R2	13	-0.00984473651611214	0.000244140625	0.00284634325395768	-1.05357649363098	0	13	0	0	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	E00803D7E12906243C1133E9487A613225CD6D0DBEDF51BFBCAE7A7DF5E67F96	4.61799281479342	G06
26	22360853	benchmark	P0	0	median	R1	16	-0.000230258481993858	0.00323486328125	8.52749979415033e-05	-0.220837369480996	5	11	0	0.3125	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	4.61799281479342	G06
26	22360853	benchmark	P0	0	median	R2	13	-0.000156787696468689	0.131591796875	0.000103564810384726	-0.831803180536655	4	9	0	0.307692307692308	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	4.61799281479342	G06
26	22360853	benchmark	P0	0	mean	R1	16	-0.000142076285588801	0.086212158203125	8.26633239026585e-05	-0.286468216354111	6	10	0	0.375	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	4.61799281479342	G06
26	22360853	benchmark	P0	0	mean	R2	13	2.36237845721478e-05	0.81005859375	9.49534931252613e-05	0.0522131587536872	8	5	0	0.615384615384615	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	4.61799281479342	G06
26	22360853	benchmark	P4	4	median	R1	16	-0.00694108726111423	3.0517578125e-05	0.00189987520567597	-0.0881360251605535	0	16	0	0	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	4.61799281479342	G06
26	22360853	benchmark	P4	4	median	R2	13	-0.00700115582605918	0.000244140625	0.00219129111116056	-0.75110194559778	0	13	0	0	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	4.61799281479342	G06
26	22360853	benchmark	P4	4	mean	R1	16	-0.00761062352553817	3.0517578125e-05	0.0020919517561427	-0.171410267902981	0	16	0	0	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	4.61799281479342	G06
26	22360853	benchmark	P4	4	mean	R2	13	-0.00777869992868658	0.000244140625	0.00240213213526968	-0.734314142932838	0	13	0	0	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	42C1B4E7D7505137F192C9D93449F7654C8073A7559F62FF9CF178B41AAE5924	4.61799281479342	G06
27	22360854	benchmark	P0	0	median	R1	16	-0.000327349542318422	0.000823974609375	0.000112904966827067	-0.552105282898154	1	15	0	0.0625	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4.61799281479342	G06
27	22360854	benchmark	P0	0	median	R2	13	-0.000236869570898051	0.01513671875	0.000102886652888987	0.0645481295595217	3	10	0	0.230769230769231	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4.61799281479342	G06
27	22360854	benchmark	P0	0	mean	R1	16	-0.000136589850510799	0.031219482421875	6.67252967196257e-05	-0.53075639627113	4	12	0	0.25	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4.61799281479342	G06
27	22360854	benchmark	P0	0	mean	R2	13	-2.61514293724445e-05	0.76123046875	8.23628719283513e-05	-0.0331844844189382	7	6	0	0.538461538461538	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4.61799281479342	G06
27	22360854	benchmark	P4	4	median	R1	16	-0.00933122085884294	3.0517578125e-05	0.0026118393657793	-0.510808894667395	0	16	0	0	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4.61799281479342	G06
27	22360854	benchmark	P4	4	median	R2	13	-0.00886144018253137	0.000244140625	0.00271757948398385	-0.299855058909652	0	13	0	0	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4.61799281479342	G06
27	22360854	benchmark	P4	4	mean	R1	16	-0.00956467320911169	3.0517578125e-05	0.00267875176197245	-0.310263032491844	0	16	0	0	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4.61799281479342	G06
27	22360854	benchmark	P4	4	mean	R2	13	-0.00960549359677224	0.000244140625	0.00288357305217683	-0.47839636307307	0	13	0	0	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4C045215E3FA1BDD1E957C242C80A2AE6A3CA1D58DD33DC52E2DEDBF342E020E	4.61799281479342	G06
28	22360855	benchmark	P0	0	median	R1	16	-0.00018648702234543	0.04254150390625	9.3877400955497e-05	0.239517753626507	4	12	0	0.25	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	4.61799281479342	G06
28	22360855	benchmark	P0	0	median	R2	13	-0.000246601636338013	0.02587890625	0.000115739782794462	-0.337466682884423	4	9	0	0.307692307692308	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	4.61799281479342	G06
28	22360855	benchmark	P0	0	mean	R1	16	-3.06525363459194e-05	0.7335205078125	8.48672320399302e-05	-0.4774224851305	9	7	0	0.5625	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	4.61799281479342	G06
28	22360855	benchmark	P0	0	mean	R2	13	-6.57663546975632e-05	0.4775390625	8.79524375989934e-05	-0.577805008795969	7	6	0	0.538461538461538	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	4.61799281479342	G06
28	22360855	benchmark	P4	4	median	R1	16	-0.00768104693601313	3.0517578125e-05	0.00209478639622146	0.0354681031569892	0	16	0	0	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	4.61799281479342	G06
28	22360855	benchmark	P4	4	median	R2	13	-0.00674219833476504	0.000244140625	0.00199112921652263	0.403053559910608	0	13	0	0	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	4.61799281479342	G06
28	22360855	benchmark	P4	4	mean	R1	16	-0.0086059924335395	3.0517578125e-05	0.00229950333825074	-0.112571573537112	0	16	0	0	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	4.61799281479342	G06
28	22360855	benchmark	P4	4	mean	R2	13	-0.00761222556122765	0.000244140625	0.00227435420358777	0.259544709901872	0	13	0	0	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	60E36BE4C7DF8161FD9F2BFEEAC5F59CB976B77D50788A3546DD779356F63B33	4.61799281479342	G06
29	22360856	benchmark	P0	0	median	R1	16	-0.000151943044742574	0.135894775390625	0.000101049684369187	-0.126329333359591	7	9	0	0.4375	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	4.61799281479342	G06
29	22360856	benchmark	P0	0	median	R2	13	-0.000228630514081429	0.05126953125	0.000118416254671178	0.446068131541972	4	9	0	0.307692307692308	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	4.61799281479342	G06
29	22360856	benchmark	P0	0	mean	R1	16	-5.30007776360327e-05	0.51361083984375	7.85808202064912e-05	0.016941760716585	6	10	0	0.375	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	4.61799281479342	G06
29	22360856	benchmark	P0	0	mean	R2	13	-0.000206109393680218	0.081787109375	0.000118289243462923	0.421142460326175	3	10	0	0.230769230769231	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	4.61799281479342	G06
29	22360856	benchmark	P4	4	median	R1	16	-0.00781008755660197	3.0517578125e-05	0.00212769492231813	-1.23683900427527	0	16	0	0	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	4.61799281479342	G06
29	22360856	benchmark	P4	4	median	R2	13	-0.00740959902176465	0.000244140625	0.00228264547199009	-0.820049638552472	0	13	0	0	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	4.61799281479342	G06
29	22360856	benchmark	P4	4	mean	R1	16	-0.00787662443092281	3.0517578125e-05	0.0021309439373914	-1.25830631793782	0	16	0	0	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	4.61799281479342	G06
29	22360856	benchmark	P4	4	mean	R2	13	-0.00814935093064059	0.000244140625	0.00250168270963666	-0.84420855147643	0	13	0	0	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	78A373BCF79C7FB5363315F441F1F6B21A323866EDB4EE0CF8F13E7375B41606	4.61799281479342	G06
30	22360857	benchmark	P0	0	median	R1	16	-0.00022032028298586	0.03668212890625	0.000107599499603279	0.075189113843653	3	13	0	0.1875	F1D3DA71B9DF51A734746850D88080E2A2106A3C8C24DBD1F6DD1168A28FFB98	F1D3DA71B9DF51A734746850D88080E2A2106A3C8C24DBD1F6DD1168A28FFB98	4.61799281479342	G06
30	22360857	benchmark	P0	0	median	R2	13	-0.000146192579905558	0.239501953125	0.000120318884253012	-0.138393435611649	5	8	0	0.384615384615385	F1D3DA71B9DF51A734746850D88080E2A2106A3C8C24DBD1F6DD1168A28FFB98	F1D3DA71B9DF51A734746850D88080E2A2106A3C8C24DBD1F6DD1168A28FFB98	4.61799281479342	G06
30	22360857	benchmark	P0	0	mean	R1	16	-0.000117918850642575	0.223663330078125	9.44577001232043e-05	-0.233085518822985	6	10	0	0.375	F1D3DA71B9DF51A734746850D88080E2A2106A3C8C24DBD1F6DD1168A28FFB98	F1D3DA71B9DF51A734746850D88080E2A2106A3C8C24DBD1F6DD1168A28FFB98	4.61799281479342	G06
30	22360857	benchmark	P0	0	mean	R2	13	6.74920615468906e-05	0.597900390625	0.000121791731089536	-0.848669966392009	8	5	0	0.615384615384615	F1D3DA71B9DF51A734746850D88080E2A2106A3C8C24DBD1F6DD1168A28FFB98	F1D3DA71B9DF51A734746850D88080E2A2106A3C8C24DBD1F6DD1168A28FFB98	4.61799281479342	G06
30	22360857	benchmark	P4	4	median	R1	16	-0.00631875661883973	3.0517578125e-05	0.00175046504032786	-0.314093812051868	0	16	0	0	F1D3DA71B9DF51A734746850D88080E2A2106A3C8C24DBD1F6DD1168A28FFB98	F1D3DA71B9DF51A734746850D88080E2A2106A3C8C24DBD1F6DD1168A28FFB98	4.61799281479342	G06
30	22360857	benchmark	P4	4	median	R2	13	-0.00704701052596626	0.000244140625	0.00212281412719233	0.598326126492843	0	13	0	0	F1D3DA71B9DF51A734746850D88080E2A2106A3C8C24DBD1F6DD1168A28FFB98	F1D3DA71B9DF51A734746850D88080E2A2106A3C8C24DBD1F6DD1168A28FFB98	4.61799281479342	G06
