seed_index	world_seed	mode	arm	kappa	reducer	run	n_subjects	observed	p_two_sided	studentization_sd	subject_statistic_skewness	n_positive	n_negative	n_zero	positive_fraction	metric_stream_initial_state_hash	base_stream_state_hash	truth_a_g06_uV	truth_grid_id
10	22360837	benchmark	P4	4	mean	R1	16	-0.0105202998721072	3.0517578125e-05	0.00296126959441073	-0.90295426655271	0	16	0	0	8B3E30403ECC48CA2A8F6978D7F7641A5F664B6B144014D5EEF927D20463C2EB	8B3E30403ECC48CA2A8F6978D7F7641A5F664B6B144014D5EEF927D20463C2EB	4.61799281479342	G06
10	22360837	benchmark	P4	4	mean	R2	13	-0.0103118605195161	0.000244140625	0.00306648312179406	-0.401289301595301	0	13	0	0	8B3E30403ECC48CA2A8F6978D7F7641A5F664B6B144014D5EEF927D20463C2EB	8B3E30403ECC48CA2A8F6978D7F7641A5F664B6B144014D5EEF927D20463C2EB	4.61799281479342	G06
11	22360838	benchmark	P0	0	median	R1	16	-0.000250821002788245	0.0185546875	0.00011114057313998	-0.322836328118874	6	10	0	0.375	CB6FA2DBF794375BBBC42CEEA64DEE05D93918BC79B05D81199A90DE37C81512	CB6FA2DBF794375BBBC42CEEA64DEE05D93918BC79B05D81199A90DE37C81512	4.61799281479342	G06
11	22360838	benchmark	P0	0	median	R2	13	-0.000102125962858139	0.14501953125	6.90366353325386e-05	-0.0232765401072839	3	10	0	0.230769230769231	CB6FA2DBF794375BBBC42CEEA64DEE05D93918BC79B05D81199A90DE37C81512	CB6FA2DBF794375BBBC42CEEA64DEE05D93918BC79B05D81199A90DE37C81512	4.61799281479342	G06
11	22360838	benchmark	P0	0	mean	R1	16	-0.00018123146180682	0.01904296875	8.05851361322671e-05	0.084529817187405	4	12	0	0.25	CB6FA2DBF794375BBBC42CEEA64DEE05D93918BC79B05D81199A90DE37C81512	CB6FA2DBF794375BBBC42CEEA64DEE05D93918BC79B05D81199A90DE37C81512	4.61799281479342	G06
11	22360838	benchmark	P0	0	mean	R2	13	8.50157805723422e-05	0.24560546875	7.10230739740788e-05	0.225923889968618	7	6	0	0.538461538461538	CB6FA2DBF794375BBBC42CEEA64DEE05D93918BC79B05D81199A90DE37C81512	CB6FA2DBF794375BBBC42CEEA64DEE05D93918BC79B05D81199A90DE37C81512	4.61799281479342	G06
11	22360838	benchmark	P4	4	median	R1	16	-0.00725510502555995	3.0517578125e-05	0.00197026583108928	0.643049665419461	0	16	0	0	CB6FA2DBF794375BBBC42CEEA64DEE05D93918BC79B05D81199A90DE37C81512	CB6FA2DBF794375BBBC42CEEA64DEE05D93918BC79B05D81199A90DE37C81512	4.61799281479342	G06
11	22360838	benchmark	P4	4	median	R2	13	-0.00701703491941681	0.000244140625	0.00209542598727727	-0.06045498092628	0	13	0	0	CB6FA2DBF794375BBBC42CEEA64DEE05D93918BC79B05D81199A90DE37C81512	CB6FA2DBF794375BBBC42CEEA64DEE05D93918BC79B05D81199A90DE37C81512	4.61799281479342	G06
11	22360838	benchmark	P4	4	mean	R1	16	-0.00776703044429771	3.0517578125e-05	0.00209374496623452	0.456370579201972	0	16	0	0	CB6FA2DBF794375BBBC42CEEA64DEE05D93918BC79B05D81199A90DE37C81512	CB6FA2DBF794375BBBC42CEEA64DEE05D93918BC79B05D81199A90DE37C81512	4.61799281479342	G06
11	22360838	benchmark	P4	4	mean	R2	13	-0.00685812867788266	0.000244140625	0.00206800800048549	0.118029830070722	0	13	0	0	CB6FA2DBF794375BBBC42CEEA64DEE05D93918BC79B05D81199A90DE37C81512	CB6FA2DBF794375BBBC42CEEA64DEE05D93918BC79B05D81199A90DE37C81512	4.61799281479342	G06
12	22360839	benchmark	P0	0	median	R1	16	-0.000311787710407125	0.00604248046875	0.000119470547981229	0.399570965340231	3	13	0	0.1875	7A8BEBFFA8A71D41F4469D32051BA561BA1B6C2146CB703C870C4BEF2F210C58	7A8BEBFFA8A71D41F4469D32051BA561BA1B6C2146CB703C870C4BEF2F210C58	4.61799281479342	G06
12	22360839	benchmark	P0	0	median	R2	13	-0.000129742704036068	0.344482421875	0.000132613258361888	0.154467282676871	4	9	0	0.307692307692308	7A8BEBFFA8A71D41F4469D32051BA561BA1B6C2146CB703C870C4BEF2F210C58	7A8BEBFFA8A71D41F4469D32051BA561BA1B6C2146CB703C870C4BEF2F210C58	4.61799281479342	G06
12	22360839	benchmark	P0	0	mean	R1	16	-0.000177241243260473	0.043548583984375	8.98252282084029e-05	-0.474295055761922	5	11	0	0.3125	7A8BEBFFA8A71D41F4469D32051BA561BA1B6C2146CB703C870C4BEF2F210C58	7A8BEBFFA8A71D41F4469D32051BA561BA1B6C2146CB703C870C4BEF2F210C58	4.61799281479342	G06
12	22360839	benchmark	P0	0	mean	R2	13	6.2969795282987e-05	0.388427734375	6.64822217807329e-05	0.544906666559422	7	6	0	0.538461538461538	7A8BEBFFA8A71D41F4469D32051BA561BA1B6C2146CB703C870C4BEF2F210C58	7A8BEBFFA8A71D41F4469D32051BA561BA1B6C2146CB703C870C4BEF2F210C58	4.61799281479342	G06
12	22360839	benchmark	P4	4	median	R1	16	-0.00636598998695658	3.0517578125e-05	0.00183509445244488	-0.965415578255075	0	16	0	0	7A8BEBFFA8A71D41F4469D32051BA561BA1B6C2146CB703C870C4BEF2F210C58	7A8BEBFFA8A71D41F4469D32051BA561BA1B6C2146CB703C870C4BEF2F210C58	4.61799281479342	G06
12	22360839	benchmark	P4	4	median	R2	13	-0.00731348643738567	0.000244140625	0.00224345294092177	-0.370377709764766	0	13	0	0	7A8BEBFFA8A71D41F4469D32051BA561BA1B6C2146CB703C870C4BEF2F210C58	7A8BEBFFA8A71D41F4469D32051BA561BA1B6C2146CB703C870C4BEF2F210C58	4.61799281479342	G06
12	22360839	benchmark	P4	4	mean	R1	16	-0.00686866490345192	3.0517578125e-05	0.00191938153207721	0.0784810298173964	0	16	0	0	7A8BEBFFA8A71D41F4469D32051BA561BA1B6C2146CB703C870C4BEF2F210C58	7A8BEBFFA8A71D41F4469D32051BA561BA1B6C2146CB703C870C4BEF2F210C58	4.61799281479342	G06
12	22360839	benchmark	P4	4	mean	R2	13	-0.00785923750533398	0.000244140625	0.00239888412327247	-0.210424184051068	0	13	0	0	7A8BEBFFA8A71D41F4469D32051BA561BA1B6C2146CB703C870C4BEF2F210C58	7A8BEBFFA8A71D41F4469D32051BA561BA1B6C2146CB703C870C4BEF2F210C58	4.61799281479342	G06
13	22360840	benchmark	P0	0	median	R1	16	-0.000190942873359512	0.093109130859375	0.000113434041258397	0.960753607480387	3	13	0	0.1875	F9BC1C8B30A35C23393F4407F93730336B4B05300E9D43FD2A0BF0F1D1DB59CC	F9BC1C8B30A35C23393F4407F93730336B4B05300E9D43FD2A0BF0F1D1DB59CC	4.61799281479342	G06
13	22360840	benchmark	P0	0	median	R2	13	-0.000161722291071976	0.107666015625	9.9920616962397e-05	-0.959671056443216	4	9	0	0.307692307692308	F9BC1C8B30A35C23393F4407F93730336B4B05300E9D43FD2A0BF0F1D1DB59CC	F9BC1C8B30A35C23393F4407F93730336B4B05300E9D43FD2A0BF0F1D1DB59CC	4.61799281479342	G06
13	22360840	benchmark	P0	0	mean	R1	16	-6.50658313149265e-06	0.95086669921875	9.43972235932006e-05	1.55905145965484	5	11	0	0.3125	F9BC1C8B30A35C23393F4407F93730336B4B05300E9D43FD2A0BF0F1D1DB59CC	F9BC1C8B30A35C23393F4407F93730336B4B05300E9D43FD2A0BF0F1D1DB59CC	4.61799281479342	G06
13	22360840	benchmark	P0	0	mean	R2	13	3.71573840411575e-05	0.575927734375	6.36834320204759e-05	-0.465940472211181	7	6	0	0.538461538461538	F9BC1C8B30A35C23393F4407F93730336B4B05300E9D43FD2A0BF0F1D1DB59CC	F9BC1C8B30A35C23393F4407F93730336B4B05300E9D43FD2A0BF0F1D1DB59CC	4.61799281479342	G06
13	22360840	benchmark	P4	4	median	R1	16	-0.0069331381868776	3.0517578125e-05	0.00198662370027924	-1.12764842365164	0	16	0	0	F9BC1C8B30A35C23393F4407F93730336B4B05300E9D43FD2A0BF0F1D1DB59CC	F9BC1C8B30A35C23393F4407F93730336B4B05300E9D43FD2A0BF0F1D1DB59CC	4.61799281479342	G06
13	22360840	benchmark	P4	4	median	R2	13	-0.00607554672007411	0.000244140625	0.00175558319481354	-0.411797932435627	0	13	0	0	F9BC1C8B30A35C23393F4407F93730336B4B05300E9D43FD2A0BF0F1D1DB59CC	F9BC1C8B30A35C23393F4407F93730336B4B05300E9D43FD2A0BF0F1D1DB59CC	4.61799281479342	G06
13	22360840	benchmark	P4	4	mean	R1	16	-0.00707610366059028	3.0517578125e-05	0.00197279877362617	-0.677057783020357	0	16	0	0	F9BC1C8B30A35C23393F4407F93730336B4B05300E9D43FD2A0BF0F1D1DB59CC	F9BC1C8B30A35C23393F4407F93730336B4B05300E9D43FD2A0BF0F1D1DB59CC	4.61799281479342	G06
13	22360840	benchmark	P4	4	mean	R2	13	-0.00642664476608584	0.000244140625	0.00186480262233387	-1.18455956502369	0	13	0	0	F9BC1C8B30A35C23393F4407F93730336B4B05300E9D43FD2A0BF0F1D1DB59CC	F9BC1C8B30A35C23393F4407F93730336B4B05300E9D43FD2A0BF0F1D1DB59CC	4.61799281479342	G06
14	22360841	benchmark	P0	0	median	R1	16	-5.30704691278271e-05	0.554473876953125	8.46459211667114e-05	0.68962928430193	6	10	0	0.375	8E7EEA259EE57C465447210BBEDB4935CCDA683ACAFA06621EAA1CFB23E9DBC5	8E7EEA259EE57C465447210BBEDB4935CCDA683ACAFA06621EAA1CFB23E9DBC5	4.61799281479342	G06
14	22360841	benchmark	P0	0	median	R2	13	-0.000253213275594378	0.01171875	0.00011097070468927	-0.523243473397811	4	9	0	0.307692307692308	8E7EEA259EE57C465447210BBEDB4935CCDA683ACAFA06621EAA1CFB23E9DBC5	8E7EEA259EE57C465447210BBEDB4935CCDA683ACAFA06621EAA1CFB23E9DBC5	4.61799281479342	G06
14	22360841	benchmark	P0	0	mean	R1	16	0.000134856689568811	0.17608642578125	9.79768713515133e-05	0.458686627323411	11	5	0	0.6875	8E7EEA259EE57C465447210BBEDB4935CCDA683ACAFA06621EAA1CFB23E9DBC5	8E7EEA259EE57C465447210BBEDB4935CCDA683ACAFA06621EAA1CFB23E9DBC5	4.61799281479342	G06
14	22360841	benchmark	P0	0	mean	R2	13	-8.53076215151995e-05	0.222900390625	6.79936225947397e-05	-0.481008066141442	6	7	0	0.461538461538462	8E7EEA259EE57C465447210BBEDB4935CCDA683ACAFA06621EAA1CFB23E9DBC5	8E7EEA259EE57C465447210BBEDB4935CCDA683ACAFA06621EAA1CFB23E9DBC5	4.61799281479342	G06
14	22360841	benchmark	P4	4	median	R1	16	-0.00783663610428608	3.0517578125e-05	0.00222102487087253	-1.43380728609585	0	16	0	0	8E7EEA259EE57C465447210BBEDB4935CCDA683ACAFA06621EAA1CFB23E9DBC5	8E7EEA259EE57C465447210BBEDB4935CCDA683ACAFA06621EAA1CFB23E9DBC5	4.61799281479342	G06
14	22360841	benchmark	P4	4	median	R2	13	-0.00778123397076387	0.000244140625	0.00249435000640549	-1.14021056957943	0	13	0	0	8E7EEA259EE57C465447210BBEDB4935CCDA683ACAFA06621EAA1CFB23E9DBC5	8E7EEA259EE57C465447210BBEDB4935CCDA683ACAFA06621EAA1CFB23E9DBC5	4.61799281479342	G06
14	22360841	benchmark	P4	4	mean	R1	16	-0.00815191828621276	3.0517578125e-05	0.00227406142411609	-1.66762422685156	0	16	0	0	8E7EEA259EE57C465447210BBEDB4935CCDA683ACAFA06621EAA1CFB23E9DBC5	8E7EEA259EE57C465447210BBEDB4935CCDA683ACAFA06621EAA1CFB23E9DBC5	4.61799281479342	G06
14	22360841	benchmark	P4	4	mean	R2	13	-0.00858523484127544	0.000244140625	0.00269547228284847	-1.01119174369498	0	13	0	0	8E7EEA259EE57C465447210BBEDB4935CCDA683ACAFA06621EAA1CFB23E9DBC5	8E7EEA259EE57C465447210BBEDB4935CCDA683ACAFA06621EAA1CFB23E9DBC5	4.61799281479342	G06
15	22360842	benchmark	P0	0	median	R1	16	-0.000367623553579423	0.000885009765625	0.000121067816669278	0.721071291283852	2	14	0	0.125	ECEBD851E35ADBD52203AC2EA89AE124F73F0A643D00B8A5B93F5B2593733A9D	ECEBD851E35ADBD52203AC2EA89AE124F73F0A643D00B8A5B93F5B2593733A9D	4.61799281479342	G06
15	22360842	benchmark	P0	0	median	R2	13	-0.000203403065619161	0.11474609375	0.000127348974517575	-0.394903766025308	4	9	0	0.307692307692308	ECEBD851E35ADBD52203AC2EA89AE124F73F0A643D00B8A5B93F5B2593733A9D	ECEBD851E35ADBD52203AC2EA89AE124F73F0A643D00B8A5B93F5B2593733A9D	4.61799281479342	G06
15	22360842	benchmark	P0	0	mean	R1	16	-6.77712055046922e-05	0.3658447265625	7.28655207304127e-05	0.296438878176648	4	12	0	0.25	ECEBD851E35ADBD52203AC2EA89AE124F73F0A643D00B8A5B93F5B2593733A9D	ECEBD851E35ADBD52203AC2EA89AE124F73F0A643D00B8A5B93F5B2593733A9D	4.61799281479342	G06
15	22360842	benchmark	P0	0	mean	R2	13	3.17315382558767e-05	0.71875	8.62510391816489e-05	-0.416597261091068	8	5	0	0.615384615384615	ECEBD851E35ADBD52203AC2EA89AE124F73F0A643D00B8A5B93F5B2593733A9D	ECEBD851E35ADBD52203AC2EA89AE124F73F0A643D00B8A5B93F5B2593733A9D	4.61799281479342	G06
15	22360842	benchmark	P4	4	median	R1	16	-0.0071901029500631	3.0517578125e-05	0.00210571632259456	-0.923008183606952	0	16	0	0	ECEBD851E35ADBD52203AC2EA89AE124F73F0A643D00B8A5B93F5B2593733A9D	ECEBD851E35ADBD52203AC2EA89AE124F73F0A643D00B8A5B93F5B2593733A9D	4.61799281479342	G06
15	22360842	benchmark	P4	4	median	R2	13	-0.00758213029095508	0.000244140625	0.0022987118887727	-0.362317484643843	0	13	0	0	ECEBD851E35ADBD52203AC2EA89AE124F73F0A643D00B8A5B93F5B2593733A9D	ECEBD851E35ADBD52203AC2EA89AE124F73F0A643D00B8A5B93F5B2593733A9D	4.61799281479342	G06
15	22360842	benchmark	P4	4	mean	R1	16	-0.00775307414151125	3.0517578125e-05	0.00221157253015642	-0.620829179038203	0	16	0	0	ECEBD851E35ADBD52203AC2EA89AE124F73F0A643D00B8A5B93F5B2593733A9D	ECEBD851E35ADBD52203AC2EA89AE124F73F0A643D00B8A5B93F5B2593733A9D	4.61799281479342	G06
15	22360842	benchmark	P4	4	mean	R2	13	-0.00809886667463056	0.000244140625	0.00242023083059425	0.333808328282618	0	13	0	0	ECEBD851E35ADBD52203AC2EA89AE124F73F0A643D00B8A5B93F5B2593733A9D	ECEBD851E35ADBD52203AC2EA89AE124F73F0A643D00B8A5B93F5B2593733A9D	4.61799281479342	G06
16	22360843	benchmark	P0	0	median	R1	16	-0.000304493255988486	0.00140380859375	0.000102944635144299	1.02934970364461	2	14	0	0.125	0CA1131BB586BBAF01F24EAD4822E95D33870A8689E6360C53BAD90B915B3613	0CA1131BB586BBAF01F24EAD4822E95D33870A8689E6360C53BAD90B915B3613	4.61799281479342	G06
16	22360843	benchmark	P0	0	median	R2	13	-0.000341858145780088	0.003173828125	0.000128561832582439	0.272770458673295	1	12	0	0.0769230769230769	0CA1131BB586BBAF01F24EAD4822E95D33870A8689E6360C53BAD90B915B3613	0CA1131BB586BBAF01F24EAD4822E95D33870A8689E6360C53BAD90B915B3613	4.61799281479342	G06
16	22360843	benchmark	P0	0	mean	R1	16	-0.000141818788184308	0.04632568359375	7.1995041015691e-05	1.17966334883389	3	13	0	0.1875	0CA1131BB586BBAF01F24EAD4822E95D33870A8689E6360C53BAD90B915B3613	0CA1131BB586BBAF01F24EAD4822E95D33870A8689E6360C53BAD90B915B3613	4.61799281479342	G06
16	22360843	benchmark	P0	0	mean	R2	13	-0.000200128155246274	0.0380859375	9.9683889379402e-05	0.598291477663015	3	10	0	0.230769230769231	0CA1131BB586BBAF01F24EAD4822E95D33870A8689E6360C53BAD90B915B3613	0CA1131BB586BBAF01F24EAD4822E95D33870A8689E6360C53BAD90B915B3613	4.61799281479342	G06
16	22360843	benchmark	P4	4	median	R1	16	-0.00568056012454673	3.0517578125e-05	0.00165165138047206	-0.958150109690084	0	16	0	0	0CA1131BB586BBAF01F24EAD4822E95D33870A8689E6360C53BAD90B915B3613	0CA1131BB586BBAF01F24EAD4822E95D33870A8689E6360C53BAD90B915B3613	4.61799281479342	G06
16	22360843	benchmark	P4	4	median	R2	13	-0.0074562614025062	0.000244140625	0.00225484556830089	0.122909961077464	0	13	0	0	0CA1131BB586BBAF01F24EAD4822E95D33870A8689E6360C53BAD90B915B3613	0CA1131BB586BBAF01F24EAD4822E95D33870A8689E6360C53BAD90B915B3613	4.61799281479342	G06
16	22360843	benchmark	P4	4	mean	R1	16	-0.00686903484156487	3.0517578125e-05	0.00191415112255248	-0.574886331944229	0	16	0	0	0CA1131BB586BBAF01F24EAD4822E95D33870A8689E6360C53BAD90B915B3613	0CA1131BB586BBAF01F24EAD4822E95D33870A8689E6360C53BAD90B915B3613	4.61799281479342	G06
16	22360843	benchmark	P4	4	mean	R2	13	-0.00781831246573189	0.000244140625	0.00234479967197035	0.109162671123666	0	13	0	0	0CA1131BB586BBAF01F24EAD4822E95D33870A8689E6360C53BAD90B915B3613	0CA1131BB586BBAF01F24EAD4822E95D33870A8689E6360C53BAD90B915B3613	4.61799281479342	G06
17	22360844	benchmark	P0	0	median	R1	16	-0.000170252167837994	0.054595947265625	8.92189189846861e-05	0.415469229517623	5	11	0	0.3125	3C7B0741FC7A28E2958FDB2DEDA0CE1708062516CEB144897ACAF867A2511CD5	3C7B0741FC7A28E2958FDB2DEDA0CE1708062516CEB144897ACAF867A2511CD5	4.61799281479342	G06
17	22360844	benchmark	P0	0	median	R2	13	-0.000182481783126059	0.06982421875	0.000100965728945498	0.229344052893523	4	9	0	0.307692307692308	3C7B0741FC7A28E2958FDB2DEDA0CE1708062516CEB144897ACAF867A2511CD5	3C7B0741FC7A28E2958FDB2DEDA0CE1708062516CEB144897ACAF867A2511CD5	4.61799281479342	G06
17	22360844	benchmark	P0	0	mean	R1	16	-3.39830909807983e-05	0.695465087890625	8.33830455808637e-05	-0.0231224956904603	7	9	0	0.4375	3C7B0741FC7A28E2958FDB2DEDA0CE1708062516CEB144897ACAF867A2511CD5	3C7B0741FC7A28E2958FDB2DEDA0CE1708062516CEB144897ACAF867A2511CD5	4.61799281479342	G06
17	22360844	benchmark	P0	0	mean	R2	13	-1.06440146559855e-06	0.9921875	8.81518754719471e-05	-0.329414982245333	8	5	0	0.615384615384615	3C7B0741FC7A28E2958FDB2DEDA0CE1708062516CEB144897ACAF867A2511CD5	3C7B0741FC7A28E2958FDB2DEDA0CE1708062516CEB144897ACAF867A2511CD5	4.61799281479342	G06
17	22360844	benchmark	P4	4	median	R1	16	-0.00673243108199109	3.0517578125e-05	0.00188479250352981	-0.25655924231366	0	16	0	0	3C7B0741FC7A28E2958FDB2DEDA0CE1708062516CEB144897ACAF867A2511CD5	3C7B0741FC7A28E2958FDB2DEDA0CE1708062516CEB144897ACAF867A2511CD5	4.61799281479342	G06
17	22360844	benchmark	P4	4	median	R2	13	-0.00679366907461375	0.000244140625	0.00212113815466227	-0.871414380216593	0	13	0	0	3C7B0741FC7A28E2958FDB2DEDA0CE1708062516CEB144897ACAF867A2511CD5	3C7B0741FC7A28E2958FDB2DEDA0CE1708062516CEB144897ACAF867A2511CD5	4.61799281479342	G06
17	22360844	benchmark	P4	4	mean	R1	16	-0.0075852301834565	3.0517578125e-05	0.00209340006816674	-0.306625608267837	0	16	0	0	3C7B0741FC7A28E2958FDB2DEDA0CE1708062516CEB144897ACAF867A2511CD5	3C7B0741FC7A28E2958FDB2DEDA0CE1708062516CEB144897ACAF867A2511CD5	4.61799281479342	G06
17	22360844	benchmark	P4	4	mean	R2	13	-0.0074998730521414	0.000244140625	0.0022361250538952	-0.732936271547473	0	13	0	0	3C7B0741FC7A28E2958FDB2DEDA0CE1708062516CEB144897ACAF867A2511CD5	3C7B0741FC7A28E2958FDB2DEDA0CE1708062516CEB144897ACAF867A2511CD5	4.61799281479342	G06
18	22360845	benchmark	P0	0	median	R1	16	-0.000238529831473739	0.008270263671875	9.73602025297425e-05	-0.221445331726929	3	13	0	0.1875	7D40435A5034FA68EC662D4BF20C06B90F0A886834A39580E7FF9E6AA4754252	7D40435A5034FA68EC662D4BF20C06B90F0A886834A39580E7FF9E6AA4754252	4.61799281479342	G06
18	22360845	benchmark	P0	0	median	R2	13	-0.000323756921239798	0.00927734375	0.000128682056763378	1.54759784087456	2	11	0	0.153846153846154	7D40435A5034FA68EC662D4BF20C06B90F0A886834A39580E7FF9E6AA4754252	7D40435A5034FA68EC662D4BF20C06B90F0A886834A39580E7FF9E6AA4754252	4.61799281479342	G06
18	22360845	benchmark	P0	0	mean	R1	16	-0.000148151258089242	0.062042236328125	8.0572508283078e-05	0.0974355070619845	3	13	0	0.1875	7D40435A5034FA68EC662D4BF20C06B90F0A886834A39580E7FF9E6AA4754252	7D40435A5034FA68EC662D4BF20C06B90F0A886834A39580E7FF9E6AA4754252	4.61799281479342	G06
18	22360845	benchmark	P0	0	mean	R2	13	-8.45139268991222e-05	0.26708984375	7.46679592739014e-05	0.81069181709908	4	9	0	0.307692307692308	7D40435A5034FA68EC662D4BF20C06B90F0A886834A39580E7FF9E6AA4754252	7D40435A5034FA68EC662D4BF20C06B90F0A886834A39580E7FF9E6AA4754252	4.61799281479342	G06
18	22360845	benchmark	P4	4	median	R1	16	-0.00721705925377697	3.0517578125e-05	0.00215408769645738	-0.957859939991707	0	16	0	0	7D40435A5034FA68EC662D4BF20C06B90F0A886834A39580E7FF9E6AA4754252	7D40435A5034FA68EC662D4BF20C06B90F0A886834A39580E7FF9E6AA4754252	4.61799281479342	G06
18	22360845	benchmark	P4	4	median	R2	13	-0.00653666163843838	0.000244140625	0.00206205051560313	-1.81428681622955	0	13	0	0	7D40435A5034FA68EC662D4BF20C06B90F0A886834A39580E7FF9E6AA4754252	7D40435A5034FA68EC662D4BF20C06B90F0A886834A39580E7FF9E6AA4754252	4.61799281479342	G06
18	22360845	benchmark	P4	4	mean	R1	16	-0.00769517444645631	3.0517578125e-05	0.0021686221205217	-0.787963023467109	0	16	0	0	7D40435A5034FA68EC662D4BF20C06B90F0A886834A39580E7FF9E6AA4754252	7D40435A5034FA68EC662D4BF20C06B90F0A886834A39580E7FF9E6AA4754252	4.61799281479342	G06
18	22360845	benchmark	P4	4	mean	R2	13	-0.00707362069374707	0.000244140625	0.00222452259371738	-1.85604366131804	0	13	0	0	7D40435A5034FA68EC662D4BF20C06B90F0A886834A39580E7FF9E6AA4754252	7D40435A5034FA68EC662D4BF20C06B90F0A886834A39580E7FF9E6AA4754252	4.61799281479342	G06
19	22360846	benchmark	P0	0	median	R1	16	-0.000244173909258114	0.003814697265625	9.07757321260937e-05	0.207892078143164	3	13	0	0.1875	D7CA00763823CDA9D150F700D1A88AC19A87B046B83D359AECEA64979A7E73A2	D7CA00763823CDA9D150F700D1A88AC19A87B046B83D359AECEA64979A7E73A2	4.61799281479342	G06
19	22360846	benchmark	P0	0	median	R2	13	-0.000324214443792331	0.028564453125	0.000152876643360822	-0.0622475088240328	4	9	0	0.307692307692308	D7CA00763823CDA9D150F700D1A88AC19A87B046B83D359AECEA64979A7E73A2	D7CA00763823CDA9D150F700D1A88AC19A87B046B83D359AECEA64979A7E73A2	4.61799281479342	G06
19	22360846	benchmark	P0	0	mean	R1	16	-6.79148218923633e-05	0.286773681640625	6.24652580440837e-05	-0.0419209893465481	7	9	0	0.4375	D7CA00763823CDA9D150F700D1A88AC19A87B046B83D359AECEA64979A7E73A2	D7CA00763823CDA9D150F700D1A88AC19A87B046B83D359AECEA64979A7E73A2	4.61799281479342	G06
19	22360846	benchmark	P0	0	mean	R2	13	-8.1891986995262e-05	0.430908203125	0.000101325537166599	0.0870059617133951	5	8	0	0.384615384615385	D7CA00763823CDA9D150F700D1A88AC19A87B046B83D359AECEA64979A7E73A2	D7CA00763823CDA9D150F700D1A88AC19A87B046B83D359AECEA64979A7E73A2	4.61799281479342	G06
19	22360846	benchmark	P4	4	median	R1	16	-0.00664400137074548	3.0517578125e-05	0.0017915530687932	-0.0460480771642664	0	16	0	0	D7CA00763823CDA9D150F700D1A88AC19A87B046B83D359AECEA64979A7E73A2	D7CA00763823CDA9D150F700D1A88AC19A87B046B83D359AECEA64979A7E73A2	4.61799281479342	G06
19	22360846	benchmark	P4	4	median	R2	13	-0.0072640402417069	0.000244140625	0.00212826855039831	-0.177959518569285	0	13	0	0	D7CA00763823CDA9D150F700D1A88AC19A87B046B83D359AECEA64979A7E73A2	D7CA00763823CDA9D150F700D1A88AC19A87B046B83D359AECEA64979A7E73A2	4.61799281479342	G06
19	22360846	benchmark	P4	4	mean	R1	16	-0.00774488031458665	3.0517578125e-05	0.00203523812534764	-0.0306066271459805	0	16	0	0	D7CA00763823CDA9D150F700D1A88AC19A87B046B83D359AECEA64979A7E73A2	D7CA00763823CDA9D150F700D1A88AC19A87B046B83D359AECEA64979A7E73A2	4.61799281479342	G06
19	22360846	benchmark	P4	4	mean	R2	13	-0.0076136952523815	0.000244140625	0.00217889720131191	-0.191045985872175	0	13	0	0	D7CA00763823CDA9D150F700D1A88AC19A87B046B83D359AECEA64979A7E73A2	D7CA00763823CDA9D150F700D1A88AC19A87B046B83D359AECEA64979A7E73A2	4.61799281479342	G06
20	22360847	benchmark	P0	0	median	R1	16	-0.000157214605857077	0.190032958984375	0.000117788299071671	0.964423998519414	4	12	0	0.25	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	4.61799281479342	G06
20	22360847	benchmark	P0	0	median	R2	13	-0.000202753981411255	0.03076171875	9.73653544916618e-05	0.40931463774548	2	11	0	0.153846153846154	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	4.61799281479342	G06
20	22360847	benchmark	P0	0	mean	R1	16	-0.000104150440229438	0.221923828125	8.38563648176708e-05	0.464331790124014	5	11	0	0.3125	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	4.61799281479342	G06
20	22360847	benchmark	P0	0	mean	R2	13	-7.905388222815e-05	0.404296875	9.16564201853656e-05	-0.145620758395348	5	8	0	0.384615384615385	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	4.61799281479342	G06
20	22360847	benchmark	P4	4	median	R1	16	-0.00685241540857862	3.0517578125e-05	0.00184052313603585	-0.281966407943838	0	16	0	0	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	4.61799281479342	G06
20	22360847	benchmark	P4	4	median	R2	13	-0.0082195294088501	0.000244140625	0.00243769519526322	0.468807650787995	0	13	0	0	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	FEA2D9F774890EC459391EF9EB158259C2EAB104D2869283E742C6781F0DBB33	4.61799281479342	G06
